Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
ACR-140-TP2_R1	42.08023083176127	22.0	110.5299924859916	122	0.0	253164476.0
ACR-140-TP2_R2	42.08023083176127	22.0	110.5299924859916	122	0.0	253164476.0
ACR-145-TP2_R1	54.81604323685214	22.0	111.59189124488357	122	9.090909090909092	243394673.0
ACR-145-TP2_R2	54.81604323685214	22.0	111.59189124488357	122	9.090909090909092	243394673.0
ACR-150-TP2_R1	45.66800444021125	23.0	108.1265826264711	112	0.0	233529125.0
ACR-150-TP2_R2	45.66800444021125	23.0	108.1265826264711	112	0.0	233529125.0
ACR-173-TP2_R1	36.102257027719496	22.0	109.44981059751478	117	0.0	213089337.0
ACR-173-TP2_R2	36.102257027719496	22.0	109.44981059751478	117	0.0	213089337.0
ACR-178-TP2_R1	38.39992718521843	23.0	106.99182661499867	112	0.0	182080986.0
ACR-178-TP2_R2	38.39992718521843	23.0	106.99182661499867	112	0.0	182080986.0
