#Coverage	Number of genomic locations
0.0	5.9925723E7
1.0	4128348.0
2.0	1.8633796E7
3.0	3434967.0
4.0	1.1947093E7
5.0	3225176.0
6.0	9338818.0
7.0	3171476.0
8.0	7993056.0
9.0	3154608.0
10.0	7157475.0
11.0	3168640.0
12.0	6555592.0
13.0	3152713.0
14.0	6105651.0
15.0	3165241.0
16.0	5742402.0
17.0	3153473.0
18.0	5413654.0
19.0	3132588.0
20.0	5131705.0
21.0	3104948.0
22.0	4875181.0
23.0	3066497.0
24.0	4646864.0
25.0	3025709.0
26.0	4441146.0
27.0	2971084.0
28.0	4237776.0
29.0	2902192.0
30.0	4045998.0
31.0	2835432.0
32.0	3870818.0
33.0	2777195.0
34.0	3704316.0
35.0	2698845.0
36.0	3535719.0
37.0	2626684.0
38.0	3378954.0
39.0	2552854.0
40.0	3239405.0
41.0	2479324.0
42.0	3094661.0
43.0	2403120.0
44.0	2953260.0
45.0	2330716.0
46.0	2826724.0
47.0	2255121.0
48.0	2697484.0
49.0	2180349.0
50.0	2593227.0
51.0	2108361.0
52.0	2482671.0
53.0	2037608.0
54.0	2372120.0
55.0	1964524.0
56.0	2266205.0
57.0	1892621.0
58.0	2169998.0
59.0	1818591.0
60.0	2077675.0
61.0	1754805.0
62.0	1986068.0
63.0	1687135.0
64.0	1905392.0
65.0	1623473.0
66.0	1811693.0
67.0	1557769.0
68.0	1728595.0
69.0	1497533.0
70.0	1651460.0
71.0	1440457.0
72.0	1582879.0
73.0	1380039.0
74.0	1513881.0
75.0	1324186.0
76.0	1446436.0
77.0	1271366.0
78.0	1380239.0
79.0	1223791.0
80.0	1314708.0
81.0	1171346.0
82.0	1256212.0
83.0	1124313.0
84.0	1200649.0
85.0	1074972.0
86.0	1146890.0
87.0	1029609.0
88.0	1094234.0
89.0	987008.0
90.0	1049211.0
91.0	945976.0
92.0	1000158.0
93.0	906508.0
94.0	955613.0
95.0	870813.0
96.0	909917.0
97.0	831595.0
98.0	869193.0
99.0	794342.0
