#GC Content (%)	Sample
1.0	6.792745917950286E-8
2.0	0.0
3.0	1.3585491835900572E-7
4.0	6.792745917950286E-8
5.0	9.5098442851304E-7
6.0	1.3585491835900571E-6
7.0	2.1057512345645887E-6
8.0	4.4832123058471886E-6
9.0	5.773834030257743E-6
10.0	8.423004938258356E-6
11.0	1.589502544800367E-5
12.0	5.359476529262776E-5
13.0	1.9107994267194154E-4
14.0	6.838257315600554E-4
15.0	0.0021687879166831675
16.0	0.005859150918987199
17.0	0.013463629974132543
18.0	0.026277058308998888
19.0	0.04412533784570917
20.0	0.06462176937853235
21.0	0.08365409245620054
22.0	0.09804058489074582
23.0	0.10515354085126828
24.0	0.10400203456325735
25.0	0.10503004873047993
26.0	0.07459800359838922
27.0	0.06862711200905174
28.0	0.05417364309975549
29.0	0.04099401783245244
30.0	0.030491006166658525
31.0	0.022140004335130442
32.0	0.015788039699795954
33.0	0.011172844340762988
34.0	0.007892287699688898
35.0	0.00554743180881246
36.0	0.003950049678747271
37.0	0.002802822820664647
38.0	0.0020385709774360604
39.0	0.001550715965608871
40.0	0.00118737198645771
41.0	8.89374223037231E-4
42.0	6.67319358979436E-4
43.0	4.963459442246274E-4
44.0	3.839259992825502E-4
45.0	2.916125822576058E-4
46.0	2.2538330955759045E-4
47.0	1.8802320700886393E-4
48.0	1.520216536437274E-4
49.0	1.1343885682976977E-4
50.0	9.143036005561085E-5
51.0	5.3866475129345775E-5
52.0	2.9072952528827226E-5
53.0	2.3095336121030973E-5
54.0	1.8136631600927263E-5
55.0	1.2226942652310515E-5
56.0	7.472020509745316E-6
57.0	5.570051652719234E-6
58.0	5.026631979283213E-6
59.0	3.2605180406161374E-6
60.0	3.8039377140521598E-6
61.0	8.830569693335372E-7
62.0	1.1547668060515485E-6
63.0	8.830569693335372E-7
64.0	2.037823775385086E-7
65.0	4.0756475507701713E-7
66.0	3.396372958975143E-7
67.0	4.075647550770172E-6
68.0	2.037823775385086E-7
69.0	4.7549221425652E-7
70.0	3.396372958975143E-7
71.0	2.037823775385086E-7
72.0	3.396372958975143E-7
73.0	2.7170983671801144E-7
74.0	1.3585491835900572E-7
75.0	1.8340413978465773E-6
76.0	2.037823775385086E-7
77.0	2.037823775385086E-7
78.0	2.7170983671801144E-7
79.0	6.792745917950286E-8
80.0	5.43419673436023E-7
81.0	6.792745917950286E-8
82.0	0.0
83.0	1.3585491835900572E-7
84.0	1.3585491835900572E-7
85.0	2.7170983671801144E-7
86.0	0.0
87.0	3.396372958975143E-7
88.0	0.0
89.0	1.3585491835900572E-7
90.0	2.037823775385086E-7
91.0	2.037823775385086E-7
92.0	1.3585491835900572E-7
93.0	2.037823775385086E-7
94.0	6.792745917950286E-8
95.0	6.792745917950286E-8
96.0	0.0
97.0	1.3585491835900572E-7
98.0	0.0
99.0	1.3585491835900572E-7
100.0	6.588963540411777E-6
