Module	Section	Sample Name	Source
FastQC	all_sections	trimmed_413_S1_R1_001	/scratch3/workspace/zdellaert_uri_edu-deep_dive/deep-dive-expression/D-Apul/output/01.00-D-Apul-WGBS-trimming-cutadapt-FastQC-MultiQC/trimmed_qc/trimmed_413_S1_R1_001_fastqc.zip
FastQC	all_sections	trimmed_413_S1_R2_001	/scratch3/workspace/zdellaert_uri_edu-deep_dive/deep-dive-expression/D-Apul/output/01.00-D-Apul-WGBS-trimming-cutadapt-FastQC-MultiQC/trimmed_qc/trimmed_413_S1_R2_001_fastqc.zip
FastQC	all_sections	trimmed_423_S2_R1_001	/scratch3/workspace/zdellaert_uri_edu-deep_dive/deep-dive-expression/D-Apul/output/01.00-D-Apul-WGBS-trimming-cutadapt-FastQC-MultiQC/trimmed_qc/trimmed_423_S2_R1_001_fastqc.zip
FastQC	all_sections	trimmed_423_S2_R2_001	/scratch3/workspace/zdellaert_uri_edu-deep_dive/deep-dive-expression/D-Apul/output/01.00-D-Apul-WGBS-trimming-cutadapt-FastQC-MultiQC/trimmed_qc/trimmed_423_S2_R2_001_fastqc.zip
FastQC	all_sections	trimmed_427_S3_R1_001	/scratch3/workspace/zdellaert_uri_edu-deep_dive/deep-dive-expression/D-Apul/output/01.00-D-Apul-WGBS-trimming-cutadapt-FastQC-MultiQC/trimmed_qc/trimmed_427_S3_R1_001_fastqc.zip
FastQC	all_sections	trimmed_427_S3_R2_001	/scratch3/workspace/zdellaert_uri_edu-deep_dive/deep-dive-expression/D-Apul/output/01.00-D-Apul-WGBS-trimming-cutadapt-FastQC-MultiQC/trimmed_qc/trimmed_427_S3_R2_001_fastqc.zip
FastQC	all_sections	trimmed_439_S4_R1_001	/scratch3/workspace/zdellaert_uri_edu-deep_dive/deep-dive-expression/D-Apul/output/01.00-D-Apul-WGBS-trimming-cutadapt-FastQC-MultiQC/trimmed_qc/trimmed_439_S4_R1_001_fastqc.zip
FastQC	all_sections	trimmed_439_S4_R2_001	/scratch3/workspace/zdellaert_uri_edu-deep_dive/deep-dive-expression/D-Apul/output/01.00-D-Apul-WGBS-trimming-cutadapt-FastQC-MultiQC/trimmed_qc/trimmed_439_S4_R2_001_fastqc.zip
FastQC	all_sections	trimmed_467_S5_R1_001	/scratch3/workspace/zdellaert_uri_edu-deep_dive/deep-dive-expression/D-Apul/output/01.00-D-Apul-WGBS-trimming-cutadapt-FastQC-MultiQC/trimmed_qc/trimmed_467_S5_R1_001_fastqc.zip
FastQC	all_sections	trimmed_467_S5_R2_001	/scratch3/workspace/zdellaert_uri_edu-deep_dive/deep-dive-expression/D-Apul/output/01.00-D-Apul-WGBS-trimming-cutadapt-FastQC-MultiQC/trimmed_qc/trimmed_467_S5_R2_001_fastqc.zip
