FUN_000589-T1	sp|P36623|PMGY_SCHPO	32.653	147	91	4	36	176	4	148	4.31e-17	72.8
FUN_005030-T1	sp|P85037|FOXK1_HUMAN	51.000	100	48	1	95	194	302	400	4.38e-26	103
FUN_005036-T1	sp|P42128|FOXK1_MOUSE	48.454	97	50	0	30	126	290	386	1.70e-27	105
FUN_005132-T1	sp|P62707|GPMA_ECOLI	26.829	205	109	8	229	393	6	209	4.82e-09	50.8
FUN_005159-T1	sp|Q3UCQ1|FOXK2_MOUSE	52.041	98	45	1	95	190	247	344	7.57e-28	108
FUN_008233-T1	sp|Q7ZX03|FOXK2_XENLA	43.066	137	75	1	37	173	188	321	1.35e-33	125
FUN_009301-T1	sp|Q867C9|PFKAM_HORSE	58.634	776	300	4	70	833	13	779	0.0	935
FUN_010519-T1	sp|P00940|TPIS_CHICK	69.672	244	74	0	3	246	4	247	1.09e-126	353
FUN_012333-T1	sp|P85037|FOXK1_HUMAN	41.176	85	43	2	60	142	308	387	1.95e-15	73.2
FUN_012871-T1	sp|P00940|TPIS_CHICK	69.672	244	74	0	3	246	4	247	1.09e-126	353
FUN_013147-T1	sp|Q7ZX03|FOXK2_XENLA	46.939	98	50	1	143	238	215	312	3.77e-24	96.3
FUN_013305-T1	sp|P42128|FOXK1_MOUSE	42.202	109	61	1	47	153	287	395	2.42e-22	86.7
FUN_015434-T1	sp|P05064|ALDOA_MOUSE	72.269	357	97	1	5	359	8	364	0.0	528
FUN_017873-T1	sp|Q3UCQ1|FOXK2_MOUSE	38.384	99	59	1	61	157	243	341	2.60e-16	72.4
FUN_017952-T1	sp|Q01167|FOXK2_HUMAN	36.634	202	114	6	8	198	218	416	8.09e-28	107
FUN_017964-T1	sp|Q7ZX03|FOXK2_XENLA	34.848	198	99	8	120	298	218	404	8.42e-24	98.6
FUN_022957-T1	sp|Q01167|FOXK2_HUMAN	46.154	104	54	1	86	187	248	351	2.20e-24	96.7
FUN_023003-T1	sp|P09104|ENOG_HUMAN	26.380	326	227	6	245	566	110	426	3.56e-31	120
FUN_023367-T1	sp|P52789|HXK2_HUMAN	47.404	443	215	7	29	459	474	910	8.94e-132	397
FUN_023640-T1	sp|Q7ZX03|FOXK2_XENLA	38.667	75	44	1	34	106	223	297	1.24e-11	57.0
FUN_025232-T1	sp|P16858|G3P_MOUSE	75.976	333	79	1	1	333	1	332	0.0	532
FUN_025325-T1	sp|P42128|FOXK1_MOUSE	49.485	97	47	1	106	200	288	384	6.99e-23	94.0
FUN_025367-T1	sp|P06733|ENOA_HUMAN	76.798	431	99	1	4	434	3	432	0.0	699
FUN_025367-T2	sp|P06733|ENOA_HUMAN	76.798	431	99	1	43	473	3	432	0.0	698
