sample140	sample145	sample150	sample173	sample178
XR_006395886.1	6.2971018992139	6.2971018992139	6.2971018992139	6.67281765224529	7.96404671618799
XR_006392795.1	7.75831027175578	6.2971018992139	6.2971018992139	6.2971018992139	6.2971018992139
XM_044315346.1	6.9476050399498	6.2971018992139	7.14645880439356	6.94426162547443	8.38534411889318
XM_044314742.1	7.51404040774332	8.26359967021639	7.3983684078401	8.57914606944067	6.4464209041903
XM_029351061.2	6.2971018992139	6.2971018992139	6.2971018992139	6.2971018992139	8.19467753867996
XM_029349959.2	9.47736556603957	8.54482074557969	9.10534923554004	9.34256999387999	7.76385784563943
XM_029352718.2	7.43194975032684	9.50870665464211	9.16819350189216	7.31886518068518	9.03112243624086
XM_044318270.1	10.1789419654097	10.003169502913	10.4627046509056	11.5782483364592	10.363870506439
XM_044322370.1	6.91473686152366	6.92985113139187	6.2971018992139	6.45084827006569	8.33828802868111
XM_029330060.2	7.41465352762815	7.46992945940442	7.82080497714102	7.16746631397885	6.2971018992139
XM_044315445.1	6.50437772945545	8.17803117143126	6.56264599733798	7.07207741269838	6.2971018992139
XM_029337337.2	7.8482037096459	7.97285232709457	7.3062995671568	6.2971018992139	7.49431825748042
XM_044315417.1	8.51392955436395	6.2971018992139	9.0244517417398	6.2971018992139	6.2971018992139
XR_006392013.1	8.38683681218195	6.46747090534689	7.35351043079691	6.92631562693083	7.50261356229202
XM_029354142.2	8.25410421047678	6.8835739436783	6.2971018992139	7.10061078703352	8.81517589923176
XM_029338156.2	10.1697643809534	10.2148804069874	11.3154726212578	13.3306953602012	11.4070151778369
XM_044307687.1	6.2971018992139	8.08613877788676	7.3983684078401	7.56144911133859	7.83253593439787
XM_044321358.1	7.44048063196642	6.83308141558058	8.13367702884065	6.2971018992139	6.9910728072075
XM_029325183.2	6.91473686152366	8.16616661411878	7.63085145836572	8.49557982168123	7.89729508256347
XM_029333541.2	11.6320545002043	12.6725127556004	11.9227767590724	11.5082029466489	11.1985082296798
XM_044313596.1	7.90988694786189	8.06042451804204	6.2971018992139	8.09376169094594	8.54461544239586
XM_029331475.2	8.21227071515983	9.10341078203907	7.69792044152325	6.97864670696438	7.88578860482026
XM_029330373.2	6.91473686152366	6.46747090534689	7.01783313691284	6.2971018992139	7.76385784563943
XM_029331089.2	7.87101791933434	7.76691769446735	6.2971018992139	7.88641259416908	8.764090051332
XM_029340298.2	6.2971018992139	8.01406647944966	6.94305874016979	6.2971018992139	6.2971018992139
XM_029336641.2	8.29857554836418	9.5689979261294	8.42480409460227	9.59640877035915	10.2916788419779
XM_044318491.1	7.22054542379049	10.3526025213687	7.85894280622109	7.02698371184497	7.22578263279186
XM_044308809.1	8.26230685435275	7.24430992579462	9.40035608234359	8.60356557460186	9.28474222545609
XM_044320264.1	6.2971018992139	6.2971018992139	7.61924833367861	6.2971018992139	7.98548190211653
XR_006393893.1	7.22054542379049	6.53790047222735	7.22137967826887	6.64024254064458	8.02722893599411
XM_029335884.2	7.7072188267998	7.9228830935828	6.2971018992139	7.77043009073236	7.15544662806367
XM_029350452.2	7.27328771548183	6.2971018992139	6.2971018992139	6.2971018992139	8.55480181006891
XM_044309348.1	10.5696913713761	10.3695232077636	10.7786457426765	10.2263758840367	11.8893780527824
XM_044316872.1	7.6536006050051	6.2971018992139	6.2971018992139	6.2971018992139	6.2971018992139
XM_044312521.1	7.9941584625082	7.22989471357528	6.2971018992139	6.2971018992139	6.2971018992139
XM_044328579.1	7.6940628963684	6.2971018992139	7.64232779459905	7.8363216521359	6.2971018992139
XM_044321295.1	6.2971018992139	6.71321767167581	6.2971018992139	7.78392161688874	7.73118300559815
XM_044320426.1	7.71373739007364	6.59184829214027	6.96897712396515	7.78392161688874	8.08725515287439
XR_006391974.1	8.53396166112006	7.1040764882371	8.66727429509318	9.27652447368625	8.26429196762896
XR_003822847.2	6.2971018992139	6.2971018992139	6.2971018992139	6.2971018992139	7.78932103107619
XM_044319598.1	8.37939802201367	8.23006853738246	9.07647684968144	9.62638794672938	8.68671002643566
XM_029328568.2	6.55085309058955	6.2971018992139	6.2971018992139	7.28627177099072	7.56659979564755
XR_006395542.1	8.17776891914597	6.46747090534689	8.21995027696428	9.45859684691287	7.19139268833916
XR_006394164.1	8.50379794800896	6.63724954021237	8.43658582510137	6.97864670696438	7.07800838685462
XM_029356281.2	7.61153316504509	6.2971018992139	6.2971018992139	6.2971018992139	6.2971018992139
XM_029327940.2	8.40889975115274	7.5551113325383	8.97824068100335	7.48422769326609	7.30086953436342
XM_044317080.1	6.87990002431565	6.2971018992139	6.67211163986132	6.75661446925847	8.40065543453475
XM_044325692.1	8.24169947396737	8.24134493768503	6.94305874016979	7.77043009073236	7.02131137571651
XM_044321453.1	8.62362968109441	9.58158910082314	6.2971018992139	6.2971018992139	8.93507682208012
XM_044310916.1	8.35301890333149	6.71321767167581	7.78133626516945	7.46621453045053	7.40720010636319
XR_006394335.1	8.96390159963294	7.59514053839073	8.79406391372056	8.56854135385822	7.23693022301417
XM_029344235.2	13.5296135171993	14.2555978888525	13.6528608657785	13.3353197485606	12.0075712039218
XR_006396227.1	7.83662355598023	6.2971018992139	7.61924833367861	6.2971018992139	8.35021446241209
XM_029343893.2	9.23823323383868	7.35160523934419	9.566497553677	9.21826243457072	9.01677565637746
XM_044328750.1	8.39054020189102	7.81599445404481	8.5542797063794	8.880555512338	9.64462699346544
XM_044317253.1	10.5455009394719	10.6392542744677	6.88758488238466	10.6355112959755	6.71813265985679
XM_029337083.2	7.83662355598023	6.2971018992139	7.69792044152325	8.27979893187835	7.39803108717964
XM_044307402.1	8.80577126812083	7.90079763649236	7.44115594642589	8.24837936748364	6.90845037720076
XM_029342030.2	7.93687586270328	7.8553214815466	6.2971018992139	8.45365371616325	7.66273921360381
XR_003824733.2	7.07751384346994	6.2971018992139	7.6075148994097	6.45084827006569	8.10662308299836
XM_044320225.1	6.2971018992139	8.83486018414604	6.2971018992139	6.2971018992139	6.2971018992139
XM_044323304.1	7.80714552165468	6.63724954021237	6.2971018992139	6.88868743376107	6.71813265985679
XM_044313537.1	7.25258928589231	7.7329536596785	8.67708723139472	8.71937601762548	8.30593018426993
XM_029352474.2	7.3420460429375	6.83308141558058	7.96633102266432	6.78124575005878	6.2971018992139
XM_029343825.2	11.6547994602831	9.04333174022623	10.6808586831673	10.2960103621245	11.8173610101521
XM_044317122.1	6.78134859076431	7.63367615859716	11.2575571952217	7.9461221217208	6.2971018992139
XM_044316768.1	9.00891892937644	8.66360045803457	9.18852512101134	10.3285907301001	8.78703310057126
XM_029333962.2	7.6327773211434	6.2971018992139	7.99171035820656	7.16746631397885	7.82646268613146
XM_044328920.1	7.14040029956935	9.19167163062253	7.71937722883712	7.40035748116829	7.10473366888906
XM_029328064.2	6.50437772945545	6.2971018992139	6.56264599733798	7.9461221217208	6.85261371636747
XM_044323986.1	7.92075743847112	8.24694551010193	6.2971018992139	6.2971018992139	6.2971018992139
XM_044318168.1	6.2971018992139	7.13750895946942	7.84952731352238	6.2971018992139	6.2971018992139
XM_029338316.2	9.84233586071835	11.426578480425	9.849642934728	10.142898393862	9.73238292807713
XM_029338132.2	6.2971018992139	6.2971018992139	9.06916360232784	7.70759202223365	6.2971018992139
XM_044318239.1	7.18718940107177	6.6771798693634	6.2971018992139	8.2709011973002	8.72595584281237
XM_029358075.2	8.56345065562983	9.90017576978959	9.4118725949349	8.57208569984582	9.38785906520693
XM_029339042.2	9.86911152743294	9.48205685086181	10.0422016303126	9.74336985368931	10.9637755115735
XM_029327033.2	7.71373739007364	6.80586559338356	7.80124390338239	7.11446761414287	6.2971018992139
XM_044322056.1	6.73549004322151	8.44815778036507	7.59564746724444	7.74294465913927	7.36996500608202
XM_029344849.2	8.29857554836418	9.13249983465041	7.27334728956406	8.06775100917409	8.54461544239586
XM_044314564.1	9.16106190774117	8.98051738790146	8.06476929538215	9.46600171079147	7.87416638966992
XM_029354732.2	10.3201411636648	10.6756239870769	9.68237021877532	8.880555512338	9.25873995277501
XM_029325699.2	6.9633928692607	10.5803207405353	7.79133432323723	9.66699898686347	7.61946503199312
XM_044311070.1	6.91473686152366	7.18505195433952	6.62209733571764	8.06248146060165	8.02722893599411
XM_044325049.1	7.22054542379049	6.53790047222735	7.59564746724444	6.56314732525613	7.72452979626004
XM_044322099.1	10.1219135318606	11.5580315338289	10.6378616705831	9.08176461804823	7.8385768816723
XM_044314373.1	7.10331821745193	6.2971018992139	7.23906567730853	6.2971018992139	8.49954166124222
XM_044313546.1	6.82309024776058	9.23512373144773	8.82508117262938	7.65607475676986	7.17959289242442
XM_044317724.1	7.61866261547924	6.2971018992139	8.1989354415001	6.2971018992139	6.2971018992139
XR_006396909.1	8.2866007279053	6.2971018992139	8.51620861833308	7.91664943817539	7.32116654243045
XM_029331482.2	7.56020119636472	9.16380864167898	8.57026577997985	7.70759202223365	9.16910568034534
XM_044322944.1	6.2971018992139	6.2971018992139	6.2971018992139	6.2971018992139	7.87999213600401
XR_006393019.1	7.20957962147239	8.27458186335304	7.3983684078401	6.51442946055221	7.9422157227443
XM_029345989.2	11.6928732646955	12.0253208406722	10.9357241017769	10.0879859622993	9.58668180754859
XM_029355683.2	8.88457506522957	9.85093551739549	9.42044843719673	8.35302082143215	8.61432762055926
XM_029337825.2	8.79491015739676	9.91346470694736	10.0030732739297	8.94111393753584	8.20802764012663
XM_044328139.1	7.54504852297219	7.48098857657244	6.2971018992139	7.68581500585162	7.50261356229202
XM_029329998.2	8.06808921380319	9.37252861953009	7.12654128374388	10.2573910099974	7.98548190211653
XM_029327174.2	8.11957605291724	6.85892356252099	7.57149495041051	8.41831938800713	8.04251698178329
XM_044316968.1	7.54504852297219	7.57532163916014	7.97485124795374	9.16205360542999	8.56154936469071
XM_044328595.1	7.78908153440279	6.95169224357703	6.2971018992139	6.2971018992139	6.2971018992139
XM_044310407.1	7.67402298634037	7.22989471357528	8.03284505699986	7.79725210548022	8.80398877999018
XM_044307711.1	6.2971018992139	6.2971018992139	7.32231808154843	7.9106646780969	7.11773776495945
XM_044326468.1	6.71059347264072	6.2971018992139	6.9938662401057	7.84905130538157	7.3410063176404
XM_029343575.2	6.50437772945545	9.33320368431658	6.2971018992139	6.84834527181694	9.73957603117526
XM_029326691.2	9.82550414498407	11.8074402092717	11.01247455782	12.0367173172356	12.180573557939
XM_029339490.2	6.2971018992139	7.78351696757855	6.2971018992139	7.53636607187118	7.44300534203335
XM_029343798.2	8.46596450688598	6.2971018992139	7.6075148994097	8.53983938483528	6.2971018992139
XM_044317389.1	8.21651727890515	7.58527883240383	8.45406085757714	7.92852766617441	9.7552736309586
XM_029335452.2	8.68120741663137	6.63724954021237	8.37041973720926	6.67281765224529	6.55549992842325
XM_029345764.2	10.1971222435441	10.7512473879072	9.10177295067425	9.61480479282771	9.58668180754859
XM_029347715.2	9.53768738799267	8.03415296392171	8.65241865747719	8.31477977856584	8.77847499040108
XM_044314475.1	6.2971018992139	6.2971018992139	7.38365850740413	6.2971018992139	9.13863043634938
XM_029358432.2	7.6327773211434	8.45292622938068	7.27334728956406	7.45708065956724	6.89045376568505
XM_029344628.2	6.2971018992139	6.2971018992139	6.2971018992139	7.60192913115226	8.01692788004646
XM_029343467.2	7.30342225614229	6.2971018992139	6.2971018992139	7.41964660988975	7.24792938580346
XM_044319002.1	9.08818169341255	7.70677219601543	9.41473702932481	8.01399220132726	8.81517589923176
XM_044313577.1	7.38809432059891	6.80586559338356	7.99171035820656	7.68581500585162	9.18409625773282
XM_029350640.2	9.04117228384538	10.3647090870044	9.10891631003912	10.1656400197486	9.91103919166214
XM_029349896.2	6.2971018992139	8.07334961387546	7.06334468582408	6.2971018992139	7.06426203642069
XR_003826448.2	6.58998317349259	10.3779091860651	9.1918850148504	9.34256999387999	8.50657740241756
XM_044324228.1	6.93139742270009	7.447424091372	8.23376710227372	8.54707353804098	8.67130460132356
XM_044325825.1	7.24204533757757	9.23244731504794	6.48500226249626	6.51442946055221	6.4464209041903
XM_029333468.2	8.6782380058017	8.98051738790146	7.59564746724444	6.67281765224529	6.85261371636747
XR_006395117.1	6.93139742270009	6.80586559338356	8.84681052108134	6.88868743376107	6.2971018992139
XM_044327056.1	9.16938974503252	10.1064607173525	10.0513618225082	11.3692341470496	10.6591833380475
XM_044327063.1	6.2971018992139	7.59514053839073	8.6119761495734	6.2971018992139	6.2971018992139
XR_003824298.2	7.09053130795742	6.74630118169939	6.2971018992139	6.2971018992139	7.64132396273152
XM_044325166.1	6.78134859076431	6.53790047222735	7.67602899088572	7.14142930981379	8.06757479440693
XM_029344614.2	8.01931055154848	7.21522197182753	9.14409110209172	8.76610582494181	8.71700026898959
XM_029346093.2	10.5352339179708	9.26160919345472	6.2971018992139	10.3485833206265	10.5199446069977
XM_029352302.2	11.5949747446761	12.2527138358025	11.763317314826	11.3165608732443	10.6704485835703
XM_029335317.2	9.8436223906081	8.3591876367754	8.6119761495734	10.1394557162805	6.2971018992139
XM_044312427.1	11.0202848836074	11.7552191962281	11.7336167149568	6.88868743376107	10.4692107175807
XM_029350666.2	9.60621790500814	7.38870862177901	6.2971018992139	8.84923849385455	9.66745844512004
XM_029348289.2	7.77687491275893	6.2971018992139	8.08817280148548	8.4063244792548	8.80117752357766
XR_003824995.2	7.56769350711381	6.2971018992139	7.49537621045495	6.90780850089273	7.96944196386797
XR_006395228.1	6.9476050399498	8.49045987160063	8.14109998325098	7.88026936291907	7.451749319662
XM_029355086.2	7.43194975032684	6.80586559338356	7.12654128374388	7.78392161688874	6.2971018992139
XM_029335576.2	6.2971018992139	6.2971018992139	6.2971018992139	6.2971018992139	7.70432305955969
XM_029354479.2	7.84242834229866	8.16019156229428	8.76231989900244	7.71475478112623	9.06402915518638
