Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
POC-47-TP2_R1	19.752598175996994	24.0	87.48868132535813	82	0.0	141937908.0
POC-47-TP2_R2	19.752598175996994	24.0	87.48868132535813	82	0.0	141937908.0
POC-48-TP2_R1	29.328753840550576	22.0	101.72926675227521	102	0.0	176385041.0
POC-48-TP2_R2	29.328753840550576	22.0	101.72926675227521	102	0.0	176385041.0
POC-50-TP2_R1	23.40519772512566	24.0	88.01661205967842	82	9.090909090909092	149628285.0
POC-50-TP2_R2	23.40519772512566	24.0	88.01661205967842	82	9.090909090909092	149628285.0
POC-53-TP2_R1	25.25473485740322	24.0	102.84112537041969	107	9.090909090909092	129282410.0
POC-53-TP2_R2	25.25473485740322	24.0	102.84112537041969	107	9.090909090909092	129282410.0
POC-57-TP2_R1	40.07125160022314	22.0	105.2197808071966	107	0.0	240707629.0
POC-57-TP2_R2	40.07125160022314	22.0	105.2197808071966	107	0.0	240707629.0
