Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
POR-71-TP2_S9_R1_001	24.916142690730553	34.0	151.0	151	27.27272727272727	239166304.0
POR-71-TP2_S9_R2_001	22.768596631369036	34.0	151.0	151	36.36363636363637	239166304.0
POR-73-TP2_S7_R1_001	71.00714079045682	26.0	151.0	151	27.27272727272727	102689899.0
POR-73-TP2_S7_R2_001	66.78078880071527	27.0	151.0	151	54.54545454545454	102689899.0
POR-76-TP2_S6_R1_001	33.267685513490164	38.0	151.0	151	27.27272727272727	177234842.0
POR-76-TP2_S6_R2_001	28.746219807138715	37.0	151.0	151	36.36363636363637	177234842.0
POR-79-TP2_S10_R1_001	28.517964378094902	33.0	151.0	151	27.27272727272727	270598856.0
POR-79-TP2_S10_R2_001	25.903808456273808	33.0	151.0	151	36.36363636363637	270598856.0
POR-82-TP2_S8_R1_001	43.390611542557856	40.0	151.0	151	27.27272727272727	272397195.0
POR-82-TP2_S8_R2_001	36.54629661880369	38.0	151.0	151	36.36363636363637	272397195.0
