"","GO.ID","Term","Annotated","Significant","Expected","Fisher","type","miRNA"
"1","GO:0002244","hematopoietic progenitor cell differentiation",1,1,0,0.0046,"Biological.Process","Cluster_1015"
"2","GO:0003677","DNA binding",34,3,0.34,0.0082,"Molecular.Function","Cluster_1015"
"3","GO:0003925","G protein activity",1,1,0.01,0.0099,"Molecular.Function","Cluster_1015"
"4","GO:0004089","carbonate dehydratase activity",2,1,0.02,0.0198,"Molecular.Function","Cluster_1015"
"5","GO:0001702","gastrulation with mouth forming second",2,1,0.01,0.0092,"Biological.Process","Cluster_1068"
"6","GO:0003723","RNA binding",6,1,0.04,0.035,"Molecular.Function","Cluster_1068"
"7","GO:0009034","tryptophanase activity",1,1,0,0.002,"Molecular.Function","Cluster_1080"
"8","GO:0005520","insulin-like growth factor binding",1,1,0,0.002,"Molecular.Function","Cluster_1116"
"9","GO:0005506","iron ion binding",6,1,0.01,0.012,"Molecular.Function","Cluster_1296"
"10","GO:0000132","establishment of mitotic spindle orientation",4,1,0.02,0.018,"Biological.Process","Cluster_1793"
"11","GO:0006033","chitin localization",1,1,0.01,0.014,"Biological.Process","Cluster_1938"
"12","GO:0001868","regulation of complement activation, lectin pathway",1,1,0.01,0.014,"Biological.Process","Cluster_1938"
"13","GO:0004089","carbonate dehydratase activity",2,1,0.02,0.02,"Molecular.Function","Cluster_1938"
"14","GO:0004062","aryl sulfotransferase activity",4,1,0.04,0.039,"Molecular.Function","Cluster_1938"
"15","GO:0004993","G protein-coupled serotonin receptor activity",4,1,0.04,0.039,"Molecular.Function","Cluster_1938"
"16","GO:0005044","scavenger receptor activity",4,1,0.04,0.039,"Molecular.Function","Cluster_1938"
"17","GO:0006033","chitin localization",1,1,0.01,0.0092,"Biological.Process","Cluster_1952"
"18","GO:0002227","innate immune response in mucosa",1,1,0,0.0046,"Biological.Process","Cluster_1953"
"19","GO:0005524","ATP binding",11,1,0.02,0.022,"Molecular.Function","Cluster_1953"
"20","GO:0000423","mitophagy",2,1,0.01,0.0092,"Biological.Process","Cluster_21"
"21","GO:0004222","metalloendopeptidase activity",22,2,0.09,0.0018,"Molecular.Function","Cluster_21"
"22","GO:0003779","actin binding",5,1,0.02,0.02,"Molecular.Function","Cluster_2837"
"23","GO:0003700","DNA-binding transcription factor activity",6,1,0.02,0.024,"Molecular.Function","Cluster_2837"
"24","GO:0001868","regulation of complement activation, lectin pathway",1,1,0.01,0.0092,"Biological.Process","Cluster_2973"
"25","GO:0004222","metalloendopeptidase activity",22,1,0.04,0.044,"Molecular.Function","Cluster_2973"
"26","GO:0004930","G protein-coupled receptor activity",72,2,0.29,0.02,"Molecular.Function","Cluster_3392"
"27","GO:0000165","MAPK cascade",6,1,0.03,0.028,"Biological.Process","Cluster_360"
"28","GO:0005509","calcium ion binding",21,1,0.04,0.042,"Molecular.Function","Cluster_360"
"29","GO:0005290","L-histidine transmembrane transporter activity",2,1,0,0.004,"Molecular.Function","Cluster_390"
"30","GO:0006869","lipid transport",1,1,0.01,0.0092,"Biological.Process","Cluster_4040"
"31","GO:0001889","liver development",5,1,0.05,0.0454,"Biological.Process","Cluster_4040"
"32","GO:0001504","neurotransmitter uptake",3,1,0.01,0.014,"Biological.Process","Cluster_4435"
"33","GO:0004983","neuropeptide Y receptor activity",3,1,0.01,0.012,"Molecular.Function","Cluster_4435"
"34","GO:0000287","magnesium ion binding",3,1,0.01,0.012,"Molecular.Function","Cluster_4435"
"35","GO:0001764","neuron migration",1,1,0.01,0.014,"Biological.Process","Cluster_4437"
"36","GO:0000255","allantoin metabolic process",2,1,0.03,0.027,"Biological.Process","Cluster_4437"
"37","GO:0001504","neurotransmitter uptake",3,1,0.04,0.041,"Biological.Process","Cluster_4437"
"38","GO:0005262","calcium channel activity",3,1,0.03,0.03,"Molecular.Function","Cluster_4437"
"39","GO:0001764","neuron migration",1,1,0.01,0.0092,"Biological.Process","Cluster_4438"
"40","GO:0001504","neurotransmitter uptake",3,1,0.03,0.0274,"Biological.Process","Cluster_4438"
"41","GO:0001937","negative regulation of endothelial cell proliferati...",1,1,0.01,0.014,"Biological.Process","Cluster_4439"
"42","GO:0005261","cation channel activity",13,1,0.03,0.026,"Molecular.Function","Cluster_4439"
"43","GO:0000086","G2/M transition of mitotic cell cycle",1,1,0.02,0.018,"Biological.Process","Cluster_4572"
"44","GO:0001817","regulation of cytokine production",1,1,0.02,0.018,"Biological.Process","Cluster_4572"
"45","GO:0005178","integrin binding",8,1,0.03,0.032,"Molecular.Function","Cluster_4572"
"46","GO:0008146","sulfotransferase activity",5,1,0.01,0.0099,"Molecular.Function","Cluster_4754"
"47","GO:0004177","aminopeptidase activity",3,1,0.01,0.012,"Molecular.Function","Cluster_4823"
"48","GO:0004842","ubiquitin-protein transferase activity",4,1,0.02,0.016,"Molecular.Function","Cluster_4823"
"49","GO:0007417","central nervous system development",1,1,0,0.0046,"Biological.Process","Cluster_5253"
"50","GO:0004508","steroid 17-alpha-monooxygenase activity",8,1,0.02,0.016,"Molecular.Function","Cluster_5253"
"51","GO:0004745","NAD-retinol dehydrogenase activity",1,1,0,0.004,"Molecular.Function","Cluster_5612"
"52","GO:0005262","calcium channel activity",3,1,0.01,0.012,"Molecular.Function","Cluster_5612"
"53","GO:0007344","pronuclear fusion",1,1,0.01,0.0092,"Biological.Process","Cluster_5740"
"54","GO:0003964","RNA-directed DNA polymerase activity",4,1,0.01,0.008,"Molecular.Function","Cluster_925"
