#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	5.318263501874422E-7
4.0	1.3295658754686054E-6
5.0	2.659131750937211E-6
6.0	4.520523976593258E-6
7.0	5.850089852061864E-6
8.0	2.0475314482216523E-5
9.0	4.626889246630747E-5
10.0	1.196609287921745E-4
11.0	3.081933699336227E-4
12.0	7.823165611257274E-4
13.0	0.0019813190676233163
14.0	0.004614391327401343
15.0	0.010176231297661611
16.0	0.020367619646303566
17.0	0.03623784976224703
18.0	0.05742182285608833
19.0	0.08053393238253417
20.0	0.10044311771497617
21.0	0.11236719631252881
22.0	0.11357710125920525
23.0	0.1053415043133776
24.0	0.09065059912897479
25.0	0.0789998792754185
26.0	0.049597061765780485
27.0	0.04077459444252101
28.0	0.028863013764197774
29.0	0.020012359644378357
30.0	0.01363895266373205
31.0	0.00920431864269406
32.0	0.006097655018074118
33.0	0.00406607836035809
34.0	0.0027822495510056037
35.0	0.0020618907596767133
36.0	0.001760877045470621
37.0	0.001708492149977158
38.0	0.0015973404427879828
39.0	0.0012636194080453628
40.0	9.035729689684643E-4
41.0	5.565562754711583E-4
42.0	3.286686844158392E-4
43.0	1.962439232191662E-4
44.0	1.4731589900192148E-4
45.0	1.0264248558617636E-4
46.0	7.977395252811633E-5
47.0	7.020107822474237E-5
48.0	5.025759009271329E-5
49.0	3.4568712762183745E-5
50.0	2.792088338484071E-5
51.0	1.4625224630154658E-5
52.0	5.318263501874422E-6
53.0	4.520523976593258E-6
54.0	2.3932185758434898E-6
55.0	2.6591317509372105E-6
56.0	1.3295658754686052E-6
57.0	2.1273054007497686E-6
58.0	2.3932185758434898E-6
59.0	1.8613922256560475E-6
60.0	1.8613922256560475E-6
61.0	7.977395252811632E-7
62.0	2.659131750937211E-7
63.0	7.977395252811632E-7
64.0	0.0
65.0	0.0
66.0	7.977395252811632E-7
67.0	3.190958101124653E-6
68.0	0.0
69.0	0.0
70.0	5.318263501874422E-7
71.0	2.659131750937211E-7
72.0	5.318263501874422E-7
73.0	1.0636527003748843E-6
74.0	1.5954790505623264E-6
75.0	5.318263501874422E-7
76.0	2.659131750937211E-7
77.0	2.659131750937211E-7
78.0	2.659131750937211E-7
79.0	0.0
80.0	1.5954790505623264E-6
81.0	2.659131750937211E-7
82.0	5.318263501874422E-7
83.0	5.318263501874422E-7
84.0	1.0636527003748843E-6
85.0	2.659131750937211E-7
86.0	5.318263501874422E-7
87.0	5.318263501874422E-7
88.0	2.659131750937211E-7
89.0	0.0
90.0	5.318263501874422E-7
91.0	2.659131750937211E-7
92.0	0.0
93.0	0.0
94.0	0.0
95.0	2.659131750937211E-7
96.0	2.659131750937211E-7
97.0	5.318263501874422E-7
98.0	0.0
99.0	2.3932185758434898E-6
100.0	9.306961128280239E-6
