#Coverage (X)	Coverage
1.0	65.7403186339238
2.0	60.34621936828427
3.0	51.616672390475586
4.0	46.71286139632792
5.0	40.318921433672266
6.0	36.14508852312527
7.0	31.30550981436423
8.0	27.88986092982661
9.0	24.231175128235193
10.0	21.512632974384786
11.0	18.750410686961274
12.0	16.631826909103367
13.0	14.542287257628772
14.0	12.902216599630606
15.0	11.327920280168144
16.0	10.068076934749044
17.0	8.879230802756595
18.0	7.910861338653703
19.0	7.008825830484312
20.0	6.266594792294242
21.0	5.579006360241365
22.0	5.006350821102657
23.0	4.4791451910661095
24.0	4.035687902804881
25.0	3.627819896168276
26.0	3.282097575452582
27.0	2.9642885531852983
28.0	2.6941780122041763
29.0	2.44555667992816
30.0	2.2308482613275658
31.0	2.0340499180838947
32.0	1.8628599915706872
33.0	1.7053575878326086
34.0	1.568775666506653
35.0	1.4425752358473574
36.0	1.3329339485788125
37.0	1.231849391844122
38.0	1.1419356529491722
39.0	1.059954271226232
40.0	0.9870532987029463
41.0	0.919684406658547
42.0	0.858895780506046
43.0	0.8035135320786821
44.0	0.7535257370045514
45.0	0.7074502952266073
46.0	0.6658763038398376
47.0	0.6268716833643424
48.0	0.5915962445833998
49.0	0.5584665302788352
50.0	0.5285850480022987
51.0	0.5011358063602245
