Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
385_S13_R1_001	24.99777776319911	38.0	151.0	151	27.27272727272727	154898918.0
385_S13_R2_001	21.488303200679653	38.0	151.0	151	36.36363636363637	154898918.0
393_S14_R1_001	32.25044749596741	39.0	151.0	151	27.27272727272727	171672115.0
393_S14_R2_001	27.23491217732436	40.0	151.0	151	36.36363636363637	171672115.0
401_S15_R1_001	31.925918496643362	37.0	151.0	151	27.27272727272727	144497621.0
401_S15_R2_001	26.888662089726438	35.0	151.0	151	36.36363636363637	144497621.0
403_S11_R1_001	28.470707268854326	30.0	151.0	151	27.27272727272727	177520746.0
403_S11_R2_001	28.406479604641717	32.0	151.0	151	36.36363636363637	177520746.0
417_S12_R1_001	39.34746774896758	29.0	151.0	151	18.181818181818183	242034618.0
417_S12_R2_001	39.50525383688739	30.0	151.0	151	36.36363636363637	242034618.0
