#Coverage (X)	Coverage
1.0	80.30931979692768
2.0	79.01950818630323
3.0	75.76246421305535
4.0	74.75807238076519
5.0	72.81715743815126
6.0	71.84801371795643
7.0	70.28625504746242
8.0	69.27735414643236
9.0	67.83818033766866
10.0	66.76129130533695
11.0	65.35926622105598
12.0	64.2151185971199
13.0	62.815521613066494
14.0	61.61480741871088
15.0	60.21194365360649
16.0	58.96202966641961
17.0	57.55573449768554
18.0	56.27795159721232
19.0	54.87582780563066
20.0	53.57809692152003
21.0	52.1868344109576
22.0	50.883972734605685
23.0	49.508148145243126
24.0	48.21363270113781
25.0	46.8656644382246
26.0	45.588676827110405
27.0	44.27141961840196
28.0	43.0193325800531
29.0	41.741420498884324
30.0	40.52272402047529
31.0	39.2869187182543
32.0	38.10424527049765
33.0	36.912951826789595
34.0	35.77375198910944
35.0	34.6289508433469
36.0	33.53209345657578
37.0	32.436593626421896
38.0	31.38607848924991
39.0	30.341586153583634
40.0	29.336125433845908
41.0	28.343576324628614
42.0	27.391290022738247
43.0	26.449256527667814
44.0	25.542084596303724
45.0	24.65058774864724
46.0	23.79270388358971
47.0	22.949642344032867
48.0	22.138307583303643
49.0	21.34278006807054
50.0	20.57697289047708
51.0	19.828904706627085
