#GC Content (%)	Sample
1.0	1.0444644714704268E-7
2.0	3.13339341441128E-7
3.0	3.655625650146493E-7
4.0	8.877948007498627E-7
5.0	1.8278128250732467E-6
6.0	2.7156076258231097E-6
7.0	4.28230433302875E-6
8.0	7.415697747440031E-6
9.0	1.7755896014997257E-5
10.0	4.1099676952361294E-5
11.0	1.2141899480843712E-4
12.0	3.617502696937823E-4
13.0	0.0010017980978108598
14.0	0.002570374841065147
15.0	0.006132834260356479
16.0	0.01292535228089368
17.0	0.02409642203550563
18.0	0.03977106592142734
19.0	0.05840013423457387
20.0	0.07694376535395411
21.0	0.0924857622519991
22.0	0.10170117673022981
23.0	0.10350298238996346
24.0	0.09798089872929928
25.0	0.09483387505353533
26.0	0.06491054240136691
27.0	0.05807086680994282
28.0	0.04429714826209729
29.0	0.032829972829823466
30.0	0.023766057923179533
31.0	0.016966855330024923
32.0	0.011915877369217513
33.0	0.00840590228961757
34.0	0.006037161314769788
35.0	0.0044328116633676395
36.0	0.0034726876979684486
37.0	0.002902671212663463
38.0	0.0024907344251155266
39.0	0.0020183231446694533
40.0	0.00149253972973124
41.0	9.732842177397172E-4
42.0	6.169129400740075E-4
43.0	3.766861116358095E-4
44.0	2.5072369637647597E-4
45.0	1.7442556673556126E-4
46.0	1.29722487356627E-4
47.0	1.1290660936595314E-4
48.0	9.676963328173506E-5
49.0	8.340048804691359E-5
50.0	8.470606863625162E-5
51.0	4.89331604883895E-5
52.0	2.637272790462828E-5
53.0	1.8382574697879513E-5
54.0	1.4152493588424284E-5
55.0	9.609073137527927E-6
56.0	6.841242288131296E-6
57.0	4.908983015911007E-6
58.0	4.386750780175792E-6
59.0	2.8200540729701523E-6
60.0	4.177857885881708E-6
61.0	1.1489109186174696E-6
62.0	2.245598613661418E-6
63.0	1.6711431543526827E-6
64.0	1.4622502600585973E-6
65.0	1.1489109186174694E-6
66.0	6.789019064557774E-7
67.0	3.9689649915876225E-6
68.0	8.355715771763414E-7
69.0	5.222322357352134E-7
70.0	1.0444644714704267E-6
71.0	6.789019064557773E-7
72.0	1.4622502600585973E-6
73.0	6.26678682882256E-7
74.0	7.311251300292986E-7
75.0	2.0367057193673324E-6
76.0	4.70009012161692E-7
77.0	6.789019064557773E-7
78.0	6.789019064557775E-7
79.0	6.26678682882256E-7
80.0	5.744554593087347E-7
81.0	4.700090121616921E-7
82.0	5.222322357352134E-7
83.0	5.744554593087348E-7
84.0	8.355715771763415E-7
85.0	1.0444644714704267E-6
86.0	1.1489109186174694E-6
87.0	3.13339341441128E-7
88.0	7.833483536028202E-7
89.0	3.13339341441128E-7
90.0	1.0444644714704267E-6
91.0	5.744554593087347E-7
92.0	5.222322357352134E-7
93.0	5.222322357352134E-7
94.0	5.222322357352134E-7
95.0	2.611161178676067E-7
96.0	4.7000901216169195E-7
97.0	2.0889289429408537E-7
98.0	5.222322357352134E-7
99.0	1.0966876950439483E-6
100.0	8.303492548189894E-6
