#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	9.860880722589562E-8
4.0	6.409572469683215E-7
5.0	1.2819144939366432E-6
6.0	1.4298277047754866E-6
7.0	4.092265499874669E-6
8.0	8.628270632265868E-6
9.0	2.164463318608409E-5
10.0	5.5763280486243973E-5
11.0	1.6028861614569333E-4
12.0	4.692300091844243E-4
13.0	0.0012746667466055396
14.0	0.003153805481505819
15.0	0.007212396073712844
16.0	0.015070285399526403
17.0	0.028074666983266675
18.0	0.04682325810993344
19.0	0.06929778301763066
20.0	0.09133132933941368
21.0	0.10808205672728018
22.0	0.11473553808163665
23.0	0.10978143160660767
24.0	0.09706523426198505
25.0	0.08738732218120315
26.0	0.05635291184905121
27.0	0.04781383288292117
28.0	0.034814431043945805
29.0	0.024733751290049722
30.0	0.01713022338247536
31.0	0.011726608659707122
32.0	0.008074089135656333
33.0	0.005584266057606082
34.0	0.003927194356578519
35.0	0.002825142327021909
36.0	0.0020683197315631606
37.0	0.0015352898241035818
38.0	0.0010889370581955652
39.0	7.263031696223343E-4
40.0	4.92205861268058E-4
41.0	3.2008418825525713E-4
42.0	2.128471103970957E-4
43.0	1.4648338313406797E-4
44.0	1.0418020483415873E-4
45.0	7.868982816626471E-5
46.0	5.739032580547125E-5
47.0	4.614892178171915E-5
48.0	3.7520651149453286E-5
49.0	2.5441072264281072E-5
50.0	2.3271678505311365E-5
51.0	8.677575035878814E-6
52.0	4.782527150455938E-6
53.0	4.536005132391198E-6
54.0	2.9089598131639206E-6
55.0	1.8735673372920169E-6
56.0	9.860880722589563E-7
57.0	6.902616505812695E-7
58.0	1.5284365120013825E-6
59.0	4.930440361294781E-7
60.0	1.7749585300661212E-6
61.0	5.916528433553738E-7
62.0	3.451308252906347E-7
63.0	6.409572469683215E-7
64.0	1.9721761445179124E-7
65.0	1.4791321083884344E-7
66.0	2.465220180647391E-7
67.0	2.7117421987121296E-6
68.0	1.4791321083884344E-7
69.0	2.958264216776869E-7
70.0	2.958264216776869E-7
71.0	9.860880722589562E-8
72.0	9.860880722589562E-8
73.0	1.4791321083884344E-7
74.0	4.930440361294781E-8
75.0	1.3805233011625385E-6
76.0	9.860880722589562E-8
77.0	9.860880722589562E-8
78.0	3.451308252906347E-7
79.0	9.860880722589562E-8
80.0	4.930440361294781E-7
81.0	4.930440361294781E-8
82.0	1.4791321083884344E-7
83.0	4.930440361294781E-8
84.0	1.9721761445179124E-7
85.0	9.860880722589562E-8
86.0	1.4791321083884344E-7
87.0	9.860880722589562E-8
88.0	0.0
89.0	4.930440361294781E-8
90.0	1.4791321083884344E-7
91.0	9.860880722589562E-8
92.0	1.4791321083884344E-7
93.0	4.930440361294781E-8
94.0	4.930440361294781E-8
95.0	0.0
96.0	0.0
97.0	4.930440361294781E-8
98.0	0.0
99.0	4.930440361294781E-8
100.0	3.3526994456804513E-6
