#Coverage (X)	Coverage
1.0	88.38660855094618
2.0	86.10489786656625
3.0	82.35572108390005
4.0	80.48503428567022
5.0	77.98089276074926
6.0	76.36066364075782
7.0	74.39261306655715
8.0	72.9288352736414
9.0	71.24940419311451
10.0	69.89672818277177
11.0	68.39342106338506
12.0	67.1142277414755
13.0	65.72710523172603
14.0	64.5037888583335
15.0	63.200318742744315
16.0	62.01663067059153
17.0	60.777283085719816
18.0	59.62536880834973
19.0	58.43377953988795
20.0	57.31150097077463
21.0	56.16194337332822
22.0	55.07179012342011
23.0	53.957134154970284
24.0	52.89217181658692
25.0	51.810570141049425
26.0	50.77032043260826
27.0	49.71922247212054
28.0	48.70286716361287
29.0	47.683119123508156
30.0	46.69385762739197
31.0	45.701782971229356
32.0	44.7384001937544
33.0	43.775070279996115
34.0	42.83772211124658
35.0	41.89991051677648
36.0	40.98664389323477
37.0	40.077313108452216
38.0	39.188681748610435
39.0	38.30780013245873
40.0	37.4475091268821
41.0	36.59205978177905
42.0	35.75655645718763
43.0	34.9315803436773
44.0	34.124471394667324
45.0	33.32649339864531
46.0	32.54663183691174
47.0	31.774811541043007
48.0	31.020934425384013
49.0	30.276242862829093
50.0	29.54810786905439
51.0	28.82870889385883
