"","GO.ID","Term","Annotated","Significant","Expected","Fisher","type","miRNA"
"1","GO:0004714","transmembrane receptor protein tyrosine kinase acti...",5,1,0.01,0.0099,"Molecular.Function","Cluster_1296"
"2","GO:0005509","calcium ion binding",21,1,0.04,0.042,"Molecular.Function","Cluster_757"
"3","GO:0001822","kidney development",6,1,0.03,0.028,"Biological.Process","Cluster_4823"
"4","GO:0003333","amino acid transmembrane transport",2,1,0.01,0.0092,"Biological.Process","Cluster_4438"
"5","GO:0004518","nuclease activity",4,1,0.02,0.016,"Molecular.Function","Cluster_4438"
"6","GO:0001409","guanine nucleotide transmembrane transporter activi...",7,1,0.03,0.028,"Molecular.Function","Cluster_4438"
"7","GO:0000212","meiotic spindle organization",1,1,0,0.0046,"Biological.Process","Cluster_1015"
"8","GO:0001968","fibronectin binding",1,1,0.01,0.008,"Molecular.Function","Cluster_1015"
"9","GO:0000287","magnesium ion binding",3,1,0.02,0.024,"Molecular.Function","Cluster_1015"
"10","GO:0003779","actin binding",5,1,0.04,0.039,"Molecular.Function","Cluster_1015"
"11","GO:0005267","potassium channel activity",4,1,0.01,0.008,"Molecular.Function","Cluster_2837"
"12","GO:0001696","gastric acid secretion",3,1,0.03,0.027,"Biological.Process","Cluster_4040"
"13","GO:0001996","positive regulation of heart rate by epinephrine-no...",3,1,0.03,0.027,"Biological.Process","Cluster_4040"
"14","GO:0004566","beta-glucuronidase activity",1,1,0.01,0.0099,"Molecular.Function","Cluster_4040"
"15","GO:0001540","amyloid-beta binding",4,1,0.04,0.0393,"Molecular.Function","Cluster_4040"
"16","GO:0004993","G protein-coupled serotonin receptor activity",4,1,0.04,0.0393,"Molecular.Function","Cluster_4040"
"17","GO:0000245","spliceosomal complex assembly",4,2,0.09,0.0025,"Biological.Process","Cluster_4439"
"18","GO:0005112","Notch binding",1,1,0.01,0.008,"Molecular.Function","Cluster_4439"
"19","GO:0005262","calcium channel activity",3,1,0.02,0.024,"Molecular.Function","Cluster_4439"
"20","GO:0005302","L-tyrosine transmembrane transporter activity",3,1,0.02,0.024,"Molecular.Function","Cluster_4439"
"21","GO:0001764","neuron migration",1,1,0.01,0.0092,"Biological.Process","Cluster_360"
"22","GO:0004040","amidase activity",2,1,0.01,0.0079,"Molecular.Function","Cluster_390"
"23","GO:0001540","amyloid-beta binding",4,1,0.02,0.0159,"Molecular.Function","Cluster_390"
"24","GO:0001736","establishment of planar polarity",2,1,0.02,0.018,"Biological.Process","Cluster_1938"
"25","GO:0000132","establishment of mitotic spindle orientation",4,1,0.04,0.036,"Biological.Process","Cluster_1938"
"26","GO:0004503","tyrosinase activity",4,1,0.05,0.047,"Molecular.Function","Cluster_1938"
"27","GO:0005112","Notch binding",1,1,0.01,0.0099,"Molecular.Function","Cluster_2973"
"28","GO:0004100","chitin synthase activity",2,1,0.02,0.0198,"Molecular.Function","Cluster_2973"
"29","GO:0005267","potassium channel activity",4,1,0.04,0.0393,"Molecular.Function","Cluster_2973"
"30","GO:0000338","protein deneddylation",1,1,0.01,0.014,"Biological.Process","Cluster_21"
"31","GO:0001825","blastocyst formation",2,1,0.03,0.027,"Biological.Process","Cluster_21"
"32","GO:0003714","transcription corepressor activity",2,1,0,0.004,"Molecular.Function","Cluster_21"
"33","GO:0000050","urea cycle",3,1,0.03,0.027,"Biological.Process","Cluster_1952"
"34","GO:0005283","amino acid:sodium symporter activity",2,1,0,0.004,"Molecular.Function","Cluster_1952"
"35","GO:0001409","guanine nucleotide transmembrane transporter activi...",7,1,0.01,0.014,"Molecular.Function","Cluster_4435"
"36","GO:0003779","actin binding",5,1,0.01,0.0099,"Molecular.Function","Cluster_1068"
"37","GO:0005502","11-cis retinal binding",2,1,0.02,0.016,"Molecular.Function","Cluster_4572"
"38","GO:0003723","RNA binding",6,1,0.05,0.047,"Molecular.Function","Cluster_4572"
"39","GO:0002227","innate immune response in mucosa",1,1,0.02,0.018,"Biological.Process","Cluster_3661"
"40","GO:0000296","spermine transport",2,1,0.04,0.036,"Biological.Process","Cluster_3661"
"41","GO:0000987","cis-regulatory region sequence-specific DNA binding",12,2,0.17,0.01,"Molecular.Function","Cluster_3661"
"42","GO:0005249","voltage-gated potassium channel activity",2,1,0.03,0.028,"Molecular.Function","Cluster_3661"
"43","GO:0005007","fibroblast growth factor receptor activity",2,1,0.03,0.028,"Molecular.Function","Cluster_3661"
"44","GO:0003026","regulation of systemic arterial blood pressure by a...",3,1,0.01,0.014,"Biological.Process","Cluster_4437"
"45","GO:0004842","ubiquitin-protein transferase activity",4,1,0.02,0.016,"Molecular.Function","Cluster_4437"
"46","GO:0001409","guanine nucleotide transmembrane transporter activi...",7,1,0.03,0.028,"Molecular.Function","Cluster_4437"
"47","GO:0004674","protein serine/threonine kinase activity",6,1,0.01,0.012,"Molecular.Function","Cluster_4754"
"48","GO:0006513","protein monoubiquitination",1,1,0,0.0046,"Biological.Process","Cluster_1953"
"49","GO:0001609","G protein-coupled adenosine receptor activity",5,1,0.03,0.03,"Molecular.Function","Cluster_1953"
"50","GO:0001409","guanine nucleotide transmembrane transporter activi...",7,1,0.04,0.041,"Molecular.Function","Cluster_1953"
"51","GO:0001889","liver development",5,1,0.02,0.023,"Biological.Process","Cluster_1793"
"52","GO:0001540","amyloid-beta binding",4,1,0.02,0.016,"Molecular.Function","Cluster_1793"
"53","GO:0004937","alpha1-adrenergic receptor activity",1,1,0,0.004,"Molecular.Function","Cluster_4039"
"54","GO:0003993","acid phosphatase activity",1,1,0,0.004,"Molecular.Function","Cluster_4039"
"55","GO:0004222","metalloendopeptidase activity",22,1,0.04,0.044,"Molecular.Function","Cluster_3392"
"56","GO:0005044","scavenger receptor activity",4,2,0.02,4.8e-05,"Molecular.Function","Cluster_5253"
"57","GO:0000165","MAPK cascade",6,1,0.03,0.028,"Biological.Process","Cluster_36"
"58","GO:0003677","DNA binding",34,3,0.2,0.00028,"Molecular.Function","Cluster_4118"
"59","GO:0004062","aryl sulfotransferase activity",4,1,0.02,0.016,"Molecular.Function","Cluster_2793"
"60","GO:0000002","mitochondrial genome maintenance",3,1,0.03,0.027,"Biological.Process","Cluster_2859"
