sample47	sample48	sample50	sample53	sample57
Cluster_4	6.98559638562907	7.75402468369683	7.93755754711249	7.92737962142245	9.18135165750299
Cluster_72	6.0193838285882	4.65089860454755	5.06469484688238	2.76960986516534	4.55987597890049
Cluster_100	8.27029153104619	7.61804309974361	7.32355990276972	7.07462502044106	7.48015647592335
Cluster_167	2.76960986516534	7.23184272862649	2.76960986516534	2.76960986516534	3.4832282342473
Cluster_280	3.41025958604442	3.61759109178108	5.40066599113532	4.95136843461936	5.4333657413841
Cluster_311	11.241686937057	12.5389870415832	12.0033167840104	10.8361946543145	11.255720634013
Cluster_406	4.09294404730394	4.40166378104245	4.07159277273459	5.588261386597	3.98225793502725
Cluster_429	6.1927578987987	7.01855624779086	6.14354365996664	5.37314140300236	6.14723536542151
Cluster_430	6.92176987421617	6.27214807535336	6.3693459700164	5.39877522130353	6.21553042251724
Cluster_741	8.24774948520802	8.62267730396453	8.94817473545579	8.57332280305114	8.24296254882413
Cluster_747	5.94035361870085	3.37347410862845	4.499272132675	4.12833329616345	2.76960986516534
Cluster_1026	7.49851229292118	6.8764832616749	6.67669276283755	6.27434869767703	6.18179417643504
Cluster_1030	5.98830143165591	6.93501226063976	6.66461925938155	6.64328163623698	6.76241746281774
Cluster_1035	4.39176009908735	2.76960986516534	3.88009187903724	6.42868361945683	2.76960986516534
Cluster_1069	10.2501607465223	10.4566444611421	9.20422291267048	8.44442622096757	10.3751922021098
Cluster_1094	6.82036273369567	6.54146152424041	6.67669276283755	6.4647879241266	7.31999287787242
Cluster_1425	6.23297690253708	5.1438917938171	7.1786448043567	6.2189409783015	6.51502735727727
Cluster_1546	4.02178713407603	4.40166378104245	3.98048029113446	5.610218938969	3.98225793502725
Cluster_1799	5.54902241909584	5.33516048911241	4.90242313317004	3.57296449856912	5.64882585770186
Cluster_1941	4.89970863481309	5.78726564565719	5.30833017599405	5.293217930059	4.30773662792349
Cluster_1942	7.04670330042197	6.56021461846893	6.33920381377646	6.44082030243548	7.28885347942006
Cluster_1948	5.76757147899883	6.31704443885631	6.91939890710999	6.82058771418386	6.89261857485612
Cluster_1978	7.06158189591506	4.72388102829641	4.98606109255272	4.19648020378322	4.44051777318956
Cluster_2366	6.85496869705183	6.56021461846893	5.78747992873071	5.63183442024282	5.64882585770186
Cluster_2368	5.83925754913543	6.59699768951768	7.19548739977832	7.59063834766682	2.76960986516534
Cluster_2526	7.89667576594684	7.34394515002982	7.12689847703842	6.35360788897364	7.54745187360505
Cluster_2794	11.6821624612024	11.9391418303373	11.019047241547	12.0452167121641	11.8460344445979
Cluster_2864	2.76960986516534	2.76960986516534	7.7847749786161	6.3276760110426	7.31999287787242
