sample47	sample48	sample50	sample53	sample57
Cluster_21	3312.12133235481	2949.43416918727	1670.33049845092	1050.12170944908	2378.76740275283
Cluster_36	26.6555369298055	53.3395410786025	16.9749034395419	29.6521970298982	56.1913559705394
Cluster_360	97462.8951449574	123209.490842383	119841.969537994	61300.493176931	88601.8489870014
Cluster_390	506.455201666305	744.329050505953	634.861388638867	633.544502394898	601.077232048497
Cluster_757	1504.32914826928	1163.77180535133	1354.59729447544	682.72375600546	1057.41915326379
Cluster_925	19129.1068613179	27569.2691638541	17514.7053689193	18912.3159105326	15052.4723266536
Cluster_1015	2873.33018597186	2586.96774231222	2583.58030349828	1406.67129812566	1151.07141321469
Cluster_1068	50.5771726360413	31.5188197282651	49.2272199746715	67.9830858734251	25.5415254411543
Cluster_1080	563.183652055379	638.862230645989	543.196910065341	463.586787711335	573.832938244599
Cluster_1116	207.776492991305	186.688393775109	164.656563363557	110.653320623766	315.012147107569
Cluster_1289	2308.77958330469	2260.8691843544	3241.35781178053	1033.48755013962	1363.91745855764
Cluster_1296	170147.760025396	190165.162043596	177454.791811799	131885.016921491	104904.153291909
Cluster_1793	23976.997206013	16717.0970789529	28216.5332423785	25386.6200034997	20782.2878672859
Cluster_1938	11081.8686097402	6461.35804429435	14302.204892986	10119.3546546911	9881.16480900121
Cluster_1952	4685.90669719863	7763.32775153115	7631.06784124607	5192.02737750339	2649.50757242907
Cluster_1953	2689.47532868679	2372.39731570057	2169.39265957346	1598.32574234329	1152.77418157743
Cluster_2793	263.821468074486	267.909967690254	153.622876127854	104.867526081347	200.926666803747
Cluster_2837	60.1458269185356	94.5564591847954	32.2523165351296	48.4560292927604	51.0830508823085
Cluster_2839	77.9161848717392	73.9480001316989	72.9920847900302	50.6257022461676	59.5968926960266
Cluster_2859	425.805115570996	269.122229987495	281.783397096396	177.913182179389	160.0602260979
Cluster_2973	118.241227919394	140.622426479952	56.8659265224654	67.9830858734251	217.954350431183
Cluster_3392	2255.46850944508	7105.0693241293	4986.37788536544	5144.29457252843	7691.40469451292
Cluster_3661	707.396941598685	686.140460238387	205.396331618457	228.538884425557	439.314237587853
Cluster_4039	238.532881756465	215.782688908892	244.438609529403	331.236737553497	204.332203529234
Cluster_4040	80.650086095309	47.2782295923977	39.8910230829235	36.1612158901197	127.707627205771
Cluster_4118	3511.01264636951	2117.82223327997	1748.41505427282	1009.62114765214	1285.59011387143
Cluster_4435	3997.64706416494	4288.98400763854	4184.31369784708	2351.20225717558	3739.27932458498
Cluster_4437	23335.8973690859	13235.4797612769	14376.045722948	13918.4519961071	12617.5135679302
Cluster_4438	589.155713679292	1071.63987076101	1037.16660015601	1213.57040527242	587.455085146548
Cluster_4439	3174.05932056454	2648.79311947151	3405.16562997211	2767.05623991196	2125.05491670403
Cluster_4572	38982.0140715759	20678.7702663364	19820.7460011811	19128.5599815555	15078.0138520947
Cluster_4754	113.456900778147	136.985639588229	52.6222006625799	80.2778992760658	132.815932294002
Cluster_4823	1309.53868608993	1596.54944546635	1270.57152244971	1128.22993577174	1060.82468998927
Cluster_5253	36.2241912122998	31.5188197282651	29.7060810191983	18.0806079450599	40.8664407058468
Cluster_5612	608.29302224428	329.735344849543	818.19034578592	365.228280490209	890.547853714912
Cluster_5740	5008.50704157987	4977.54899247141	4160.54883303172	2948.58554368036	6058.44983464179
Cluster_6382	880.316193989475	1235.29528088854	743.500770651936	541.695014033994	1140.85480303822
