#GC Content (%)	Sample
1.0	4.296847909716694E-8
2.0	8.593695819433389E-8
3.0	2.1484239548583472E-7
4.0	4.296847909716694E-7
5.0	9.453065401376728E-7
6.0	1.7187391638866775E-6
7.0	2.4492033085385155E-6
8.0	4.683564221591197E-6
9.0	9.324159964085226E-6
10.0	2.2816262400595643E-5
11.0	6.0585555527005396E-5
12.0	2.0491667681438915E-4
13.0	6.067578933310943E-4
14.0	0.0016994463167720494
15.0	0.004405858941186207
16.0	0.009963273122176488
17.0	0.019775297197930947
18.0	0.03439248629112159
19.0	0.052923760082231354
20.0	0.0724304613173259
21.0	0.08956586109648512
22.0	0.10097382042286654
23.0	0.10464393009647198
24.0	0.10059024080996615
25.0	0.09853772250045266
26.0	0.06830278030981476
27.0	0.061494854481659644
28.0	0.04745211098551902
29.0	0.035454753031361745
30.0	0.02601002351492987
31.0	0.018715007007729257
32.0	0.01338579841922403
33.0	0.0094837878639312
34.0	0.006904948653956533
35.0	0.005137912919564639
36.0	0.00400311538660846
37.0	0.003305951813256927
38.0	0.0027102368190538052
39.0	0.0021074749942787472
40.0	0.001520396664374155
41.0	9.914976551671272E-4
42.0	6.245898121564187E-4
43.0	4.165364363679363E-4
44.0	2.949786090020511E-4
45.0	2.1101820084618687E-4
46.0	1.5344043885598315E-4
47.0	1.1506958702221307E-4
48.0	9.465955945105875E-5
49.0	7.893309610149568E-5
50.0	7.76010732494835E-5
51.0	4.593330415487146E-5
52.0	2.0410027571154296E-5
53.0	1.3578039394704752E-5
54.0	1.1128836086166239E-5
55.0	6.230429469089206E-6
56.0	4.855438137979865E-6
57.0	3.179667453190353E-6
58.0	3.523415285967689E-6
59.0	1.976550038469679E-6
60.0	2.6210772249271836E-6
61.0	9.023380610405058E-7
62.0	8.164011028461719E-7
63.0	8.593695819433388E-7
64.0	5.585902282631703E-7
65.0	5.156217491660033E-7
66.0	1.7187391638866777E-7
67.0	3.7812261605506908E-6
68.0	1.7187391638866777E-7
69.0	8.593695819433389E-8
70.0	2.5781087458300166E-7
71.0	3.0077935368016863E-7
72.0	6.015587073603373E-7
73.0	3.867163118745025E-7
74.0	3.0077935368016863E-7
75.0	1.2890543729150083E-6
76.0	1.2890543729150083E-7
77.0	2.5781087458300166E-7
78.0	2.5781087458300166E-7
79.0	0.0
80.0	6.874956655546711E-7
81.0	4.296847909716694E-8
82.0	2.1484239548583472E-7
83.0	2.1484239548583472E-7
84.0	3.4374783277733554E-7
85.0	2.1484239548583472E-7
86.0	1.2890543729150083E-7
87.0	1.7187391638866777E-7
88.0	1.7187391638866777E-7
89.0	8.593695819433389E-8
90.0	1.2890543729150083E-7
91.0	2.1484239548583472E-7
92.0	2.1484239548583472E-7
93.0	4.296847909716694E-8
94.0	4.296847909716694E-8
95.0	0.0
96.0	2.1484239548583472E-7
97.0	8.593695819433389E-8
98.0	0.0
99.0	2.1484239548583472E-7
100.0	6.874956655546711E-6
