"","GO.ID","Term","Annotated","Significant","Expected","Fisher","type","miRNA"
"1","GO:0006631","fatty acid metabolic process",8,7,0.66,5.8e-08,"Biological.Process","Cluster_1015"
"2","GO:0005262","calcium channel activity",3,2,0.17,0.0087,"Molecular.Function","Cluster_1015"
"3","GO:0001825","blastocyst formation",2,1,0.04,0.036,"Biological.Process","Cluster_1068"
"4","GO:0004972","NMDA glutamate receptor activity",1,1,0.03,0.034,"Molecular.Function","Cluster_1068"
"5","GO:0001701","in utero embryonic development",6,1,0.03,0.028,"Biological.Process","Cluster_1080"
"6","GO:0005351","carbohydrate:proton symporter activity",1,1,0,0.004,"Molecular.Function","Cluster_1080"
"7","GO:0004503","tyrosinase activity",4,1,0.02,0.016,"Molecular.Function","Cluster_1080"
"8","GO:0005509","calcium ion binding",21,1,0.04,0.042,"Molecular.Function","Cluster_1289"
"9","GO:0001822","kidney development",6,2,0.11,0.0037,"Biological.Process","Cluster_1296"
"10","GO:0004725","protein tyrosine phosphatase activity",2,1,0.02,0.024,"Molecular.Function","Cluster_1296"
"11","GO:0005231","excitatory extracellular ligand-gated ion channel a...",2,1,0.02,0.024,"Molecular.Function","Cluster_1296"
"12","GO:0001523","retinoid metabolic process",1,1,0.02,0.018,"Biological.Process","Cluster_1793"
"13","GO:0001817","regulation of cytokine production",1,1,0.02,0.018,"Biological.Process","Cluster_1793"
"14","GO:0001654","eye development",2,1,0.04,0.036,"Biological.Process","Cluster_1793"
"15","GO:0005178","integrin binding",8,1,0.05,0.047,"Molecular.Function","Cluster_1793"
"16","GO:0003333","amino acid transmembrane transport",2,2,0.14,0.0044,"Biological.Process","Cluster_1938"
"17","GO:0005524","ATP binding",11,3,0.87,0.049,"Molecular.Function","Cluster_1938"
"18","GO:0001525","angiogenesis",20,2,0.28,0.023,"Biological.Process","Cluster_21"
"19","GO:0001653","peptide receptor activity",21,4,0.67,0.00045,"Molecular.Function","Cluster_21"
"20","GO:0005178","integrin binding",8,2,0.25,0.02378,"Molecular.Function","Cluster_21"
"21","GO:0004321","fatty-acyl-CoA synthase activity",1,1,0.03,0.03181,"Molecular.Function","Cluster_21"
"22","GO:0005319","lipid transporter activity",1,1,0.03,0.03181,"Molecular.Function","Cluster_21"
"23","GO:0003941","L-serine ammonia-lyase activity",1,1,0.03,0.03181,"Molecular.Function","Cluster_21"
"24","GO:0001822","kidney development",6,2,0.17,0.0091,"Biological.Process","Cluster_360"
"25","GO:0004854","xanthine dehydrogenase activity",1,1,0.03,0.026,"Molecular.Function","Cluster_360"
"26","GO:0003977","UDP-N-acetylglucosamine diphosphorylase activity",1,1,0.03,0.026,"Molecular.Function","Cluster_360"
"27","GO:0000210","NAD+ diphosphatase activity",1,1,0.03,0.026,"Molecular.Function","Cluster_360"
"28","GO:0005524","ATP binding",11,2,0.28,0.03,"Molecular.Function","Cluster_360"
"29","GO:0030317","flagellated sperm motility",1,1,0,0.0046,"Biological.Process","Cluster_36"
"30","GO:0004065","arylsulfatase activity",1,1,0,0.002,"Molecular.Function","Cluster_36"
"31","GO:0001817","regulation of cytokine production",1,1,0.02,0.018,"Biological.Process","Cluster_390"
"32","GO:0001867","complement activation, lectin pathway",2,1,0.04,0.036,"Biological.Process","Cluster_390"
"33","GO:0003943","N-acetylgalactosamine-4-sulfatase activity",3,2,0.09,0.0025,"Molecular.Function","Cluster_390"
"34","GO:0004715","non-membrane spanning protein tyrosine kinase activ...",1,1,0.03,0.0298,"Molecular.Function","Cluster_390"
"35","GO:0002175","protein localization to paranode region of axon",1,1,0.01,0.0092,"Biological.Process","Cluster_757"
"36","GO:0000012","single strand break repair",1,1,0.01,0.0092,"Biological.Process","Cluster_757"
"37","GO:0000987","cis-regulatory region sequence-specific DNA binding",12,2,0.12,0.005,"Molecular.Function","Cluster_757"
"38","GO:0004844","uracil DNA N-glycosylase activity",2,1,0.02,0.02,"Molecular.Function","Cluster_757"
"39","GO:0004842","ubiquitin-protein transferase activity",4,1,0.04,0.039,"Molecular.Function","Cluster_757"
"40","GO:0003924","GTPase activity",4,1,0.04,0.039,"Molecular.Function","Cluster_757"
"41","GO:0002250","adaptive immune response",3,1,0.04,0.041,"Biological.Process","Cluster_925"
