Module	Section	Sample Name	Source
FastQC	all_sections	trimmed_POR-71-TP2_S9_R1_001	/scratch3/workspace/zdellaert_uri_edu-deep_dive/deep-dive-expression/E-Peve/output/01.00-E-Peve-WGBS-trimming-cutadapt-FastQC-MultiQC/trimmed_qc/trimmed_POR-71-TP2_S9_R1_001_fastqc.zip
FastQC	all_sections	trimmed_POR-71-TP2_S9_R2_001	/scratch3/workspace/zdellaert_uri_edu-deep_dive/deep-dive-expression/E-Peve/output/01.00-E-Peve-WGBS-trimming-cutadapt-FastQC-MultiQC/trimmed_qc/trimmed_POR-71-TP2_S9_R2_001_fastqc.zip
FastQC	all_sections	trimmed_POR-73-TP2_S7_R1_001	/scratch3/workspace/zdellaert_uri_edu-deep_dive/deep-dive-expression/E-Peve/output/01.00-E-Peve-WGBS-trimming-cutadapt-FastQC-MultiQC/trimmed_qc/trimmed_POR-73-TP2_S7_R1_001_fastqc.zip
FastQC	all_sections	trimmed_POR-73-TP2_S7_R2_001	/scratch3/workspace/zdellaert_uri_edu-deep_dive/deep-dive-expression/E-Peve/output/01.00-E-Peve-WGBS-trimming-cutadapt-FastQC-MultiQC/trimmed_qc/trimmed_POR-73-TP2_S7_R2_001_fastqc.zip
FastQC	all_sections	trimmed_POR-76-TP2_S6_R1_001	/scratch3/workspace/zdellaert_uri_edu-deep_dive/deep-dive-expression/E-Peve/output/01.00-E-Peve-WGBS-trimming-cutadapt-FastQC-MultiQC/trimmed_qc/trimmed_POR-76-TP2_S6_R1_001_fastqc.zip
FastQC	all_sections	trimmed_POR-76-TP2_S6_R2_001	/scratch3/workspace/zdellaert_uri_edu-deep_dive/deep-dive-expression/E-Peve/output/01.00-E-Peve-WGBS-trimming-cutadapt-FastQC-MultiQC/trimmed_qc/trimmed_POR-76-TP2_S6_R2_001_fastqc.zip
FastQC	all_sections	trimmed_POR-79-TP2_S10_R1_001	/scratch3/workspace/zdellaert_uri_edu-deep_dive/deep-dive-expression/E-Peve/output/01.00-E-Peve-WGBS-trimming-cutadapt-FastQC-MultiQC/trimmed_qc/trimmed_POR-79-TP2_S10_R1_001_fastqc.zip
FastQC	all_sections	trimmed_POR-79-TP2_S10_R2_001	/scratch3/workspace/zdellaert_uri_edu-deep_dive/deep-dive-expression/E-Peve/output/01.00-E-Peve-WGBS-trimming-cutadapt-FastQC-MultiQC/trimmed_qc/trimmed_POR-79-TP2_S10_R2_001_fastqc.zip
FastQC	all_sections	trimmed_POR-82-TP2_S8_R1_001	/scratch3/workspace/zdellaert_uri_edu-deep_dive/deep-dive-expression/E-Peve/output/01.00-E-Peve-WGBS-trimming-cutadapt-FastQC-MultiQC/trimmed_qc/trimmed_POR-82-TP2_S8_R1_001_fastqc.zip
FastQC	all_sections	trimmed_POR-82-TP2_S8_R2_001	/scratch3/workspace/zdellaert_uri_edu-deep_dive/deep-dive-expression/E-Peve/output/01.00-E-Peve-WGBS-trimming-cutadapt-FastQC-MultiQC/trimmed_qc/trimmed_POR-82-TP2_S8_R2_001_fastqc.zip
