"","GO.ID","Term","Annotated","Significant","Expected","Fisher","type","miRNA"
"1","GO:0050325","tauropine dehydrogenase activity",3,1,0.01,0.0098,"Molecular.Function","Cluster_9149"
"2","GO:0005506","iron ion binding",8,1,0.03,0.026,"Molecular.Function","Cluster_9149"
"3","GO:0001696","gastric acid secretion",2,1,0.02,0.017,"Biological.Process","Cluster_6906"
"4","GO:0000026","alpha-1,2-mannosyltransferase activity",1,1,0.01,0.0082,"Molecular.Function","Cluster_6906"
"5","GO:0004089","carbonate dehydratase activity",2,1,0.02,0.0163,"Molecular.Function","Cluster_6906"
"6","GO:0001822","kidney development",9,1,0.03,0.025,"Biological.Process","Cluster_589"
"7","GO:0005231","excitatory extracellular ligand-gated ion channel a...",2,1,0.01,0.013,"Molecular.Function","Cluster_589"
"8","GO:0003777","microtubule motor activity",4,1,0.03,0.026,"Molecular.Function","Cluster_589"
"9","GO:0002002","regulation of angiotensin levels in blood",2,1,0.02,0.023,"Biological.Process","Cluster_2787"
"10","GO:0001867","complement activation, lectin pathway",4,1,0.05,0.045,"Biological.Process","Cluster_2787"
"11","GO:0000978","RNA polymerase II cis-regulatory region sequence-sp...",11,2,0.14,0.0078,"Molecular.Function","Cluster_2787"
"12","GO:0001640","adenylate cyclase inhibiting G protein-coupled glut...",1,1,0.01,0.0131,"Molecular.Function","Cluster_2787"
"13","GO:0003950","NAD+ ADP-ribosyltransferase activity",2,1,0,0.0033,"Molecular.Function","Cluster_2854"
"14","GO:0001696","gastric acid secretion",2,1,0.01,0.011,"Biological.Process","Cluster_6904"
"15","GO:0000981","DNA-binding transcription factor activity, RNA poly...",4,1,0.02,0.02,"Molecular.Function","Cluster_11134"
"16","GO:0050233","pyranose oxidase activity",1,1,0,0.0049,"Molecular.Function","Cluster_14999"
"17","GO:0003978","UDP-glucose 4-epimerase activity",1,1,0,0.0049,"Molecular.Function","Cluster_14999"
"18","GO:0001609","G protein-coupled adenosine receptor activity",3,1,0.01,0.0147,"Molecular.Function","Cluster_14999"
"19","GO:0002218","activation of innate immune response",2,1,0.01,0.0057,"Biological.Process","Cluster_2882"
"20","GO:0005007","fibroblast growth factor receptor activity",4,1,0.01,0.013,"Molecular.Function","Cluster_2882"
"21","GO:0003831","beta-N-acetylglucosaminylglycopeptide beta-1,4-gala...",2,1,0.01,0.0065,"Molecular.Function","Cluster_4080"
"22","GO:0004508","steroid 17-alpha-monooxygenase activity",4,1,0.01,0.0131,"Molecular.Function","Cluster_4080"
"23","GO:0004140","dephospho-CoA kinase activity",1,1,0,0.0033,"Molecular.Function","Cluster_4735"
"24","GO:0005506","iron ion binding",8,1,0.03,0.026,"Molecular.Function","Cluster_4735"
"25","GO:0001822","kidney development",9,1,0.03,0.025,"Biological.Process","Cluster_4079"
"26","GO:0000398","mRNA splicing, via spliceosome",6,1,0.02,0.017,"Biological.Process","Cluster_13502"
"27","GO:0001889","liver development",2,1,0.02,0.017,"Biological.Process","Cluster_4629"
"28","GO:0000902","cell morphogenesis",3,1,0.02,0.017,"Biological.Process","Cluster_10934"
"29","GO:0004989","octopamine receptor activity",6,1,0.02,0.02,"Molecular.Function","Cluster_10934"
"30","GO:0004966","galanin receptor activity",5,1,0.01,0.0082,"Molecular.Function","Cluster_11135"
"31","GO:0004993","G protein-coupled serotonin receptor activity",5,1,0.02,0.016,"Molecular.Function","Cluster_8887"
"32","GO:0004508","steroid 17-alpha-monooxygenase activity",4,1,0.01,0.0065,"Molecular.Function","Cluster_4115"
"33","GO:0004745","NAD-retinol dehydrogenase activity",1,1,0.01,0.0065,"Molecular.Function","Cluster_1167"
"34","GO:0004983","neuropeptide Y receptor activity",4,1,0.03,0.026,"Molecular.Function","Cluster_1167"
"35","GO:0001580","detection of chemical stimulus involved in sensory ...",1,1,0,0.0028,"Biological.Process","Cluster_29"
"36","GO:0001764","neuron migration",3,1,0.01,0.0085,"Biological.Process","Cluster_7053"
"37","GO:0004222","metalloendopeptidase activity",16,1,0.03,0.026,"Molecular.Function","Cluster_8988"
"38","GO:0015969","guanosine tetraphosphate metabolic process",3,1,0.01,0.0085,"Biological.Process","Cluster_15890"
"39","GO:0004693","cyclin-dependent protein serine/threonine kinase ac...",1,1,0,0.0033,"Molecular.Function","Cluster_15890"
"40","GO:0000082","G1/S transition of mitotic cell cycle",25,2,0.21,0.014,"Biological.Process","Cluster_796"
"41","GO:0003993","acid phosphatase activity",1,1,0.01,0.0082,"Molecular.Function","Cluster_796"
"42","GO:0004970","ionotropic glutamate receptor activity",3,1,0.02,0.0244,"Molecular.Function","Cluster_796"
"43","GO:0000287","magnesium ion binding",5,1,0.04,0.0404,"Molecular.Function","Cluster_796"
"44","GO:0002244","hematopoietic progenitor cell differentiation",2,1,0.01,0.0057,"Biological.Process","Cluster_6905"
"45","GO:0005261","cation channel activity",20,1,0.03,0.033,"Molecular.Function","Cluster_8634"
"46","GO:0003360","brainstem development",4,1,0.01,0.011,"Biological.Process","Cluster_14500"
"47","GO:0005524","ATP binding",22,1,0.04,0.036,"Molecular.Function","Cluster_14500"
"48","GO:0005245","voltage-gated calcium channel activity",4,1,0.01,0.013,"Molecular.Function","Cluster_7855"
"49","GO:0001409","guanine nucleotide transmembrane transporter activi...",6,1,0.02,0.02,"Molecular.Function","Cluster_7855"
"50","GO:0001764","neuron migration",3,1,0.01,0.0085,"Biological.Process","Cluster_16738"
"51","GO:0004252","serine-type endopeptidase activity",14,1,0.05,0.045,"Molecular.Function","Cluster_10061"
