#GC Content (%)	Sample
1.0	1.284244128901381E-7
2.0	6.421220644506905E-8
3.0	1.9263661933520718E-7
4.0	4.494854451154834E-7
5.0	7.705464773408287E-7
6.0	1.5410929546816576E-6
7.0	2.76112487713797E-6
8.0	3.7243079738140055E-6
9.0	7.898101392743495E-6
10.0	1.1558197160112431E-5
11.0	3.2684013080540144E-5
12.0	1.1834309647826228E-4
13.0	3.9439137198561414E-4
14.0	0.001226645779720154
15.0	0.003411145042981403
16.0	0.008344761500775396
17.0	0.01752139213604666
18.0	0.03176821859222058
19.0	0.04979887773758308
20.0	0.06941570680655168
21.0	0.087075412035281
22.0	0.09919880503652294
23.0	0.10406846613669764
24.0	0.101295269364748
25.0	0.1006492945679106
26.0	0.07071529765279344
27.0	0.06449255693840823
28.0	0.05031308908679519
29.0	0.0379332967452181
30.0	0.027887040198061264
31.0	0.020073570493412376
32.0	0.01425575195286978
33.0	0.01002416754813973
34.0	0.007106878584927354
35.0	0.005245302507878356
36.0	0.004080172021932578
37.0	0.0034510208231837915
38.0	0.0029752083734258293
39.0	0.00238972147505969
40.0	0.0016640593300239646
41.0	0.0010408156542681245
42.0	6.412230935604595E-4
43.0	3.8321844806417214E-4
44.0	2.6095840699276066E-4
45.0	1.7915205598174267E-4
46.0	1.300939302577099E-4
47.0	9.901522233829648E-5
48.0	8.05221068821166E-5
49.0	5.2461372665621416E-5
50.0	5.226873604628621E-5
51.0	2.793230980360504E-5
52.0	1.5924627198377123E-5
53.0	1.4447746450140537E-5
54.0	1.0723438476326534E-5
55.0	6.934918296067459E-6
56.0	5.072764309160455E-6
57.0	4.10958121248442E-6
58.0	3.2748225286985218E-6
59.0	1.6695173675717954E-6
60.0	3.082185909363315E-6
61.0	9.631830966760359E-7
62.0	1.2200319224563122E-6
63.0	8.347586837858979E-7
64.0	7.063342708957596E-7
65.0	5.779098580056215E-7
66.0	5.136976515605524E-7
67.0	3.7885201802590745E-6
68.0	3.8527323867041435E-7
69.0	3.852732386704143E-7
70.0	6.421220644506905E-7
71.0	1.9263661933520718E-7
72.0	5.779098580056215E-7
73.0	1.9263661933520718E-7
74.0	1.9263661933520718E-7
75.0	1.6695173675717956E-6
76.0	4.494854451154834E-7
77.0	3.852732386704143E-7
78.0	2.568488257802762E-7
79.0	6.421220644506905E-7
80.0	8.989708902309667E-7
81.0	2.568488257802762E-7
82.0	4.494854451154834E-7
83.0	1.9263661933520718E-7
84.0	4.4948544511548334E-7
85.0	2.568488257802762E-7
86.0	6.421220644506906E-7
87.0	5.136976515605524E-7
88.0	5.136976515605524E-7
89.0	7.063342708957596E-7
90.0	3.2106103222534526E-7
91.0	3.852732386704143E-7
92.0	4.4948544511548334E-7
93.0	5.779098580056214E-7
94.0	3.2106103222534526E-7
95.0	2.568488257802762E-7
96.0	1.9263661933520718E-7
97.0	6.421220644506905E-8
98.0	1.284244128901381E-7
99.0	5.779098580056215E-7
100.0	8.732860076529393E-6
