#Coverage (X)	Coverage
1.0	78.70815803319728
2.0	77.35715286462465
3.0	73.38778417790468
4.0	72.20550555935085
5.0	69.60278168302797
6.0	68.37672852962352
7.0	66.17175863955688
8.0	64.86516579411511
9.0	62.821173930962004
10.0	61.44729483599772
11.0	59.49512527370822
12.0	58.07137216205165
13.0	56.19751193740589
14.0	54.74944436898598
15.0	52.94523870661452
16.0	51.497616314745436
17.0	49.76650440224292
18.0	48.32745629623298
19.0	46.66587622434399
20.0	45.25703503659361
21.0	43.672696077365906
22.0	42.2993451327069
23.0	40.79072941296774
24.0	39.4619993023315
25.0	38.03037809261815
26.0	36.75529539991452
27.0	35.400901391095246
28.0	34.18479581371342
29.0	32.904538771687825
30.0	31.7473346229895
31.0	30.54292238279929
32.0	29.446229452990593
33.0	28.317486130150286
34.0	27.28396603840841
35.0	26.225497676413596
36.0	25.252448890038735
37.0	24.264660586301375
38.0	23.35095906762595
39.0	22.430044794499253
40.0	21.572918292673464
41.0	20.7127519040953
42.0	19.91311428973205
43.0	19.113171278955207
44.0	18.36805503961486
45.0	17.626865893419293
46.0	16.932810477007536
47.0	16.244571338604885
48.0	15.599525256306592
49.0	14.962685957350217
50.0	14.363373153602922
51.0	13.774385199755784
