#Coverage	Number of genomic locations
0.0	4.3912382E7
1.0	7084562.0
2.0	1.2894445E7
3.0	5287836.0
4.0	7878162.0
5.0	4374480.0
6.0	5885008.0
7.0	3896234.0
8.0	4873323.0
9.0	3608242.0
10.0	4313123.0
11.0	3437129.0
12.0	3960583.0
13.0	3332017.0
14.0	3725036.0
15.0	3251335.0
16.0	3554776.0
17.0	3184975.0
18.0	3424517.0
19.0	3136662.0
20.0	3334333.0
21.0	3093564.0
22.0	3260200.0
23.0	3056143.0
24.0	3189735.0
25.0	3016503.0
26.0	3117210.0
27.0	2989626.0
28.0	3067517.0
29.0	2946433.0
30.0	3015212.0
31.0	2907584.0
32.0	2961966.0
33.0	2863462.0
34.0	2916456.0
35.0	2832822.0
36.0	2869371.0
37.0	2785581.0
38.0	2815237.0
39.0	2743393.0
40.0	2754872.0
41.0	2692912.0
42.0	2702491.0
43.0	2645941.0
44.0	2650268.0
45.0	2594624.0
46.0	2597565.0
47.0	2547504.0
48.0	2540283.0
49.0	2493483.0
50.0	2488981.0
51.0	2446059.0
52.0	2435304.0
53.0	2397625.0
54.0	2386099.0
55.0	2347706.0
56.0	2334870.0
57.0	2295884.0
58.0	2278442.0
59.0	2244722.0
60.0	2228208.0
61.0	2186156.0
62.0	2174677.0
63.0	2140457.0
64.0	2120329.0
65.0	2080454.0
66.0	2067417.0
67.0	2033000.0
68.0	2004749.0
69.0	1973119.0
70.0	1952132.0
71.0	1918194.0
72.0	1899581.0
73.0	1866460.0
74.0	1847519.0
75.0	1814010.0
76.0	1790083.0
77.0	1767505.0
78.0	1745235.0
79.0	1712475.0
80.0	1691628.0
81.0	1664866.0
82.0	1640304.0
83.0	1612977.0
84.0	1590672.0
85.0	1561052.0
86.0	1543484.0
87.0	1516736.0
88.0	1497771.0
89.0	1468122.0
90.0	1447898.0
91.0	1421348.0
92.0	1402242.0
93.0	1377915.0
94.0	1355227.0
95.0	1333896.0
96.0	1313592.0
97.0	1292233.0
98.0	1267475.0
99.0	1244788.0
100.0	1224242.0
101.0	1201478.0
102.0	1183263.0
103.0	1163573.0
104.0	1144013.0
105.0	1124868.0
106.0	1107627.0
107.0	1082974.0
108.0	1066653.0
109.0	1042593.0
110.0	1025157.0
111.0	1006226.0
112.0	990678.0
113.0	970243.0
114.0	954400.0
115.0	933204.0
116.0	916740.0
117.0	901860.0
118.0	886154.0
119.0	871407.0
120.0	856949.0
121.0	835935.0
122.0	823800.0
123.0	805881.0
124.0	793319.0
125.0	773174.0
126.0	762244.0
127.0	745699.0
128.0	731199.0
129.0	718764.0
130.0	703895.0
131.0	690685.0
132.0	677218.0
133.0	665580.0
134.0	652901.0
135.0	637205.0
136.0	625567.0
137.0	613022.0
138.0	600022.0
139.0	586280.0
140.0	576628.0
141.0	564503.0
142.0	553004.0
143.0	542857.0
144.0	530939.0
145.0	522032.0
146.0	510939.0
147.0	500460.0
148.0	488734.0
149.0	478203.0
150.0	468569.0
151.0	459247.0
152.0	450735.0
153.0	438812.0
154.0	430847.0
155.0	423411.0
156.0	414293.0
157.0	404491.0
158.0	397945.0
159.0	388142.0
160.0	382288.0
161.0	370380.0
162.0	364948.0
163.0	356532.0
164.0	350099.0
165.0	341686.0
166.0	333038.0
167.0	326997.0
168.0	319838.0
169.0	312505.0
170.0	307105.0
171.0	301868.0
172.0	293839.0
173.0	287966.0
174.0	280639.0
175.0	275595.0
176.0	269862.0
177.0	264129.0
178.0	258372.0
179.0	254034.0
180.0	248835.0
181.0	242650.0
182.0	237997.0
183.0	232427.0
184.0	227259.0
185.0	223652.0
186.0	217363.0
187.0	213870.0
188.0	208469.0
189.0	204082.0
190.0	199414.0
191.0	194562.0
192.0	192034.0
193.0	186705.0
194.0	180726.0
195.0	177152.0
196.0	173479.0
197.0	169834.0
198.0	167509.0
199.0	162470.0
200.0	159612.0
201.0	155154.0
202.0	153688.0
203.0	149413.0
204.0	145641.0
205.0	144041.0
206.0	140897.0
207.0	136823.0
208.0	133904.0
209.0	130949.0
210.0	128168.0
211.0	125259.0
212.0	123201.0
213.0	120298.0
214.0	117782.0
215.0	114320.0
216.0	112249.0
217.0	109853.0
218.0	107732.0
219.0	105604.0
220.0	101763.0
221.0	101165.0
222.0	98742.0
223.0	96517.0
224.0	94062.0
225.0	92776.0
226.0	90624.0
227.0	89101.0
228.0	86476.0
229.0	85218.0
230.0	83191.0
231.0	81008.0
232.0	80208.0
233.0	77527.0
234.0	76460.0
235.0	75228.0
236.0	72852.0
237.0	71154.0
238.0	70297.0
239.0	69027.0
240.0	67384.0
241.0	66994.0
242.0	65072.0
243.0	63580.0
244.0	61814.0
245.0	61423.0
246.0	59807.0
247.0	58444.0
248.0	57155.0
249.0	55986.0
250.0	55414.0
251.0	53805.0
252.0	52963.0
253.0	51985.0
254.0	50696.0
255.0	49570.0
256.0	48737.0
257.0	47243.0
258.0	47423.0
259.0	45563.0
260.0	45321.0
261.0	44016.0
262.0	43353.0
263.0	42599.0
264.0	41606.0
265.0	40878.0
266.0	39539.0
267.0	39179.0
268.0	38636.0
269.0	37759.0
270.0	37319.0
271.0	36402.0
272.0	36185.0
273.0	34781.0
274.0	34385.0
275.0	33839.0
276.0	33108.0
277.0	32601.0
278.0	31914.0
279.0	31353.0
280.0	30520.0
281.0	30489.0
282.0	29743.0
283.0	29071.0
284.0	28466.0
285.0	28427.0
286.0	27276.0
287.0	27350.0
288.0	26544.0
289.0	26142.0
290.0	25777.0
291.0	25248.0
292.0	24817.0
293.0	24383.0
294.0	24186.0
295.0	23571.0
296.0	23142.0
297.0	22798.0
298.0	22308.0
299.0	22088.0
300.0	21429.0
301.0	21533.0
302.0	20879.0
303.0	20566.0
304.0	20110.0
305.0	19941.0
306.0	19508.0
307.0	18949.0
308.0	18498.0
309.0	18680.0
310.0	18486.0
311.0	18333.0
312.0	17915.0
313.0	17528.0
314.0	17286.0
315.0	17150.0
316.0	17071.0
317.0	16570.0
318.0	16275.0
319.0	15720.0
320.0	15873.0
321.0	15523.0
322.0	15308.0
323.0	15311.0
324.0	14750.0
325.0	14439.0
326.0	14460.0
327.0	14231.0
328.0	13993.0
329.0	13937.0
330.0	13450.0
331.0	13357.0
332.0	13027.0
333.0	12672.0
334.0	12468.0
335.0	12475.0
336.0	12303.0
337.0	12395.0
338.0	12237.0
339.0	11908.0
340.0	11542.0
341.0	11254.0
342.0	11163.0
343.0	11057.0
344.0	10804.0
345.0	10657.0
346.0	10496.0
347.0	10165.0
348.0	10328.0
349.0	9987.0
350.0	9954.0
351.0	9547.0
352.0	9630.0
353.0	9465.0
354.0	9496.0
355.0	9397.0
356.0	9014.0
357.0	9216.0
358.0	8822.0
359.0	8604.0
360.0	8542.0
361.0	8409.0
362.0	8263.0
363.0	8145.0
364.0	8178.0
365.0	8107.0
366.0	7826.0
367.0	7838.0
368.0	7791.0
369.0	7578.0
370.0	7605.0
371.0	7443.0
372.0	7471.0
373.0	7319.0
374.0	7437.0
375.0	6932.0
