#Coverage (X)	Coverage
1.0	88.33915979916019
2.0	86.45786933819312
3.0	83.03377672979127
4.0	81.62960305949828
5.0	79.53757379635495
6.0	78.3759398808509
7.0	76.81318844849488
8.0	75.77855174718638
9.0	74.48445112768282
10.0	73.52629009310358
11.0	72.38094939922897
12.0	71.4682270600338
13.0	70.41650261782151
14.0	69.53169254799926
15.0	68.54251711364509
16.0	67.67913197834551
17.0	66.73516872702882
18.0	65.88940534943136
19.0	64.98003210017197
20.0	64.1470981375815
21.0	63.261673058855706
22.0	62.440183679047735
23.0	61.57444446174046
24.0	60.76289214936727
25.0	59.91586476383337
26.0	59.11483876965355
27.0	58.287070244537794
28.0	57.493181380884806
29.0	56.67860872685844
30.0	55.89618967303711
31.0	55.095506501177866
32.0	54.32340371717224
33.0	53.53685990804067
34.0	52.77647362785261
35.0	52.0020149030041
36.0	51.24976501003716
37.0	50.48780960739187
38.0	49.748104462098325
39.0	49.0005242287033
40.0	48.27202201761617
41.0	47.54047158234787
42.0	46.82537449408416
43.0	46.1077337226223
44.0	45.40510968410282
45.0	44.701336619881445
46.0	44.01233970221791
47.0	43.32256180822221
48.0	42.64607750693789
49.0	41.971510726936984
50.0	41.30937158799183
51.0	40.64842794562858
