#Coverage (X)	Coverage
1.0	85.92457374808359
2.0	83.44547785593316
3.0	78.81437530224444
4.0	76.76694638466932
5.0	73.74044960043095
6.0	71.94958836490125
7.0	69.59319726233244
8.0	67.96079926204413
9.0	65.96189537770388
10.0	64.43862352327812
11.0	62.65725923515432
12.0	61.20068441303436
13.0	59.55867042551102
14.0	58.159316718017664
15.0	56.62622050842255
16.0	55.27620061044242
17.0	53.827044458516916
18.0	52.52160140728308
19.0	51.140835855929446
20.0	49.878596931208
21.0	48.56350875981497
22.0	47.34344871419582
23.0	46.08445839991686
24.0	44.90337280467693
25.0	43.69714703936292
26.0	42.554899104811994
27.0	41.397645206191996
28.0	40.29836003862957
29.0	39.19020746492942
30.0	38.131129012557714
31.0	37.067275461691445
32.0	36.05016674875463
33.0	35.03080457519492
34.0	34.056077128363256
35.0	33.080072077401056
36.0	32.1480687390998
37.0	31.21979113522393
38.0	30.32599263647785
39.0	29.439996938071786
40.0	28.58699668792994
41.0	27.74281676820732
42.0	26.929958407676637
43.0	26.12751979439426
44.0	25.35180533335324
45.0	24.590102651228065
46.0	23.85360978808835
47.0	23.128677293704
48.0	22.428130600298218
49.0	21.73896098903893
50.0	21.0750664082112
51.0	20.421741290851244
