#Coverage	Number of genomic locations
0.0	7.2954893E7
1.0	1.2849499E7
2.0	2.4003649E7
3.0	1.0612109E7
4.0	1.5686754E7
5.0	9282283.0
6.0	1.2213503E7
7.0	8460946.0
8.0	1.0360597E7
9.0	7895330.0
10.0	9233059.0
11.0	7549630.0
12.0	8510787.0
13.0	7253045.0
14.0	7946251.0
15.0	6997341.0
16.0	7511178.0
17.0	6766293.0
18.0	7156700.0
19.0	6542360.0
20.0	6816285.0
21.0	6323741.0
22.0	6525522.0
23.0	6121731.0
24.0	6252036.0
25.0	5920430.0
26.0	5998208.0
27.0	5697748.0
28.0	5743709.0
29.0	5489351.0
30.0	5514101.0
31.0	5271816.0
32.0	5283496.0
33.0	5052148.0
34.0	5058770.0
35.0	4830703.0
36.0	4811392.0
37.0	4632682.0
38.0	4592239.0
39.0	4421219.0
40.0	4375502.0
41.0	4213158.0
42.0	4159151.0
43.0	4020636.0
44.0	3948011.0
45.0	3817345.0
46.0	3757426.0
47.0	3631031.0
48.0	3572062.0
49.0	3441058.0
50.0	3386275.0
51.0	3261089.0
52.0	3207117.0
53.0	3098948.0
54.0	3034034.0
55.0	2935132.0
56.0	2864990.0
57.0	2774072.0
58.0	2715409.0
59.0	2621753.0
60.0	2562136.0
61.0	2480181.0
62.0	2410436.0
63.0	2337283.0
64.0	2273513.0
65.0	2195829.0
66.0	2141907.0
67.0	2070837.0
68.0	2014257.0
69.0	1942399.0
70.0	1894678.0
71.0	1822137.0
72.0	1769125.0
73.0	1715486.0
74.0	1662235.0
75.0	1612001.0
76.0	1566988.0
77.0	1508221.0
78.0	1468739.0
79.0	1415151.0
80.0	1368745.0
81.0	1322462.0
82.0	1283099.0
83.0	1236858.0
84.0	1197387.0
85.0	1156084.0
86.0	1118810.0
87.0	1082276.0
88.0	1045867.0
89.0	1011703.0
90.0	977899.0
91.0	941557.0
92.0	907149.0
93.0	878129.0
94.0	847240.0
95.0	818416.0
96.0	787585.0
97.0	761840.0
98.0	736324.0
99.0	711186.0
100.0	684928.0
101.0	662641.0
102.0	637200.0
103.0	612952.0
104.0	591592.0
105.0	571265.0
106.0	551076.0
107.0	532669.0
108.0	513556.0
109.0	492792.0
110.0	476928.0
111.0	459485.0
112.0	442924.0
113.0	425608.0
114.0	411674.0
115.0	394920.0
116.0	382004.0
117.0	366376.0
118.0	353275.0
119.0	342842.0
120.0	329272.0
121.0	317253.0
122.0	306420.0
123.0	294403.0
124.0	285209.0
125.0	272377.0
126.0	264768.0
127.0	255737.0
128.0	245459.0
129.0	237270.0
130.0	228591.0
131.0	221329.0
132.0	212326.0
133.0	205149.0
134.0	197655.0
135.0	192608.0
136.0	183121.0
137.0	177763.0
138.0	171816.0
139.0	165499.0
140.0	160393.0
141.0	153976.0
142.0	149601.0
143.0	142397.0
144.0	138672.0
145.0	134440.0
146.0	130410.0
147.0	124535.0
148.0	121060.0
149.0	115960.0
150.0	113944.0
151.0	109885.0
152.0	105812.0
153.0	102248.0
154.0	98638.0
155.0	95349.0
156.0	92444.0
157.0	89482.0
158.0	86320.0
159.0	82660.0
160.0	80676.0
161.0	78209.0
162.0	75462.0
163.0	72436.0
164.0	70645.0
165.0	68103.0
166.0	65953.0
167.0	64688.0
168.0	62126.0
169.0	60150.0
170.0	58870.0
171.0	56974.0
172.0	55205.0
173.0	53488.0
174.0	51942.0
175.0	50158.0
176.0	49117.0
177.0	48095.0
178.0	46586.0
179.0	45317.0
180.0	43965.0
181.0	42687.0
182.0	41245.0
183.0	40131.0
184.0	39159.0
185.0	38349.0
186.0	37343.0
187.0	36051.0
188.0	35280.0
189.0	34315.0
190.0	33733.0
191.0	32681.0
192.0	31487.0
193.0	31069.0
194.0	30421.0
195.0	28486.0
196.0	28309.0
197.0	27816.0
198.0	26841.0
199.0	26124.0
200.0	25505.0
201.0	24877.0
202.0	24467.0
203.0	24192.0
204.0	23259.0
205.0	22716.0
206.0	22738.0
207.0	21224.0
208.0	21186.0
209.0	20836.0
210.0	20030.0
211.0	19973.0
212.0	19860.0
213.0	18777.0
214.0	18591.0
215.0	17862.0
216.0	17720.0
217.0	16847.0
218.0	16797.0
219.0	16376.0
220.0	16067.0
221.0	15923.0
222.0	15355.0
223.0	15344.0
224.0	15043.0
225.0	14297.0
226.0	14188.0
227.0	13750.0
228.0	13526.0
229.0	13370.0
230.0	12622.0
231.0	12508.0
232.0	12329.0
233.0	12032.0
234.0	11457.0
235.0	11292.0
236.0	10963.0
237.0	10793.0
238.0	10558.0
239.0	10412.0
240.0	10130.0
241.0	10015.0
242.0	9672.0
243.0	9201.0
244.0	9091.0
245.0	9084.0
246.0	8850.0
247.0	8608.0
248.0	8422.0
249.0	8273.0
250.0	8275.0
251.0	7932.0
252.0	7801.0
253.0	7742.0
254.0	7453.0
255.0	7279.0
256.0	7223.0
257.0	7190.0
258.0	7227.0
259.0	6824.0
260.0	7037.0
261.0	6733.0
262.0	6644.0
263.0	6484.0
264.0	6517.0
265.0	6132.0
266.0	6226.0
267.0	6199.0
268.0	6035.0
269.0	5862.0
270.0	5800.0
271.0	5716.0
272.0	5786.0
273.0	5450.0
274.0	5512.0
275.0	5209.0
276.0	5070.0
277.0	5059.0
278.0	5029.0
279.0	4912.0
280.0	4831.0
281.0	4759.0
282.0	4735.0
283.0	4604.0
284.0	4553.0
285.0	4370.0
286.0	4572.0
287.0	4281.0
288.0	4211.0
289.0	4065.0
290.0	4253.0
291.0	4108.0
292.0	3777.0
293.0	3858.0
294.0	3816.0
295.0	3742.0
296.0	3683.0
297.0	3753.0
298.0	3616.0
299.0	3610.0
300.0	3576.0
301.0	3405.0
302.0	3278.0
303.0	3346.0
304.0	3156.0
305.0	3199.0
306.0	3132.0
307.0	3223.0
308.0	3096.0
309.0	3073.0
310.0	3185.0
311.0	3039.0
312.0	3040.0
313.0	2973.0
314.0	2865.0
315.0	2830.0
316.0	2774.0
317.0	2773.0
318.0	2652.0
319.0	2552.0
320.0	2587.0
321.0	2455.0
322.0	2580.0
323.0	2463.0
324.0	2363.0
325.0	2413.0
326.0	2296.0
327.0	2240.0
328.0	2280.0
329.0	2170.0
330.0	2197.0
331.0	2140.0
332.0	2044.0
333.0	2028.0
334.0	2112.0
335.0	2018.0
336.0	1963.0
337.0	1983.0
338.0	1994.0
339.0	1892.0
340.0	1899.0
341.0	1799.0
342.0	1819.0
343.0	1833.0
344.0	1809.0
345.0	1674.0
346.0	1770.0
347.0	1699.0
348.0	1693.0
349.0	1570.0
350.0	1569.0
351.0	1510.0
352.0	1574.0
353.0	1534.0
354.0	1495.0
355.0	1475.0
356.0	1570.0
357.0	1516.0
358.0	1466.0
359.0	1464.0
360.0	1377.0
361.0	1387.0
362.0	1359.0
363.0	1392.0
