#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	1.8996197847680127E-7
4.0	4.432446164458696E-7
5.0	6.332065949226709E-7
6.0	1.9629404442602797E-6
7.0	2.342864401213883E-6
8.0	4.939011440396833E-6
9.0	9.054854307394194E-6
10.0	2.0959138291940406E-5
11.0	6.186428432394494E-5
12.0	1.9977668069810268E-4
13.0	6.018628684739988E-4
14.0	0.0017429644731841438
15.0	0.004608984163123137
16.0	0.010693782937032544
17.0	0.021851706308143405
18.0	0.039067200569581996
19.0	0.061110895117305955
20.0	0.08426776685890396
21.0	0.10357246295963042
22.0	0.11373226277516468
23.0	0.11224068132016482
24.0	0.10189307242857651
25.0	0.09395475131000947
26.0	0.06184972057226173
27.0	0.05337722637021791
28.0	0.039536216694441226
29.0	0.02842812668235077
30.0	0.020038645864901318
31.0	0.013992852617239152
32.0	0.009704397632465871
33.0	0.006753401617488254
34.0	0.004763866496241222
35.0	0.0034012692246271265
36.0	0.002496227038504153
37.0	0.0017995098221107383
38.0	0.0012800271316361794
39.0	8.773077372653605E-4
40.0	6.023061130904445E-4
41.0	4.140537924199346E-4
42.0	2.9083178904798274E-4
43.0	2.118076060016334E-4
44.0	1.485502671688586E-4
45.0	1.0371924024833349E-4
46.0	7.345196501102982E-5
47.0	5.705191420253264E-5
48.0	4.229820054083442E-5
49.0	2.6721318305736715E-5
50.0	2.6657997646244444E-5
51.0	1.4627072342713699E-5
52.0	7.915082436533385E-6
53.0	6.07878331125764E-6
54.0	4.495766823950964E-6
55.0	5.318935397350436E-6
56.0	2.9127503366442864E-6
57.0	2.4061850607061493E-6
58.0	2.152902422737081E-6
59.0	1.0764512113685406E-6
60.0	1.456375168322143E-6
61.0	6.33206594922671E-7
62.0	1.2664131898453418E-7
63.0	5.065652759381367E-7
64.0	3.1660329746133545E-7
65.0	4.432446164458696E-7
66.0	6.332065949226709E-8
67.0	2.849429677152019E-6
68.0	6.332065949226709E-8
69.0	2.5328263796906836E-7
70.0	3.7992395695360254E-7
71.0	1.8996197847680127E-7
72.0	1.2664131898453418E-7
73.0	1.8996197847680127E-7
74.0	1.2664131898453418E-7
75.0	1.2030925303530749E-6
76.0	0.0
77.0	1.8996197847680127E-7
78.0	1.2664131898453418E-7
79.0	1.8996197847680127E-7
80.0	5.698859354304039E-7
81.0	1.2664131898453418E-7
82.0	6.332065949226709E-8
83.0	0.0
84.0	3.1660329746133545E-7
85.0	0.0
86.0	6.332065949226709E-8
87.0	0.0
88.0	1.2664131898453418E-7
89.0	1.8996197847680127E-7
90.0	6.332065949226709E-8
91.0	6.332065949226709E-8
92.0	0.0
93.0	0.0
94.0	1.2664131898453418E-7
95.0	0.0
96.0	0.0
97.0	6.332065949226709E-8
98.0	0.0
99.0	6.332065949226709E-8
100.0	4.939011440396834E-6
