Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
POR-71-S1-TP2_R1_001	85.27809325999682	47.0	150.0	150	18.181818181818183	51248209.0
POR-71-S1-TP2_R2_001	84.54553311067215	46.0	150.0	150	9.090909090909092	51248209.0
POR-73-S1-TP2_R1_001	90.28625645798327	49.0	150.0	150	18.181818181818183	51750431.0
POR-73-S1-TP2_R2_001	89.64705517480192	48.0	150.0	150	9.090909090909092	51750431.0
POR-76-S1-TP2_R1_001	92.96331288203739	47.0	150.0	150	18.181818181818183	50199897.0
POR-76-S1-TP2_R2_001	92.25269787187227	47.0	150.0	150	9.090909090909092	50199897.0
POR-79-S1-TP2_R1_001	90.06750999229472	49.0	150.0	150	18.181818181818183	50299323.0
POR-79-S1-TP2_R2_001	89.42360399047593	48.0	150.0	150	9.090909090909092	50299323.0
POR-82-S1-TP2_R1_001	83.065467442371	46.0	150.0	150	18.181818181818183	49279402.0
POR-82-S1-TP2_R2_001	82.12176685189603	45.0	150.0	150	9.090909090909092	49279402.0
RNA-POR-71-S1-TP2_R1_001	85.27809325999682	47.0	150.0	150	18.181818181818183	51248209.0
RNA-POR-71-S1-TP2_R2_001	84.54553311067215	46.0	150.0	150	9.090909090909092	51248209.0
RNA-POR-73-S1-TP2_R1_001	90.28625645798327	49.0	150.0	150	18.181818181818183	51750431.0
RNA-POR-73-S1-TP2_R2_001	89.64705517480192	48.0	150.0	150	9.090909090909092	51750431.0
RNA-POR-76-S1-TP2_R1_001	92.96331288203739	47.0	150.0	150	18.181818181818183	50199897.0
RNA-POR-76-S1-TP2_R2_001	92.25269787187227	47.0	150.0	150	9.090909090909092	50199897.0
RNA-POR-79-S1-TP2_R1_001	90.06750999229472	49.0	150.0	150	18.181818181818183	50299323.0
RNA-POR-79-S1-TP2_R2_001	89.42360399047593	48.0	150.0	150	9.090909090909092	50299323.0
RNA-POR-82-S1-TP2_R1_001	83.065467442371	46.0	150.0	150	18.181818181818183	49279402.0
RNA-POR-82-S1-TP2_R2_001	82.12176685189603	45.0	150.0	150	9.090909090909092	49279402.0
