Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
ACR-140-S1-TP2_R1_001	79.16483081038993	43.0	150.0	150	18.181818181818183	48199794.0
ACR-140-S1-TP2_R2_001	77.57314331662633	43.0	150.0	150	9.090909090909092	48199794.0
ACR-145-S1-TP2_R1_001	79.6714009785487	43.0	150.0	150	18.181818181818183	43288869.0
ACR-145-S1-TP2_R2_001	78.33837276454452	43.0	150.0	150	18.181818181818183	43288869.0
ACR-150-S1-TP2_R1_001	78.34197885517464	44.0	150.0	150	18.181818181818183	44216948.0
ACR-150-S1-TP2_R2_001	77.28448413285771	44.0	150.0	150	18.181818181818183	44216948.0
ACR-173-S1-TP2_R1_001	76.24424331811873	43.0	150.0	150	18.181818181818183	47976843.0
ACR-173-S1-TP2_R2_001	74.65496561554617	44.0	150.0	150	18.181818181818183	47976843.0
RNA-ACR-140-S1-TP2_R1_001	79.16483081038993	43.0	150.0	150	18.181818181818183	48199794.0
RNA-ACR-140-S1-TP2_R2_001	77.57314331662633	43.0	150.0	150	9.090909090909092	48199794.0
RNA-ACR-145-S1-TP2_R1_001	79.6714009785487	43.0	150.0	150	18.181818181818183	43288869.0
RNA-ACR-145-S1-TP2_R2_001	78.33837276454452	43.0	150.0	150	18.181818181818183	43288869.0
RNA-ACR-150-S1-TP2_R1_001	78.34197885517464	44.0	150.0	150	18.181818181818183	44216948.0
RNA-ACR-150-S1-TP2_R2_001	77.28448413285771	44.0	150.0	150	18.181818181818183	44216948.0
RNA-ACR-173-S1-TP2_R1_001	76.24424331811873	43.0	150.0	150	18.181818181818183	47976843.0
RNA-ACR-173-S1-TP2_R2_001	74.65496561554617	44.0	150.0	150	18.181818181818183	47976843.0
RNA-ACR-178-S1-TP2_R1_001	74.50498898719734	41.0	150.0	150	18.181818181818183	43185440.0
RNA-ACR-178-S1-TP2_R2_001	73.0547632196585	42.0	150.0	150	18.181818181818183	43185440.0
