sample140	sample145	sample150	sample173	sample178
Cluster_43	2.61750703125981	6.59659352343496	1.89817822529608	4.51594518621389	8.31441790909171
Cluster_45	1.89817822529608	1.89817822529608	5.44521203300842	4.43967831152473	6.3350355158166
Cluster_89	4.17285469967492	4.42161085806865	3.58020480389874	5.72782365295942	3.6392828378184
Cluster_127	4.45668646706023	4.48005454734203	4.47326429752475	5.29140868649477	4.85848528889571
Cluster_1054	5.55123060680024	6.60937964550689	5.49822476237935	4.43967831152473	5.77985793313446
Cluster_1122	6.34112824640741	4.83152707276197	3.86782611628016	4.27293379149573	5.57163967916948
Cluster_1202	4.51922901733497	4.42161085806865	4.89022556332599	4.78463262174215	4.50829866411608
Cluster_1357	4.8919539428864	4.69168361229147	5.07726336661921	4.84438580182259	4.97710530877775
Cluster_1378	4.45668646706023	4.29657227174533	5.78055026646565	4.08240859782496	5.57163967916948
Cluster_1538	6.18065706904107	1.89817822529608	2.83263268062847	5.33335106843862	3.47243722565361
Cluster_1539	6.14242253837136	2.86040416960434	1.89817822529608	4.58818350339417	3.03756015740974
Cluster_1596	6.21789931351883	2.86040416960434	2.56460747848472	5.29140868649477	2.71403000433615
Cluster_1630	6.21789931351883	2.58475875154798	2.56460747848472	5.33335106843862	2.71403000433615
Cluster_1682	6.14242253837136	1.89817822529608	1.89817822529608	4.6568150605222	1.89817822529608
Cluster_1689	6.12291626776215	1.89817822529608	1.89817822529608	4.58818350339417	1.89817822529608
Cluster_1706	3.58137280919137	3.38171491150683	5.66961905425165	6.33214252078728	3.27709032469717
Cluster_1720	6.19939898101047	2.58475875154798	3.03325413397606	5.37408859953992	3.27709032469717
Cluster_1722	6.18065706904107	1.89817822529608	1.89817822529608	5.33335106843862	3.03756015740974
Cluster_1723	6.14242253837136	1.89817822529608	2.56460747848472	4.72219654712041	1.89817822529608
Cluster_1804	6.23616424550794	7.04532970352722	6.36772820284885	6.87363349722893	6.96416069335897
Cluster_1812	6.39086745715431	7.3720520581776	7.05354568796247	7.25541439683106	7.83121873993455
Cluster_1828	1.89817822529608	3.62664307534373	6.98137014933216	6.22553952514006	1.89817822529608
Cluster_1887	4.51922901733497	5.21684052610222	5.27315762886845	5.72782365295942	4.65917192825068
Cluster_2405	2.9054493006835	1.89817822529608	1.89817822529608	1.89817822529608	6.75092742325565
Cluster_2576	6.43894248447396	7.45223204824502	7.70162997861743	8.18680997501007	7.37944274820464
Cluster_2636	1.89817822529608	1.89817822529608	1.89817822529608	1.89817822529608	6.75092742325565
Cluster_2659	3.44778646667812	3.38171491150683	5.33285764943954	5.75881241046036	1.89817822529608
Cluster_2689	1.89817822529608	2.86040416960434	2.56460747848472	2.6879142484727	7.70990284786619
Cluster_3129	4.63635077385112	4.48005454734203	4.96805766677737	4.58818350339417	4.42613374104336
Cluster_3133	5.46052908323208	6.44788934149372	6.88574622687269	1.89817822529608	1.89817822529608
Cluster_3231	4.8919539428864	5.96087458548014	6.21850986241738	5.93184078231241	6.66640945152931
Cluster_3253	2.61750703125981	2.58475875154798	6.50289701401129	1.89817822529608	3.27709032469717
Cluster_3364	2.61750703125981	5.54624413476827	3.3407866981601	3.73108867076169	7.28062607707784
Cluster_3482	1.89817822529608	1.89817822529608	2.56460747848472	1.89817822529608	6.75092742325565
Cluster_4222	5.69064158135909	3.38171491150683	5.04179592541979	4.72219654712041	5.96156411837301
Cluster_4252	12.2185187880112	13.0272872238378	12.9599204969936	13.2317271249465	13.0618115735641
Cluster_4306	2.61750703125981	7.87873487348538	1.89817822529608	4.72219654712041	5.64447367193482
Cluster_4800	4.51922901733497	4.29657227174533	4.92968236678317	4.58818350339417	4.58580411817454
Cluster_4890	6.18065706904107	4.83152707276197	3.95065485906519	5.2036028551716	6.2905073506542
Cluster_4947	4.84445272089141	2.86040416960434	4.5774130392262	3.9756738351585	5.57163967916948
Cluster_5017	8.58469323448861	10.0770444611876	8.97415431164682	7.91970801857721	10.9410806591926
Cluster_5181	3.29641394288391	12.1278590319408	3.46673516788457	1.89817822529608	1.89817822529608
Cluster_5266	3.12017879279612	1.89817822529608	2.56460747848472	7.55693456068531	1.89817822529608
Cluster_5488	10.7676586233667	4.00468414809946	3.46673516788457	3.42516369885781	3.78578369400776
Cluster_5564	1.89817822529608	1.89817822529608	1.89817822529608	1.89817822529608	6.75092742325565
Cluster_5759	4.51922901733497	4.48005454734203	4.96805766677737	4.58818350339417	4.50829866411608
Cluster_5796	4.69137723052287	4.64174798748205	4.89022556332599	4.51594518621389	4.50829866411608
Cluster_5917	1.89817822529608	4.08394079778203	3.68375944534918	6.64484584142902	3.27709032469717
Cluster_5924	2.9054493006835	1.89817822529608	1.89817822529608	2.6879142484727	7.684364826247
Cluster_5964	11.8751602820887	11.7307030802649	12.5980917173241	12.7659168141114	12.7159383264496
Cluster_6039	5.49140963767857	5.07512127027382	4.76468727659811	4.51594518621389	5.57163967916948
Cluster_6070	6.14242253837136	3.51062027214127	5.75904242047382	5.69614770822767	6.17274326865873
Cluster_6448	5.93427771650383	7.56143029329785	8.03132708991872	6.87363349722893	6.79935394514099
Cluster_6534	7.1369165184247	5.94073717469539	6.78331690405596	5.81884430287583	7.69292786042152
Cluster_6546	5.36364609891819	6.43357593089351	6.82516716999675	1.89817822529608	1.89817822529608
Cluster_6561	8.55596786528595	2.58475875154798	7.21172734349268	7.62549040170383	7.63189026356213
Cluster_6678	2.9054493006835	1.89817822529608	1.89817822529608	1.89817822529608	6.76725130183296
Cluster_6679	4.69137723052287	4.73987989238243	5.11185925037406	5.10997862986625	4.72883808046679
