sample140	sample145	sample150	sample173	sample178
Cluster_7	1.89817822529608	2.58475875154798	2.83263268062847	2.6879142484727	8.28640548461479
Cluster_10	5.86544283333413	4.87518444607985	8.72918519777769	10.906706243544	9.3253707892545
Cluster_35	3.29641394288391	3.51062027214127	4.52632880555326	8.81562476005029	3.03756015740974
Cluster_42	5.32982489958558	10.687953006517	9.62483501576272	12.8180918976061	9.47680767797951
Cluster_43	2.61750703125981	6.59659352343496	1.89817822529608	4.51594518621389	8.31441790909171
Cluster_49	3.70142232915841	11.3732525888765	2.83263268062847	2.6879142484727	4.97710530877775
Cluster_51	1.89817822529608	10.3730877346764	1.89817822529608	1.89817822529608	1.89817822529608
Cluster_52	1.89817822529608	8.41079063950846	1.89817822529608	1.89817822529608	9.31708821328885
Cluster_59	8.92512237963938	3.38171491150683	9.72898250460314	9.03620354261187	2.71403000433615
Cluster_64	1.89817822529608	3.06644188883857	7.65601464864265	1.89817822529608	1.89817822529608
Cluster_70	1.89817822529608	2.58475875154798	8.9460096334718	1.89817822529608	1.89817822529608
Cluster_75	5.25966125514971	4.36053808384975	5.14562631091425	10.5721366293968	7.44174653149849
Cluster_81	2.9054493006835	1.89817822529608	3.3407866981601	8.1407182765049	2.71403000433615
Cluster_86	10.9899543360796	8.99868367295028	7.50338591560207	11.6860696011953	5.13812403740338
Cluster_87	8.98021257981655	3.23589485301291	6.4768609994212	9.13648049817245	4.79517103045935
Cluster_90	10.0921796230428	4.22940507862997	10.9379984042872	3.73108867076169	11.5609259309188
Cluster_96	9.02543990820213	7.44512449715924	6.66152866845532	1.89817822529608	1.89817822529608
Cluster_97	4.32224339298195	8.14305193955558	1.89817822529608	3.0019151381442	1.89817822529608
Cluster_103	9.1793205351431	9.1351709606934	4.67421931064808	1.89817822529608	2.71403000433615
Cluster_104	7.77673854463777	2.86040416960434	6.56599634546502	7.58302653666431	1.89817822529608
Cluster_105	7.18463691439131	2.86040416960434	7.45758549218847	9.6227681634239	2.71403000433615
