sample140	sample145	sample150	sample173	sample178
Cluster_1	2.9054493006835	5.18272216495561	5.52400843580506	5.15756683553817	6.50051172674527
Cluster_2	3.12017879279612	4.99853035527867	5.82261891395015	5.37408859953992	5.49488167272623
Cluster_3	6.81169752729794	6.11253140121518	7.52891869925516	7.13120511446049	7.684364826247
Cluster_4	3.44778646667812	4.78645815049093	4.67421931064808	6.01109576071616	6.93556501709569
Cluster_5	3.12017879279612	5.03734728847715	5.82261891395015	5.45221670690503	4.97710530877775
Cluster_6	6.45461667557273	6.29790392918332	7.85079533054158	7.02095693078026	8.33096787998371
Cluster_7	1.89817822529608	2.58475875154798	2.83263268062847	2.6879142484727	8.28640548461479
Cluster_8	5.55123060680024	8.22830338159099	4.8496225403735	8.03759055722682	8.44178706375864
Cluster_9	2.9054493006835	4.78645815049093	5.64635984117265	5.00968945491043	6.50051172674527
Cluster_10	5.86544283333413	4.87518444607985	8.72918519777769	10.906706243544	9.3253707892545
Cluster_11	5.7681876649451	5.67399072047219	7.88084622129437	7.1661560525193	8.31995569350463
Cluster_12	3.29641394288391	5.11190814872358	5.07726336661921	6.15755879736216	7.37944274820464
Cluster_13	3.44778646667812	4.95860962051107	5.84319809265717	5.2036028551716	6.24455429413927
Cluster_14	4.09134543852329	5.67399072047219	5.2423367522318	5.63060603145659	5.53377775469591
Cluster_15	6.69784944702786	6.21659784479921	7.89072560751996	7.43807126367052	8.12495072821491
Cluster_16	3.70142232915841	5.07512127027382	5.07726336661921	6.18057868809569	7.29194631602347
Cluster_17	3.44778646667812	5.21684052610222	5.80173929931656	5.33335106843862	6.37822485647812
Cluster_18	6.19939898101047	5.64934037900155	7.71281182332103	6.9822490830518	8.53043662763156
Cluster_19	3.29641394288391	4.83152707276197	4.76468727659811	5.78914343292108	6.86148813574492
Cluster_20	2.61750703125981	4.99853035527867	5.80173929931656	5.41368961220579	5.23608268697824
Cluster_21	6.30698555937599	6.2820068453409	7.84063756487093	7.31890731793622	8.16242386419434
Cluster_22	3.12017879279612	4.95860962051107	5.59867190541469	5.2036028551716	6.53906682902429
Cluster_23	3.12017879279612	4.83152707276197	5.66961905425165	4.58818350339417	6.57661518540027
Cluster_24	3.81073014561682	5.81357473656272	4.80780240962558	5.00968945491043	7.78391007969513
Cluster_25	6.83581918027347	5.67399072047219	7.47739270388594	7.28751051710204	8.50148795849526
Cluster_26	3.58137280919137	5.28270326926797	5.27315762886845	6.08619633778908	6.6132081886967
Cluster_27	2.9054493006835	4.9175186012218	5.41794562251674	5.33335106843862	6.48083942918973
Cluster_28	3.81073014561682	6.41911854855685	4.52632880555326	4.90168406806146	7.70990284786619
Cluster_29	6.28960497040214	6.37485274244596	7.45092213799117	6.95585353105065	8.43669862770258
Cluster_30	3.12017879279612	4.22940507862997	4.8496225403735	5.93184078231241	6.99219960037501
Cluster_31	3.44778646667812	5.03734728847715	5.52400843580506	5.24818665563546	6.2905073506542
Cluster_32	5.60864043458274	5.37608974471918	7.38952377213089	7.25541439683106	8.63187195377625
Cluster_33	3.29641394288391	5.1477593132143	4.89022556332599	5.95874927527337	6.94993383239279
Cluster_34	2.9054493006835	5.07512127027382	5.71503048874239	4.90168406806146	5.53377775469591
Cluster_35	3.29641394288391	3.51062027214127	4.52632880555326	8.81562476005029	3.03756015740974
Cluster_36	3.91125385060428	1.89817822529608	1.89817822529608	7.13120511446049	5.49488167272623
Cluster_37	6.04212477858495	3.06644188883857	3.03325413397606	6.18057868809569	3.27709032469717
Cluster_38	4.74429899504185	7.13642259886575	7.97207499638206	7.2225870545731	8.3953316751916
Cluster_39	4.69137723052287	9.14177764030272	5.84319809265717	3.0019151381442	4.50829866411608
Cluster_40	6.97263233767638	8.37758729587538	7.23518908100108	6.43137810606947	8.22869362514341
Cluster_41	6.21789931351883	8.97421413169869	6.59048077866593	5.5619071827908	7.30317832177097
Cluster_42	5.32982489958558	10.687953006517	9.62483501576272	12.8180918976061	9.47680767797951
Cluster_43	2.61750703125981	6.59659352343496	1.89817822529608	4.51594518621389	8.31441790909171
Cluster_44	7.28436959542917	3.06644188883857	6.59048077866593	3.58795375047668	3.03756015740974
Cluster_45	1.89817822529608	1.89817822529608	5.44521203300842	4.43967831152473	6.3350355158166
Cluster_46	6.87126037252302	4.73987989238243	8.58454109774534	5.00968945491043	5.37137266299933
Cluster_47	4.79527669578	4.48005454734203	5.78055026646565	5.63060603145659	5.98972658609277
Cluster_48	6.16166715085321	7.72292961126149	7.02690189619245	4.90168406806146	3.47243722565361
Cluster_49	3.70142232915841	11.3732525888765	2.83263268062847	2.6879142484727	4.97710530877775
Cluster_50	6.90585006831596	9.5421207846793	4.8496225403735	7.083244429378	3.6392828378184
Cluster_51	1.89817822529608	10.3730877346764	1.89817822529608	1.89817822529608	1.89817822529608
Cluster_52	1.89817822529608	8.41079063950846	1.89817822529608	1.89817822529608	9.31708821328885
Cluster_53	3.70142232915841	2.86040416960434	1.89817822529608	6.96911177980381	1.89817822529608
Cluster_54	3.91125385060428	2.86040416960434	3.58020480389874	6.26913486374016	4.24514731357241
Cluster_55	4.8919539428864	4.42161085806865	4.36049601966958	3.42516369885781	5.03285158032514
Cluster_56	2.9054493006835	7.40172705711594	2.56460747848472	3.23485763429433	2.71403000433615
Cluster_57	2.9054493006835	1.89817822529608	3.58020480389874	7.67484921863705	4.72883808046679
Cluster_58	4.5790373878572	4.73987989238243	5.73720592788724	1.89817822529608	6.63116143033721
Cluster_59	8.92512237963938	3.38171491150683	9.72898250460314	9.03620354261187	2.71403000433615
Cluster_60	4.39113258393098	5.9807328141162	3.03325413397606	5.06072734164018	8.94304057828219
Cluster_61	3.70142232915841	5.21684052610222	2.56460747848472	4.78463262174215	8.7308035870667
Cluster_62	4.93789394361035	6.81097476962968	3.19845966409648	6.01109576071616	8.94662452489698
Cluster_63	5.52163426785717	3.23589485301291	1.89817822529608	6.18057868809569	1.89817822529608
Cluster_64	1.89817822529608	3.06644188883857	7.65601464864265	1.89817822529608	1.89817822529608
Cluster_65	6.28960497040214	6.64706995680098	6.89559948219435	1.89817822529608	7.78391007969513
Cluster_66	7.70658049352941	5.62425668358451	2.83263268062847	5.10997862986625	1.89817822529608
Cluster_67	7.62593787659638	7.87345082062976	4.72019125719402	8.26945190886911	7.62295576380556
Cluster_68	4.32224339298195	6.86526535962161	6.40963006292387	5.59667036700381	3.78578369400776
Cluster_69	5.91169852951608	5.81357473656272	5.82261891395015	7.92651607815251	6.8151407143546
Cluster_70	1.89817822529608	2.58475875154798	8.9460096334718	1.89817822529608	1.89817822529608
Cluster_71	1.89817822529608	4.58993695029682	2.83263268062847	2.6879142484727	6.6132081886967
Cluster_72	5.93427771650383	4.22940507862997	4.47326429752475	1.89817822529608	1.89817822529608
Cluster_73	6.32415834088666	6.63461591476508	6.89559948219435	7.31890731793622	7.71831597851167
Cluster_74	2.61750703125981	6.76601814907747	3.95065485906519	2.6879142484727	1.89817822529608
Cluster_75	5.25966125514971	4.36053808384975	5.14562631091425	10.5721366293968	7.44174653149849
Cluster_76	4.51922901733497	5.25015499698834	7.54777581217343	6.80133760791488	3.78578369400776
Cluster_77	5.81764180941382	4.95860962051107	7.21959044590932	3.58795375047668	4.24514731357241
Cluster_78	8.24559258261525	7.54157580788475	7.51620883837433	4.08240859782496	7.90677261736709
Cluster_79	5.58022455723025	5.31452040141	6.10398647449732	5.59667036700381	2.71403000433615
Cluster_80	7.70002990610636	7.76348750672151	6.8557753003432	7.82085776638101	3.03756015740974
Cluster_81	2.9054493006835	1.89817822529608	3.3407866981601	8.1407182765049	2.71403000433615
Cluster_82	6.14242253837136	3.06644188883857	5.41794562251674	6.08619633778908	3.27709032469717
Cluster_83	2.61750703125981	4.08394079778203	3.19845966409648	3.23485763429433	8.2750463806166
Cluster_84	8.80819780621273	6.54428116705563	6.87582507747149	6.22553952514006	7.23443430251183
Cluster_85	4.69137723052287	6.82199791597829	5.82261891395015	5.06072734164018	8.75961423944102
Cluster_86	10.9899543360796	8.99868367295028	7.50338591560207	11.6860696011953	5.13812403740338
Cluster_87	8.98021257981655	3.23589485301291	6.4768609994212	9.13648049817245	4.79517103045935
Cluster_88	8.43102991633635	4.87518444607985	5.47196534174298	7.82814768466756	4.50829866411608
Cluster_89	4.17285469967492	4.42161085806865	3.58020480389874	5.72782365295942	3.6392828378184
Cluster_90	10.0921796230428	4.22940507862997	10.9379984042872	3.73108867076169	11.5609259309188
Cluster_91	4.17285469967492	2.58475875154798	3.3407866981601	7.13120511446049	5.32769515857229
Cluster_92	7.24889669708381	4.69168361229147	3.3407866981601	5.10997862986625	5.87359310321582
Cluster_93	9.71411157798656	8.65819298379786	9.0922836321423	9.95618277187743	9.67129191485748
Cluster_94	9.02019205817651	9.88302551529238	8.52553540736826	8.86606656080663	9.0266893849588
Cluster_95	9.26832919499143	9.72335384365223	9.05763013294793	10.9339840448588	8.21091993103699
Cluster_96	9.02543990820213	7.44512449715924	6.66152866845532	1.89817822529608	1.89817822529608
Cluster_97	4.32224339298195	8.14305193955558	1.89817822529608	3.0019151381442	1.89817822529608
Cluster_98	6.5742139894532	8.23655778759754	5.36179074365286	7.72257398930178	6.55796354346231
Cluster_99	1.89817822529608	6.51739367359332	2.56460747848472	5.95874927527337	3.91684249463538
Cluster_100	1.89817822529608	1.89817822529608	7.0797055818853	2.6879142484727	1.89817822529608
Cluster_101	4.84445272089141	8.70355619681825	5.17860415406353	8.30645525293438	7.34725087174661
Cluster_102	10.1304282404746	8.93671350418863	10.1732547049041	12.1249122399283	8.47194637130067
Cluster_103	9.1793205351431	9.1351709606934	4.67421931064808	1.89817822529608	2.71403000433615
Cluster_104	7.77673854463777	2.86040416960434	6.56599634546502	7.58302653666431	1.89817822529608
Cluster_105	7.18463691439131	2.86040416960434	7.45758549218847	9.6227681634239	2.71403000433615
Cluster_106	2.61750703125981	5.85722985983055	5.21082956043329	6.22553952514006	7.63189026356213
Cluster_107	8.05857565727374	5.21684052610222	8.88554964946431	8.94193196491009	7.667084653978
Cluster_108	5.42896308146911	5.25015499698834	2.56460747848472	7.13120511446049	7.60491891735943
Cluster_109	1.89817822529608	3.62664307534373	5.82261891395015	6.22553952514006	3.78578369400776
Cluster_110	2.61750703125981	8.59860585280548	7.36846233429759	8.53744113476035	7.23443430251183
Cluster_111	2.61750703125981	1.89817822529608	2.56460747848472	6.84514930879279	1.89817822529608
Cluster_112	11.0834886970674	4.48005454734203	4.8496225403735	6.31144557112033	6.31294397622057
Cluster_113	2.9054493006835	5.51926101977496	1.89817822529608	2.6879142484727	6.70081457527242
Cluster_114	7.46524784492899	10.0907666986614	6.17054310106474	2.6879142484727	5.98972658609277
Cluster_115	5.74280380851774	5.34563906191227	5.52400843580506	5.75881241046036	4.919051694064
Cluster_116	5.52163426785717	4.69168361229147	5.21082956043329	7.9667029529797	2.71403000433615
Cluster_117	9.94487178566558	8.08480749474483	7.13895893035866	7.76117231009278	10.1745143668912
Cluster_118	5.02548884227329	5.59872394591265	6.23414906928795	6.18057868809569	4.58580411817454
Cluster_119	7.25784712255948	5.67399072047219	8.85055135686429	9.37161912078153	7.14985451285153
Cluster_120	3.91125385060428	5.92031256070214	1.89817822529608	7.24455483421831	5.90352141363015
Cluster_121	6.8595433142211	9.96974340278478	6.99975593632302	11.5810623003364	3.78578369400776
Cluster_122	9.14598006057996	7.03589539283606	9.0922836321423	10.0004011898868	5.13812403740338
Cluster_123	3.29641394288391	5.96087458548014	4.1018716116004	4.90168406806146	1.89817822529608
Cluster_124	6.78716477608524	5.07512127027382	3.3407866981601	6.06159736193164	7.86191695476956
Cluster_125	1.89817822529608	8.08022818641801	7.15545027627977	7.8426178774157	1.89817822529608
Cluster_126	6.93962830028415	5.07512127027382	1.89817822529608	3.0019151381442	1.89817822529608
Cluster_127	4.45668646706023	4.48005454734203	4.47326429752475	5.29140868649477	4.85848528889571
Cluster_128	5.60864043458274	4.08394079778203	6.60256845389977	7.52139397623781	8.22279336440066
Cluster_129	2.61750703125981	1.89817822529608	5.36179074365286	7.17762045330004	2.71403000433615
Cluster_130	2.9054493006835	6.35978917326011	1.89817822529608	2.6879142484727	1.89817822529608
Cluster_131	8.58469323448861	1.89817822529608	1.89817822529608	1.89817822529608	1.89817822529608
Cluster_132	1.89817822529608	2.58475875154798	8.14299280646349	8.21488674870046	10.4454045160334
Cluster_133	9.86954778432133	9.49645788711773	9.1050670429207	4.08240859782496	8.30885878008575
Cluster_134	9.89843589186621	9.2374101480739	7.86088204010447	10.0910400498097	9.37142780349605
Cluster_135	3.58137280919137	8.43609717158068	3.19845966409648	4.43967831152473	2.71403000433615
Cluster_136	7.41812534011131	10.6735875288544	2.83263268062847	3.0019151381442	10.8852183768871
Cluster_137	6.27201145964464	4.78645815049093	5.07726336661921	3.85929264229418	4.33867647119103
Cluster_138	1.89817822529608	7.00721592595407	2.83263268062847	1.89817822529608	1.89817822529608
Cluster_139	2.9054493006835	2.58475875154798	7.12227662105401	6.11038045677579	6.90638996865318
Cluster_140	5.10794262263523	6.64706995680098	6.46366401595567	2.6879142484727	3.03756015740974
Cluster_141	13.0020473655862	3.73243480779511	11.1269033245954	3.23485763429433	3.47243722565361
Cluster_142	6.93962830028415	8.97667984879387	7.13064192252681	8.58983770825904	6.86148813574492
Cluster_143	9.56352391962435	2.58475875154798	5.2423367522318	8.14656094247096	4.42613374104336
Cluster_144	8.28987971012388	4.29657227174533	1.89817822529608	1.89817822529608	1.89817822529608
Cluster_145	12.5156137500587	3.38171491150683	1.89817822529608	5.10997862986625	3.47243722565361
Cluster_146	7.37764442582844	1.89817822529608	1.89817822529608	2.6879142484727	1.89817822529608
Cluster_147	7.64652534252567	8.64894660042662	10.103835030189	8.2801215203077	10.8358282322671
