ACR.140	ACR.145	ACR.150	ACR.173	ACR.178
FUN_009069	7.67827477709781	9.50230585578243	9.15744897238153	7.50723730917592	9.32734916880824
FUN_011887	9.89687054658883	7.11542211332439	9.22633456201059	10.0805599079475	9.35275407458267
FUN_024432	10.3485327107097	13.1839227685493	8.08628262579796	10.550963142362	8.59633133153014
FUN_011221	7.11542211332439	10.4279316401483	7.61283116678934	7.39290165775544	7.80900818411956
FUN_002133	7.11542211332439	7.11542211332439	7.11542211332439	7.11542211332439	10.0825122338435
FUN_027313	8.03307142190394	10.3259167587224	9.00320564241135	8.11632496913803	8.76518876173667
FUN_027865	9.86945653708509	7.11542211332439	9.01992297396768	8.92902516018306	7.41349413641268
FUN_027867	7.11542211332439	7.11542211332439	9.43175627699851	9.61235155198049	9.40873653414462
FUN_027866	8.60996217939652	11.2415931535538	11.0911098780246	12.2924815001187	11.3766674458554
FUN_027861	8.60996217939652	10.1062577024717	9.73825660425521	10.9861107138448	10.6984212469014
FUN_027860	8.30649305002584	9.7421916007044	10.8618042785982	10.3231385257958	12.8342357569758
FUN_027868	12.1721928699652	14.2132441965671	14.0326755762429	15.0150305779731	13.9010147608017
FUN_005145	7.11542211332439	7.4668575901528	7.11542211332439	7.11542211332439	10.7122035068701
FUN_009544	8.6067325921707	8.06311794663261	8.29794884924587	10.6144012091162	8.62969857254326
FUN_009545	8.57391139523842	7.98305048562595	8.59098345917655	10.8404366421522	8.32851164696102
FUN_004887	11.2789763870066	8.10040379147173	11.7505977418929	11.2008002031673	12.3682674177491
FUN_020103	7.62612143633717	7.39351297228004	7.11542211332439	9.59096997618696	7.65740047413659
FUN_027458	10.1219057635944	9.62657306782142	11.1039481032178	7.4732809301747	7.11542211332439
FUN_027451	7.48522378269049	9.39803639450243	7.11542211332439	7.11542211332439	7.76635937722934
FUN_042987	8.26246588727046	9.62851799570014	9.24038045186166	9.430962832365	7.60074623417487
FUN_003569	10.8836542465849	12.740209040326	11.9672933485886	13.2372077950674	13.3582886073459
FUN_016494	10.3764482175292	11.4241002207345	10.9978640604741	10.0559504105608	9.18975937325051
FUN_023104	8.54351548642375	10.7105346571871	9.94147842500819	10.3964428095531	9.28468729276329
FUN_031889	10.6933317467749	8.45392320180183	7.25966390844903	9.90499247492632	9.39107845108417
FUN_024433	7.51467272801813	10.9755118078484	7.72314006768297	8.90953908343748	7.81923797683455
FUN_023637	9.37942598090718	9.49803076759281	8.83677461426478	11.7641023757362	9.47085025450392
FUN_007744	7.39818385788151	10.4720704240131	7.11542211332439	7.34209934740044	7.32637795069261
FUN_007743	7.11542211332439	9.38178313344918	7.11542211332439	7.11542211332439	7.11542211332439
FUN_016908	7.32931623381016	7.11542211332439	7.11542211332439	9.11109257642264	7.11542211332439
FUN_003487	10.8889191994464	11.5575251784303	11.3180811265663	12.5964167340721	13.9387992131216
FUN_034273	7.11542211332439	9.23878426216397	7.40354680539176	7.11542211332439	7.11542211332439
FUN_029385	9.19607431244612	7.11542211332439	7.11542211332439	7.65636002916825	8.31753344400686
FUN_029382	10.6649174592883	11.106262750463	8.94285762137018	8.76672611201952	10.5039254446537
FUN_009774	8.22102653531885	10.3282657655113	10.7575046324906	8.69503553095275	8.18135290687905
FUN_012599	9.74875134573418	10.95754072858	12.5280257444296	10.8478819557859	10.8329502964903
FUN_044031	9.33011848188699	13.5045133747333	11.775398480484	11.8708404812303	11.7895059102866
FUN_044032	9.65632602761869	13.6094269407257	14.0169453307774	10.3231385257958	12.1105254478193
FUN_039576	7.51467272801813	10.3223858914748	10.4305742417876	7.11542211332439	11.073055263542
FUN_039573	9.41017919673712	10.831581090772	10.9559616125445	7.4732809301747	11.9118482453646
FUN_031763	8.50162354082134	8.62163351086147	11.872673538317	7.52313269057126	7.11542211332439
FUN_031769	7.11542211332439	8.9701656541978	9.33467936735427	7.11542211332439	7.48016179137154
FUN_038093	11.1256817576888	11.2489885055975	11.316507890011	9.95419159228002	7.86814511779441
FUN_027084	12.4313906586912	7.11542211332439	7.11542211332439	7.11542211332439	12.3987601748744
FUN_037354	10.7638936332789	10.8840997567111	7.52222047524404	7.31178074876522	9.65078743118207
FUN_037355	10.3914453129761	10.2853724812731	7.11542211332439	7.11542211332439	9.56771736027841
FUN_037353	12.5334315595455	12.7575469852388	7.77104034558788	7.82577847925626	11.9831689483058
FUN_026021	10.3839666766342	10.4710100899495	9.77623215523849	11.794070488141	11.7572224034804
FUN_034923	12.1582729633475	10.0530218960134	8.26585973252798	10.3103776021788	9.9313016165767
FUN_036564	9.1800646949172	7.11542211332439	9.1796028265028	7.39290165775544	7.72049733832563
FUN_042054	9.23910434101394	9.39341291915587	9.56390845394889	7.39290165775544	9.06746179776974
FUN_033004	9.62502910681486	7.92167482125951	7.11542211332439	7.34209934740044	7.11542211332439
FUN_025938	8.93663367202396	10.8673426582715	11.4123987167145	13.2448764467324	8.88003515739605
FUN_025425	11.7602233851711	12.3146616689791	10.2561563693193	11.6262372686915	10.48292477988
FUN_007204	7.11542211332439	9.02372437648945	7.11542211332439	7.11542211332439	7.11542211332439
FUN_019338	8.17270474749806	8.40754300012951	10.3646010524982	8.66091961524737	9.02096955815068
FUN_037494	11.5613710681685	9.56485156035803	11.7441840629436	12.0362726780263	11.9058974736376
FUN_006150	8.72924289696493	7.61121336859066	9.17226057753941	8.99096135271761	7.11542211332439
FUN_031260	8.55034323546916	8.73271135527964	10.6079605986034	8.4890549789399	9.47085025450392
FUN_037148	10.5876896342867	7.85466026842178	7.89623150756305	8.22260334894767	8.12205830408313
FUN_018348	10.5437249498481	7.4668575901528	9.93523440874221	7.62023016265549	8.013115607093
FUN_018349	9.84025812279099	9.02063675592111	10.8422038091154	11.0917973228233	9.04152194177835
FUN_018346	10.0274253922547	8.21643460534619	10.3676676565178	9.00662210123245	8.98797417774018
FUN_040888	9.90862219555421	7.50809788394984	8.31360415853391	10.4563821099813	9.80638784321631
FUN_010922	7.11542211332439	8.67646103498069	7.40354680539176	8.80099246018614	9.10123954799155
FUN_010921	11.886486170526	11.9457522805271	10.2344379862907	11.1816858588001	9.7948996188005
FUN_042627	8.1003543076144	7.11542211332439	8.46475879071365	7.11542211332439	9.23559162999275
FUN_042620	15.03665297839	13.5569342176034	14.5801941407609	14.5584841991902	12.9412908261
FUN_042621	7.62612143633717	7.29146539150811	12.9337283390377	7.45500335859059	8.74305871999406
FUN_009307	9.86100398035658	7.11542211332439	7.11542211332439	7.41505761910911	8.50363034554216
FUN_040710	12.0488292652768	11.5980964534439	11.0376172024517	13.1580558474269	12.9947811360344
FUN_012889	9.93986220836229	11.7558739603532	10.4865827532986	8.26895535647848	10.9688225696622
