Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
RNA-POR-71-S1-TP2_R1_001	85.714445898363	47.0	128.97751653305457	130	9.090909090909092	50831351.0
RNA-POR-71-S1-TP2_R2_001	84.83411936818766	46.0	128.8444689970959	130	9.090909090909092	50831351.0
RNA-POR-73-S1-TP2_R1_001	90.53396052943782	49.0	128.80563515422227	130	9.090909090909092	51385213.0
RNA-POR-73-S1-TP2_R2_001	89.94864462844842	48.0	128.63622464696215	130	9.090909090909092	51385213.0
RNA-POR-76-S1-TP2_R1_001	92.90979891097113	47.0	129.1707367725314	130	9.090909090909092	49828147.0
RNA-POR-76-S1-TP2_R2_001	92.43341908640181	47.0	129.02667062855056	130	9.090909090909092	49828147.0
RNA-POR-79-S1-TP2_R1_001	90.25445377463477	49.0	128.80831885054613	130	9.090909090909092	49976568.0
RNA-POR-79-S1-TP2_R2_001	89.73396655913716	48.0	128.58263414566602	130	9.090909090909092	49976568.0
RNA-POR-82-S1-TP2_R1_001	83.52450684116454	46.0	129.03131502290083	130	9.090909090909092	48908730.0
RNA-POR-82-S1-TP2_R2_001	82.40138313416112	45.0	129.0221201409237	130	9.090909090909092	48908730.0
