sample73	sample79	sample82
Cluster_1	0	1.05655331542306	45.4934588974166
Cluster_2	0	75.0152853950375	12.889813354268
Cluster_3	14.350156659973	12.6786397850768	19.7138321888805
Cluster_4	205.685578792946	51.7711124557301	22.7467294487083
Cluster_5	142.305720211398	47.5448991940378	19.7138321888805
Cluster_6	5.9792319416554	36.9793660398072	97.8109366294457
Cluster_7	56211.9553298907	24538.4507507006	16429.962680802
Cluster_8	31.0920060966081	23.2441729393074	51.5592534170722
Cluster_9	19.1335422132973	6.33931989253838	26.537851023493
Cluster_10	184.160343802986	116.220864696537	254.763369825533
Cluster_11	568.027034457263	634.988542569261	712.730856059527
Cluster_12	1087.02436699295	812.489499560335	782.487493035566
Cluster_13	1073.87005672131	1217.14941936737	962.186655680361
Cluster_14	20055.5397787005	19145.8026287813	27344.6016946072
Cluster_15	8321.89501639598	7357.83728860621	7202.37276777601
Cluster_16	3365.11173676366	2622.36532888004	3093.55520502433
Cluster_17	5323.90812084996	3695.82349734987	6444.90667713402
Cluster_18	2600.9658946201	3277.42838444234	4343.10887607337
Cluster_19	3.58753916499324	22.1876196238843	15.1644862991389
Cluster_20	16.7418494366351	14.7917464159229	91.7451421097902
Cluster_21	106.430328561466	226.102409500535	116.766544503369
Cluster_22	41.8546235915878	145.804357528383	134.205703747379
Cluster_23	35.8753916499324	128.899504481614	0
Cluster_24	0	0	74.3059828657805
Cluster_25	75.338322464858	0	0
Cluster_26	1672.98909727518	1077.68438173152	1786.37648603856
Cluster_27	83.7092471831755	24.3007262547304	6.82401883461249
Cluster_28	0	2558.97212995466	0
Cluster_29	3374.67850787031	3628.2040851628	2515.78827702714
Cluster_30	75.338322464858	38.0359193552303	141.029722581992
Cluster_31	84.9050935715066	34.8662594089611	120.557666078154
Cluster_32	150.676644929716	47.5448991940378	127.381684912767
Cluster_33	117.192946056446	29.5834928318458	153.161311621303
Cluster_34	41.8546235915878	23.2441729393074	34.8783184880194
Cluster_35	60.988165804885	26.4138328855766	79.6135530704791
Cluster_36	31.0920060966081	57.0538790328454	119.04121744824
Cluster_37	33.4836988732702	39.0924726706533	66.723739716211
Cluster_38	63.3798585815472	2.11310663084613	0
Cluster_39	29.896159708277	8.4524265233845	4.54934588974166
Cluster_40	1.19584638833108	31.6965994626919	5.3075702046986
Cluster_41	475.94686255577	408.886133068725	301.773277352864
Cluster_42	14.350156659973	43.3186859323456	93.2615907397041
Cluster_43	77.7300152415201	103.54222491146	175.149816755054
Cluster_44	38.2670844265945	0	5.3075702046986
Cluster_45	52.6172410865675	378.246086921456	119.799441763197
Cluster_46	60.988165804885	128.899504481614	92.5033664247471
Cluster_47	108.822021338128	182.78372356819	163.7764520307
Cluster_48	0	0	59.8997208815985
Cluster_49	65.7715513582094	1.05655331542306	3.03289725982777
Cluster_50	72.9466296881958	107.768438173152	87.9540205350055
Cluster_51	37.0712380382635	79.2414986567297	41.7023373226319
Cluster_52	87.2967863481688	382.472300183149	279.026547904155
Cluster_53	2335.4879964106	6.33931989253838	1346.60638336353
Cluster_54	552.481031408959	323.305314519457	404.891784187008
Cluster_55	297.765750694439	89.8070318109603	795.377306389834
Cluster_56	75.338322464858	22.1876196238843	76.5806558106513
Cluster_57	517.801486147357	712.116934595144	731.686463933451
Cluster_58	259.498666267844	262.02522222492	75.8224314956944
