sample73	sample79	sample82
Cluster_24	2.16740480336846	2.16740480336846	6.3758611547292
Cluster_40	2.90375011600437	5.32835718989143	3.6671376069585
Cluster_49	6.21887655040853	2.86039346157687	3.32179282549175
Cluster_58	8.06828266013439	8.08180314511529	6.40204177253117
Cluster_82	11.0714165351226	9.89231825537448	9.74257137141997
Cluster_205	5.99268506303009	3.5169948369365	5.36095830961123
Cluster_206	9.65140522939835	8.62801458081478	6.79653344725004
Cluster_208	2.90375011600437	6.79816250908935	4.63536476113242
Cluster_289	5.21495207556509	4.87919980579413	4.00620474290907
Cluster_315	2.90375011600437	3.13845365396397	7.16799910352343
Cluster_343	6.12273211820799	4.29097957504037	3.45009062503158
Cluster_366	6.53099656795506	3.34620297730879	3.17350671118386
Cluster_517	3.59692967960342	5.4391388105729	4.49143182202841
Cluster_535	6.09765175602793	6.35119179117283	5.93004661302845
Cluster_551	9.33881458657959	6.63873079614538	5.3876431264478
Cluster_602	3.41722968879869	4.98138087721347	4.33002473530457
Cluster_650	2.16740480336846	5.86532857687635	3.56407288873617
Cluster_673	5.21495207556509	4.11509738981894	3.84876971307193
Cluster_754	5.21495207556509	4.20605519187078	4.84571928920205
Cluster_809	4.89884288197672	6.49369485044013	7.39959932422309
Cluster_812	4.56547869750342	4.37068693951651	5.83687343722591
Cluster_829	6.19543895982538	4.20605519187078	2.16740480336846
Cluster_841	2.16740480336846	5.28940482759227	5.73717889372553
Cluster_857	4.70875665853381	4.5169377518296	3.93004279925704
Cluster_928	5.90856685616007	5.78414925386181	5.91189254940365
Cluster_1127	7.52876223110479	6.47663687928087	4.72343955983265
Cluster_1633	9.31463298874471	8.92003011012817	7.4753679950097
Cluster_1643	9.59228537151385	8.57303390108726	8.46108093959287
Cluster_1694	6.81818721086224	2.86039346157687	2.16740480336846
Cluster_1827	5.11734463406089	3.66391349340108	4.54114573071043
Cluster_1904	3.41722968879869	2.86039346157687	5.58470633901053
Cluster_2044	3.1980385395748	4.44582942745989	5.56152294948044
Cluster_2219	6.17161134354271	2.16740480336846	2.16740480336846
Cluster_2289	3.41722968879869	5.75602751574771	5.06184312228298
Cluster_2329	8.9427057472324	10.2598812349037	10.922531963521
Cluster_2480	5.34969350732748	4.5169377518296	3.32179282549175
Cluster_2488	7.40180434164621	6.69877179500564	5.41383223374085
Cluster_2493	5.78808821752681	5.40317013291647	5.83687343722591
Cluster_2515	10.81597776919	11.410000365599	10.3941612233895
Cluster_2535	3.88708485422626	6.15049607954999	5.60751668816115
Cluster_2648	2.16740480336846	5.28940482759227	4.80616087602304
Cluster_2811	4.1202448650481	5.6064161581673	3.6671376069585
Cluster_2820	4.56547869750342	5.16560891892798	4.80616087602304
