sample73	sample79	sample82
Cluster_1	2.16740480336846	2.86039346157687	5.75768421610947
Cluster_2	2.16740480336846	6.3881663607852	4.38605219670379
Cluster_3	4.48767854252262	4.37068693951651	4.80616087602304
Cluster_4	7.74534375255949	5.91698835759962	4.95799752945338
Cluster_5	7.2398993254428	5.81172623602051	4.80616087602304
Cluster_6	3.75112664102827	5.50843985618976	6.73614400418351
Cluster_7	15.7788199360526	14.583284616687	14.0048301592884
Cluster_8	5.306199655863	4.98138087721347	5.91189254940365
Cluster_9	4.77509508430494	3.79374691326059	5.12700078883491
Cluster_10	7.59275676590217	6.96628946405542	8.04259580195284
Cluster_11	9.17236837947357	9.33078581361987	9.49522982999119
Cluster_12	10.0980192446296	9.682027594144	9.62834763425561
Cluster_13	10.0805986595723	10.2598812349037	9.92355058630378
Cluster_14	14.2923592431131	14.2254172774045	14.739442319758
Cluster_15	13.0242526425097	12.8468260501611	12.8160545015137
Cluster_16	11.7202827615629	11.3615830285316	11.5992308369217
Cluster_17	12.3807014839865	11.855180858993	12.6559527911048
Cluster_18	11.3498022826097	11.6822952407059	12.0874921892121
Cluster_19	3.41722968879869	4.93123490187176	4.54114573071043
Cluster_20	4.63901524007068	4.5169377518296	6.65146364801527
Cluster_21	6.84849165037984	7.87652205451156	6.97257962326108
Cluster_22	5.65646317386623	7.27293925755828	7.16036489025705
Cluster_23	5.47265824724712	7.10577538835244	2.16740480336846
Cluster_24	2.16740480336846	2.16740480336846	6.3758611547292
Cluster_25	6.39373571504006	2.16740480336846	2.16740480336846
Cluster_26	10.7159288744998	10.0856717582579	10.8100490355947
Cluster_27	6.53099656795506	5.02977505100302	3.84876971307193
Cluster_28	2.16740480336846	11.3264005900644	2.16740480336846
Cluster_29	11.7243675451707	11.8286057317244	11.3019331535752
Cluster_30	6.39373571504006	5.5418572950196	7.22765807627684
Cluster_31	6.54957621330498	5.4391388105729	7.01553765976096
Cluster_32	7.31772416334676	5.81172623602051	7.08977181179494
Cluster_33	6.97747577248128	5.24934175682947	7.34003750253454
Cluster_34	5.65646317386623	4.98138087721347	5.43954409831244
Cluster_35	6.12273211820799	5.12178491921024	6.46547649699372
Cluster_36	5.306199655863	6.03850581211263	6.99850801034666
Cluster_37	5.39188403789004	5.57450428953234	6.23726818353292
Cluster_38	6.17161134354271	3.13845365396397	2.16740480336846
Cluster_39	5.26131722318579	4.01706087280711	3.56407288873617
Cluster_40	2.90375011600437	5.32835718989143	3.6671376069585
Cluster_41	8.92151231627129	8.70674509123162	8.27934416098513
Cluster_42	4.48767854252262	5.69805930916829	6.67310606216178
Cluster_43	6.43431077039791	6.81181650844448	7.52375367059128
Cluster_44	5.54906476304532	2.16740480336846	3.6671376069585
Cluster_45	5.9371605860981	8.59685413662506	7.00704802363952
Cluster_46	6.12273211820799	7.10577538835244	6.66232559792955
Cluster_47	6.87817074669095	7.58242601023411	7.43165521218736
Cluster_48	2.16740480336846	2.16740480336846	6.09992233516718
Cluster_49	6.21887655040853	2.86039346157687	3.32179282549175
Cluster_50	6.35197947822699	6.8651719781451	6.59588696436191
Cluster_51	5.51137717679883	6.45937375042327	5.65206572262574
Cluster_52	6.58602957783441	8.61251850767555	8.16962820715968
Cluster_53	11.1950422145893	3.79374691326059	10.4046900599263
Cluster_54	9.13296075405219	8.37603362292045	8.69288505843659
Cluster_55	8.26061023967743	6.62332020358612	9.65165539745645
Cluster_56	6.39373571504006	4.93123490187176	6.41495505738016
Cluster_57	9.04096766582751	9.49400199502277	9.53263549485705
Cluster_58	8.06828266013439	8.08180314511529	6.40204177253117
Cluster_59	6.41416667589129	2.86039346157687	3.84876971307193
Cluster_60	6.43431077039791	2.86039346157687	3.56407288873617
Cluster_61	7.41197753019853	2.16740480336846	6.19293434501971
Cluster_62	4.1202448650481	2.86039346157687	6.56147870923671
Cluster_63	5.01239019345185	5.12178491921024	3.56407288873617
Cluster_64	2.16740480336846	7.04928958603395	6.81611250295351
Cluster_65	2.16740480336846	8.11517923280735	8.88098642875133
Cluster_66	2.16740480336846	9.56011154193013	9.29210284130547
Cluster_67	6.09765175602793	7.92124187795611	5.60751668816115
Cluster_68	6.35197947822699	6.90392862522504	5.85600151430358
Cluster_69	2.16740480336846	6.55996950308029	2.16740480336846
Cluster_70	10.7107910399193	9.8367264251685	10.8270091469188
Cluster_71	2.16740480336846	5.81172623602051	3.17350671118386
Cluster_72	6.19543895982538	2.16740480336846	2.16740480336846
Cluster_73	5.62155948367067	3.5169948369365	2.16740480336846
Cluster_74	9.42165234733514	7.97070734524914	5.56152294948044
Cluster_75	2.16740480336846	3.5169948369365	5.53795389056323
Cluster_76	6.09765175602793	3.9105695465579	3.45009062503158
Cluster_77	6.7232426251753	4.37068693951651	5.67382672534569
Cluster_78	2.16740480336846	5.96684289942019	3.76151613117587
Cluster_79	4.56547869750342	5.12178491921024	4.80616087602304
Cluster_80	5.78808821752681	5.47421399800027	4.54114573071043
Cluster_81	5.62155948367067	3.5169948369365	4.95799752945338
Cluster_82	11.0714165351226	9.89231825537448	9.74257137141997
Cluster_83	5.75630625170806	2.16740480336846	2.16740480336846
Cluster_84	2.90375011600437	6.3881663607852	3.32179282549175
Cluster_85	5.81917618408797	4.29097957504037	4.27148434233459
Cluster_86	5.72379814995597	5.50843985618976	5.62996600610021
Cluster_87	2.16740480336846	2.86039346157687	7.46920392276446
Cluster_88	5.69052945827065	6.3881663607852	5.60751668816115
Cluster_89	3.1980385395748	6.25435530670496	2.75602927617567
Cluster_90	2.16740480336846	2.16740480336846	7.54148746745678
Cluster_91	2.16740480336846	2.16740480336846	5.93004661302845
Cluster_92	2.16740480336846	5.20810094239439	4.49143182202841
Cluster_93	4.77509508430494	5.02977505100302	3.76151613117587
Cluster_94	3.1980385395748	6.49369485044013	2.16740480336846
Cluster_95	2.90375011600437	2.86039346157687	5.56152294948044
Cluster_96	4.56547869750342	5.24934175682947	6.30823901572932
Cluster_97	7.86861930947787	5.24934175682947	6.16259704276576
Cluster_98	5.9371605860981	6.47663687928087	6.51427986594857
Cluster_99	5.54906476304532	4.93123490187176	5.93004661302845
Cluster_100	6.37300955154818	4.71010385919134	5.21936846045551
Cluster_101	6.04613170505681	5.28940482759227	6.067524257342
Cluster_102	5.72379814995597	5.24934175682947	5.53795389056323
Cluster_103	7.98217876191524	6.63873079614538	7.75412626338072
Cluster_104	7.05745915814402	2.16740480336846	2.16740480336846
Cluster_105	3.88708485422626	4.5169377518296	4.99348350114943
Cluster_106	5.21495207556509	4.98138087721347	5.93004661302845
Cluster_107	4.83836251965039	7.7405314782768	6.81611250295351
Cluster_108	4.56547869750342	4.64873550711818	6.56147870923671
Cluster_109	11.012506040045	10.7888738559775	10.954304262751
Cluster_110	7.98898780178472	6.31323855812162	5.3876431264478
Cluster_111	5.81917618408797	6.31323855812162	5.53795389056323
Cluster_112	4.1202448650481	5.02977505100302	4.27148434233459
Cluster_113	6.37300955154818	4.44582942745989	5.87487630557849
Cluster_114	6.33063639453076	5.99113218150133	4.76542628612532
Cluster_115	5.90856685616007	4.87919980579413	2.75602927617567
Cluster_116	6.7395085444874	4.37068693951651	4.07793479454509
Cluster_117	4.77509508430494	5.94213327951974	6.16259704276576
Cluster_118	6.09765175602793	6.03850581211263	5.96567634650567
Cluster_119	5.5857754679226	5.47421399800027	8.89943142831018
Cluster_120	11.781352973519	9.94739180317991	10.4071089177021
Cluster_121	9.32004181675085	8.69207640518344	2.16740480336846
Cluster_122	5.72379814995597	4.71010385919134	2.16740480336846
Cluster_123	7.03128881703209	7.09465415311295	5.91189254940365
Cluster_124	5.75630625170806	7.16012831124488	5.96567634650567
Cluster_125	7.61053083013596	7.89585779675977	7.54148746745678
Cluster_126	9.80201895802432	8.45200803952957	9.76285943282816
Cluster_127	6.39373571504006	5.4391388105729	8.57734508211614
Cluster_128	11.6597157124464	13.6577974585108	11.9886715387541
Cluster_129	7.78501172973609	8.27137022492824	8.03427205797976
Cluster_130	5.65646317386623	5.99113218150133	2.75602927617567
Cluster_131	5.06585659770041	5.12178491921024	3.6671376069585
Cluster_132	9.20781321400127	6.85201752099717	2.99426765718754
Cluster_133	5.39188403789004	8.85237970795049	4.00620474290907
Cluster_134	6.33063639453076	10.3814207616383	6.60717562807499
Cluster_135	6.21887655040853	5.66816395412146	5.81748509866093
Cluster_136	5.51137717679883	5.63762580837131	5.3876431264478
Cluster_137	6.37300955154818	5.28940482759227	3.76151613117587
Cluster_138	8.67365382684604	7.02605964659837	6.22264219088962
Cluster_139	6.45417598483888	8.39427336713725	5.94797263994106
Cluster_140	5.87938829006112	5.63762580837131	2.75602927617567
Cluster_141	9.69576869030312	9.10025829942118	6.13160281399618
Cluster_142	5.75630625170806	7.29253366294294	6.33567174091834
Cluster_143	6.04613170505681	5.75602751574771	5.51398586929082
Cluster_144	9.86996958559793	10.5836790303923	8.71127291370266
Cluster_145	6.14738039716186	6.92919821833631	5.15847282947781
Cluster_146	4.22232718094181	7.30223180129582	3.56407288873617
Cluster_147	5.43284873525015	6.42421174694789	2.16740480336846
Cluster_148	6.19543895982538	6.92919821833631	2.75602927617567
Cluster_149	5.81917618408797	6.35119179117283	4.00620474290907
Cluster_150	8.37417876890163	8.29097365291041	7.26372762552261
Cluster_151	5.90856685616007	6.128788470699	3.6671376069585
Cluster_152	7.90507681994532	8.37603362292045	6.2078653011949
Cluster_153	4.77509508430494	6.62332020358612	4.92157743679534
Cluster_154	7.44207305676073	8.10413948757669	3.76151613117587
Cluster_155	6.96370210976457	6.85201752099717	6.56147870923671
Cluster_156	9.43666846111794	8.35290467447451	9.91337714039664
Cluster_157	8.54559558948977	8.00672362045242	8.40731304836647
Cluster_158	7.64543455409588	7.21250387927165	7.4753679950097
Cluster_159	7.00463380087851	6.21371095793902	5.85600151430358
Cluster_160	6.21887655040853	6.45937375042327	6.75655695218173
Cluster_161	6.78723042078774	6.29387837514788	6.79653344725004
Cluster_162	9.60784691073527	3.5169948369365	2.16740480336846
Cluster_163	7.44207305676073	4.5169377518296	2.16740480336846
Cluster_164	6.8927837766647	4.58445061110889	3.6671376069585
Cluster_165	11.5517952822127	11.2756576667398	4.95799752945338
Cluster_166	7.76134217604465	7.61390889346018	3.45009062503158
Cluster_167	6.69014796220131	6.03850581211263	2.16740480336846
Cluster_168	5.26131722318579	5.89139234706397	2.75602927617567
Cluster_169	7.86121585094184	7.97070734524914	2.16740480336846
Cluster_170	12.4743262531903	12.1785487420719	10.5224119005571
Cluster_171	4.48767854252262	4.71010385919134	5.12700078883491
Cluster_172	7.13323111095226	6.66906483552619	6.54982363832536
Cluster_173	6.56791854584057	6.08435947284921	6.99850801034666
Cluster_174	6.33063639453076	6.06161646325798	7.02397751098543
Cluster_175	10.1880278502239	5.07653984590199	3.76151613117587
Cluster_176	6.14738039716186	5.50843985618976	4.95799752945338
Cluster_177	7.38123987986557	3.34620297730879	4.00620474290907
Cluster_178	6.60391509497771	4.93123490187176	5.12700078883491
Cluster_179	6.21887655040853	5.07653984590199	6.9812744295981
Cluster_180	7.41197753019853	7.03772148063016	6.22264219088962
Cluster_181	5.306199655863	4.64873550711818	5.56152294948044
Cluster_182	5.75630625170806	5.20810094239439	5.87487630557849
