sample73	sample79	sample82
Cluster_1	2.16740480336846	2.86039346157687	5.75768421610947
Cluster_2	2.16740480336846	6.3881663607852	4.38605219670379
Cluster_23	5.47265824724712	7.10577538835244	2.16740480336846
Cluster_24	2.16740480336846	2.16740480336846	6.3758611547292
Cluster_25	6.39373571504006	2.16740480336846	2.16740480336846
Cluster_28	2.16740480336846	11.3264005900644	2.16740480336846
Cluster_38	6.17161134354271	3.13845365396397	2.16740480336846
Cluster_48	2.16740480336846	2.16740480336846	6.09992233516718
Cluster_53	11.1950422145893	3.79374691326059	10.4046900599263
Cluster_60	6.43431077039791	2.86039346157687	3.56407288873617
Cluster_61	7.41197753019853	2.16740480336846	6.19293434501971
Cluster_62	4.1202448650481	2.86039346157687	6.56147870923671
Cluster_64	2.16740480336846	7.04928958603395	6.81611250295351
Cluster_65	2.16740480336846	8.11517923280735	8.88098642875133
Cluster_66	2.16740480336846	9.56011154193013	9.29210284130547
Cluster_69	2.16740480336846	6.55996950308029	2.16740480336846
Cluster_71	2.16740480336846	5.81172623602051	3.17350671118386
Cluster_72	6.19543895982538	2.16740480336846	2.16740480336846
Cluster_74	9.42165234733514	7.97070734524914	5.56152294948044
Cluster_78	2.16740480336846	5.96684289942019	3.76151613117587
Cluster_83	5.75630625170806	2.16740480336846	2.16740480336846
Cluster_84	2.90375011600437	6.3881663607852	3.32179282549175
Cluster_87	2.16740480336846	2.86039346157687	7.46920392276446
Cluster_89	3.1980385395748	6.25435530670496	2.75602927617567
Cluster_90	2.16740480336846	2.16740480336846	7.54148746745678
Cluster_91	2.16740480336846	2.16740480336846	5.93004661302845
Cluster_94	3.1980385395748	6.49369485044013	2.16740480336846
Cluster_104	7.05745915814402	2.16740480336846	2.16740480336846
Cluster_119	5.5857754679226	5.47421399800027	8.89943142831018
Cluster_121	9.32004181675085	8.69207640518344	2.16740480336846
Cluster_132	9.20781321400127	6.85201752099717	2.99426765718754
Cluster_133	5.39188403789004	8.85237970795049	4.00620474290907
Cluster_134	6.33063639453076	10.3814207616383	6.60717562807499
Cluster_141	9.69576869030312	9.10025829942118	6.13160281399618
Cluster_146	4.22232718094181	7.30223180129582	3.56407288873617
Cluster_147	5.43284873525015	6.42421174694789	2.16740480336846
Cluster_148	6.19543895982538	6.92919821833631	2.75602927617567
Cluster_154	7.44207305676073	8.10413948757669	3.76151613117587
Cluster_162	9.60784691073527	3.5169948369365	2.16740480336846
Cluster_163	7.44207305676073	4.5169377518296	2.16740480336846
Cluster_165	11.5517952822127	11.2756576667398	4.95799752945338
Cluster_166	7.76134217604465	7.61390889346018	3.45009062503158
Cluster_167	6.69014796220131	6.03850581211263	2.16740480336846
Cluster_169	7.86121585094184	7.97070734524914	2.16740480336846
Cluster_175	10.1880278502239	5.07653984590199	3.76151613117587
Cluster_177	7.38123987986557	3.34620297730879	4.00620474290907
Cluster_190	6.81818721086224	6.87820722591139	2.75602927617567
Cluster_191	10.9423461965337	9.9914834186336	2.99426765718754
Cluster_200	5.51137717679883	6.01501532422105	2.16740480336846
Cluster_201	6.19543895982538	7.36834978730371	2.75602927617567
Cluster_203	10.7373101731089	9.50033007259713	4.27148434233459
Cluster_208	2.90375011600437	6.79816250908935	4.63536476113242
Cluster_215	9.54918065234251	3.9105695465579	2.99426765718754
Cluster_216	8.39994995566219	4.29097957504037	2.16740480336846
Cluster_217	8.25497256123412	4.11509738981894	3.17350671118386
Cluster_218	6.92157192868151	3.9105695465579	2.16740480336846
Cluster_219	7.61933632881951	4.64873550711818	2.16740480336846
Cluster_220	6.81818721086224	2.16740480336846	2.16740480336846
Cluster_223	6.04613170505681	2.16740480336846	3.93004279925704
Cluster_227	7.61933632881951	3.66391349340108	2.99426765718754
Cluster_234	3.75112664102827	8.17443174576799	4.00620474290907
Cluster_236	7.36037760575562	4.20605519187078	2.75602927617567
Cluster_237	6.30897078235521	2.16740480336846	3.56407288873617
Cluster_240	3.1980385395748	6.89112541169443	2.75602927617567
Cluster_243	6.97747577248128	3.13845365396397	9.60746449966565
Cluster_245	6.45417598483888	3.13845365396397	2.16740480336846
Cluster_246	5.78808821752681	2.16740480336846	5.02808380988158
Cluster_252	6.12273211820799	10.9813591937715	9.48610627816355
Cluster_256	7.2398993254428	2.16740480336846	3.45009062503158
Cluster_257	8.71119014338819	7.83705471848463	4.14577592318929
Cluster_262	9.0178549070254	8.22626319402146	2.99426765718754
Cluster_263	10.1566306435229	8.07050386615791	2.16740480336846
Cluster_267	2.90375011600437	7.02605964659837	7.63254945482087
Cluster_269	5.9371605860981	2.86039346157687	2.16740480336846
Cluster_271	8.79126378387051	2.16740480336846	2.16740480336846
Cluster_274	7.76927529045161	6.31323855812162	2.99426765718754
Cluster_275	4.56547869750342	4.37068693951651	8.63901856515369
Cluster_281	6.7395085444874	3.66391349340108	2.16740480336846
Cluster_284	9.54918065234251	6.49369485044013	2.75602927617567
Cluster_286	7.12087617698674	4.44582942745989	8.65267495927998
Cluster_294	5.96519270366023	2.16740480336846	10.3009872346446
Cluster_295	2.16740480336846	9.79957898189038	2.16740480336846
Cluster_296	2.16740480336846	6.36979822566492	4.6801167592041
Cluster_307	2.16740480336846	2.16740480336846	6.81611250295351
Cluster_308	2.16740480336846	3.5169948369365	7.08171011755136
Cluster_313	10.7463774634074	7.04928958603395	10.8946482179862
Cluster_315	2.90375011600437	3.13845365396397	7.16799910352343
Cluster_316	4.22232718094181	6.65397785755366	2.75602927617567
Cluster_332	4.48767854252262	8.95730907549794	2.99426765718754
Cluster_336	2.90375011600437	6.03850581211263	2.16740480336846
Cluster_342	6.24193676756548	2.16740480336846	2.16740480336846
Cluster_350	2.16740480336846	2.86039346157687	6.16259704276576
Cluster_351	2.90375011600437	2.16740480336846	6.66232559792955
Cluster_355	2.90375011600437	6.68399506947321	6.65146364801527
Cluster_361	5.72379814995597	2.16740480336846	5.06184312228298
Cluster_363	2.16740480336846	9.08630383140247	7.85210299550562
Cluster_364	6.54957621330498	2.16740480336846	2.75602927617567
Cluster_366	6.53099656795506	3.34620297730879	3.17350671118386
Cluster_369	9.40393367937451	2.16740480336846	2.16740480336846
Cluster_374	6.77149846821338	3.34620297730879	2.99426765718754
Cluster_416	6.93575283162673	10.0386216816976	5.79782922713642
Cluster_418	2.16740480336846	3.34620297730879	6.69442737897722
Cluster_420	3.1980385395748	7.65231933187452	6.50223368481852
Cluster_429	2.16740480336846	6.5272145197578	2.99426765718754
Cluster_448	7.44207305676073	7.56642283826364	3.93004279925704
Cluster_466	9.56064945945604	4.37068693951651	7.38001773935188
Cluster_481	6.70679054003008	2.86039346157687	4.00620474290907
Cluster_491	2.90375011600437	3.34620297730879	9.44117691263416
Cluster_504	9.01452264410047	5.28940482759227	2.16740480336846
Cluster_505	9.01118266549692	2.16740480336846	3.84876971307193
Cluster_523	9.22521429469231	3.13845365396397	2.16740480336846
Cluster_524	5.9371605860981	2.16740480336846	2.75602927617567
Cluster_525	3.59692967960342	7.78269237920845	3.17350671118386
Cluster_526	11.4049231739064	2.16740480336846	2.16740480336846
Cluster_527	2.16740480336846	6.36979822566492	2.75602927617567
Cluster_528	2.16740480336846	3.13845365396397	8.60851144430279
Cluster_534	14.357668542148	3.13845365396397	2.16740480336846
Cluster_536	4.89884288197672	7.78960084751618	2.75602927617567
Cluster_538	8.45507588940033	2.86039346157687	3.32179282549175
Cluster_539	7.58378684701031	4.29097957504037	4.21017042429516
Cluster_540	7.41197753019853	2.86039346157687	3.45009062503158
Cluster_541	7.49087607589324	4.29097957504037	3.6671376069585
Cluster_542	7.32850651403724	2.16740480336846	3.6671376069585
Cluster_547	3.59692967960342	4.11509738981894	7.27790625097534
Cluster_551	9.33881458657959	6.63873079614538	5.3876431264478
Cluster_553	7.69625465396583	2.86039346157687	3.45009062503158
Cluster_554	6.69014796220131	3.13845365396397	3.17350671118386
Cluster_557	6.19543895982538	2.16740480336846	2.16740480336846
Cluster_558	5.69052945827065	4.20605519187078	8.95779903447071
Cluster_560	7.83877457981657	2.16740480336846	6.40204177253117
Cluster_564	4.1202448650481	6.82534208763594	2.75602927617567
Cluster_567	2.90375011600437	6.2341772823483	2.99426765718754
Cluster_581	2.16740480336846	5.94213327951974	5.02808380988158
Cluster_583	6.33063639453076	2.16740480336846	5.24885145285911
Cluster_584	4.00916749934277	3.34620297730879	7.83303314823769
Cluster_585	4.00916749934277	3.13845365396397	7.10576101343125
Cluster_586	5.06585659770041	2.16740480336846	7.5296892185217
Cluster_587	6.639031661613	2.16740480336846	6.68380625886485
Cluster_588	7.92651684141973	4.64873550711818	2.16740480336846
Cluster_592	2.90375011600437	6.19294791384229	2.75602927617567
Cluster_593	4.22232718094181	10.9669623147105	3.45009062503158
Cluster_600	6.39373571504006	5.5418572950196	2.16740480336846
Cluster_604	7.73727745718288	2.16740480336846	8.03427205797976
Cluster_620	2.16740480336846	6.65397785755366	6.00043860291745
Cluster_623	3.75112664102827	2.16740480336846	6.09992233516718
Cluster_624	11.1876645653723	10.1924397152551	2.99426765718754
Cluster_625	7.12087617698674	3.5169948369365	2.16740480336846
Cluster_626	9.32004181675085	4.5169377518296	2.16740480336846
Cluster_627	10.5242346995924	10.0019273321806	2.99426765718754
Cluster_628	7.2052138519567	6.42421174694789	2.16740480336846
Cluster_629	2.16740480336846	4.29097957504037	7.08171011755136
Cluster_630	10.0837817254767	3.66391349340108	2.75602927617567
Cluster_633	6.51217335889369	2.16740480336846	2.16740480336846
Cluster_634	11.1884040303744	4.44582942745989	5.24885145285911
Cluster_635	3.1980385395748	2.16740480336846	7.80394687045289
Cluster_636	6.26463165365218	2.16740480336846	2.75602927617567
Cluster_639	2.16740480336846	7.25307459424203	2.75602927617567
Cluster_646	7.32850651403724	7.34038427750101	3.45009062503158
Cluster_661	2.90375011600437	6.85201752099717	3.17350671118386
Cluster_663	9.00783493539585	5.28940482759227	2.16740480336846
Cluster_669	2.90375011600437	3.13845365396397	6.70497058703052
Cluster_670	6.41416667589129	2.86039346157687	3.45009062503158
Cluster_671	8.09377395483007	2.16740480336846	6.75655695218173
Cluster_672	8.61325023979255	2.16740480336846	7.03236815917915
Cluster_678	9.01118266549692	2.16740480336846	2.16740480336846
Cluster_682	2.16740480336846	7.02605964659837	8.86465127506535
Cluster_683	2.16740480336846	3.13845365396397	5.83687343722591
Cluster_694	2.16740480336846	6.66906483552619	7.87559094848787
Cluster_696	2.90375011600437	10.0093412493264	9.94146144365424
Cluster_698	3.59692967960342	7.77575064205679	4.21017042429516
Cluster_702	4.56547869750342	6.63873079614538	2.75602927617567
Cluster_707	2.16740480336846	2.16740480336846	6.30823901572932
Cluster_715	2.90375011600437	6.08435947284921	2.16740480336846
Cluster_716	7.97533741270828	2.86039346157687	6.68380625886485
Cluster_718	8.06183879284627	8.98464935421906	5.18925181144161
Cluster_721	7.62808835350587	3.34620297730879	7.1526899839234
Cluster_722	5.01239019345185	2.16740480336846	9.2955886058201
Cluster_723	2.16740480336846	8.60078620742383	8.77009094153092
Cluster_724	5.90856685616007	3.5169948369365	9.33677372555031
Cluster_726	2.16740480336846	6.47663687928087	3.32179282549175
Cluster_729	3.1980385395748	3.13845365396397	8.59159515091776
Cluster_731	2.16740480336846	9.04361171114845	4.99348350114943
