sample73	sample79	sample82
Cluster_29	11.7243675451707	11.8286057317244	11.3019331535752
Cluster_589	11.1441138269604	10.2673211965256	9.60746449966565
Cluster_796	14.5822486542138	14.6116912134622	15.1861242306596
Cluster_1140	10.6530332044198	9.88749835912478	9.32488237825693
Cluster_1167	16.6606530233963	16.0570145087505	16.4331768805094
Cluster_2787	10.4632155820534	9.88588814183088	9.94034850628379
Cluster_2854	8.56850156878482	3.34620297730879	2.75602927617567
Cluster_2882	12.2054898001944	11.1960313433889	10.4452690462175
Cluster_4079	14.6452761502544	13.557566619666	13.1642321052103
Cluster_4080	15.238105257329	13.3374164919798	13.8876764629504
Cluster_4115	13.1597495925196	12.6569125182853	12.4264195165443
Cluster_4629	8.95666366170154	9.26788621044407	8.31069472722871
Cluster_4735	9.2509285604698	7.97677288410128	8.0132500076927
Cluster_5563	9.72256341743541	9.81150270237574	9.5805710131303
Cluster_5882	8.46975160840202	9.35891651393987	8.45485836347804
Cluster_6255	8.01590688283475	7.33094047760565	7.33326490424831
Cluster_6904	10.4096835571038	9.97491725081139	9.4364481686236
Cluster_6905	9.2622116228926	8.90102299770932	8.22552938074833
Cluster_6906	10.152089022811	10.1793536073028	9.32999067750203
Cluster_6914	14.1910322024513	13.3567258550663	13.8203073954429
Cluster_7053	11.1380023151841	11.2395493081106	10.4421273061313
Cluster_7657	10.0597357586707	10.7109901030654	8.51889370511864
Cluster_7658	10.0645771227574	2.16740480336846	8.49179736614697
Cluster_7855	2.16740480336846	7.78960084751618	6.95503079593893
Cluster_8634	5.47265824724712	6.51055250648892	7.87092387270153
Cluster_8884	14.7969189263167	13.6284886370061	4.6801167592041
Cluster_8887	15.8998443009334	14.0812577156161	5.43954409831244
Cluster_8888	13.4194019849927	12.219715872353	12.4702604809625
Cluster_8988	13.380457509708	13.4439792671596	13.2377568864591
Cluster_9149	7.89060426178805	2.16740480336846	2.16740480336846
Cluster_9983	9.44659306375593	9.86805610661599	9.90541456015772
Cluster_10060	12.3631253123668	12.0646734893032	11.6542291625449
Cluster_10061	10.3112787096349	12.0675172935999	10.1132643645387
Cluster_10934	8.07469785752829	8.13700834731971	7.58203685816685
Cluster_10965	12.5441595369086	12.6015793493651	10.8143077921839
Cluster_11134	14.0806538893893	14.2987233748357	13.9732112706976
Cluster_11135	15.747676634174	15.8474853450379	16.2997247245944
Cluster_11997	9.19903332004678	8.46068868112801	7.88024296411191
Cluster_13502	6.17161134354271	8.43448842114618	6.2078653011949
Cluster_14500	6.58602957783441	6.47663687928087	5.30602199876691
Cluster_14999	7.15762739462783	7.79647636460706	7.86154414808837
Cluster_15726	11.048791861664	2.16740480336846	2.16740480336846
Cluster_15890	10.1027340300668	9.13862757982964	8.09955417836203
Cluster_16498	9.53993950233742	10.1898319726284	8.98179930737645
Cluster_16738	8.81060640349712	7.57444663830412	7.60470574950825
