,source,target,PCC.cor,PCC_magnitude,PCC_direction,p_value
1,ptuh-mir-novel-13,Pocillopora_meandrina_HIv1___RNAseq.g22310.t1,-0.947470580577219,0.947470580577219,-1,0.0143379108408858
2,ptuh-mir-2030,Pocillopora_meandrina_HIv1___RNAseq.g25291.t1,-0.947885623670125,0.947885623670125,-1,0.0141692154004804
3,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___RNAseq.g10347.t1,-0.981685694822282,0.981685694822282,-1,0.00296703624850726
4,ptuh-mir-novel-23,Pocillopora_meandrina_HIv1___TS.g821.t1,0.947557351451081,0.947557351451081,1,0.0143025887628351
5,ptuh-mir-2023,Pocillopora_meandrina_HIv1___RNAseq.g26466.t1,-0.945332798083424,0.945332798083424,-1,0.0152170504007
6,ptuh-mir-2030,Pocillopora_meandrina_HIv1___RNAseq.g14977.t1,-0.893222380847292,0.893222380847292,-1,0.0412072014052566
7,ptuh-mir-novel-13,Pocillopora_meandrina_HIv1___RNAseq.g18208.t1,-0.987781180181153,0.987781180181153,-1,0.00161837872676055
8,ptuh-mir-novel-21,Pocillopora_meandrina_HIv1___RNAseq.g20733.t1,0.965837666525896,0.965837666525896,1,0.00754079408094521
9,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___RNAseq.g627.t1b,-0.981986205789269,0.981986205789269,-1,0.00289444080290838
10,ptuh-mir-2030,Pocillopora_meandrina_HIv1___TS.g5059.t2,-0.948228376602944,0.948228376602944,-1,0.0140303943154318
11,ptuh-mir-novel-16,Pocillopora_meandrina_HIv1___RNAseq.g15252.t1,-0.906915771266696,0.906915771266696,-1,0.033611610723924
12,ptuh-mir-novel-19,Pocillopora_meandrina_HIv1___RNAseq.g22666.t1,0.944276647979206,0.944276647979206,1,0.0156576285678092
13,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___TS.g23997.t1,-0.97347675856656,0.97347675856656,-1,0.00516461966995338
14,ptuh-mir-novel-17,Pocillopora_meandrina_HIv1___RNAseq.g29298.t1,-0.93643215358513,0.93643215358513,-1,0.0190548323623484
15,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___RNAseq.g1869.t1,-0.941039814196232,0.941039814196232,-1,0.0170330917830084
16,ptuh-mir-novel-16,Pocillopora_meandrina_HIv1___TS.g20484.t1,0.911291572874932,0.911291572874932,1,0.031290776284695
17,ptuh-mir-novel-28,Pocillopora_meandrina_HIv1___RNAseq.g21083.t1,0.95644813963139,0.95644813963139,1,0.0108389263729232
