#Insert size (bp)	insert size
20.0	661.0
21.0	1007.0
22.0	1616.0
23.0	2283.0
24.0	2775.0
25.0	3722.0
26.0	5639.0
27.0	7606.0
28.0	9466.0
29.0	11814.0
30.0	14664.0
31.0	17518.0
32.0	21080.0
33.0	24883.0
34.0	29501.0
35.0	33941.0
36.0	39462.0
37.0	45171.0
38.0	51493.0
39.0	57570.0
40.0	64753.0
41.0	72343.0
42.0	80028.0
43.0	89329.0
44.0	98580.0
45.0	106721.0
46.0	116440.0
47.0	126790.0
48.0	137731.0
49.0	148534.0
50.0	160223.0
51.0	171305.0
52.0	182560.0
53.0	195553.0
54.0	207597.0
55.0	222274.0
56.0	235944.0
57.0	250253.0
58.0	263409.0
59.0	276532.0
60.0	291717.0
61.0	304100.0
62.0	317416.0
63.0	329678.0
64.0	344463.0
65.0	355158.0
66.0	366785.0
67.0	381994.0
68.0	393776.0
69.0	403812.0
70.0	418444.0
71.0	428086.0
72.0	438600.0
73.0	449733.0
74.0	459972.0
75.0	470206.0
76.0	474406.0
77.0	485150.0
78.0	493359.0
79.0	504288.0
80.0	509854.0
81.0	516623.0
82.0	521700.0
83.0	531417.0
84.0	534963.0
85.0	541089.0
86.0	546644.0
87.0	551845.0
88.0	555871.0
89.0	562205.0
90.0	563226.0
91.0	564627.0
92.0	569693.0
93.0	568165.0
94.0	570786.0
95.0	574795.0
96.0	574234.0
97.0	573385.0
98.0	572310.0
99.0	575356.0
100.0	572007.0
101.0	572538.0
102.0	571068.0
103.0	571215.0
104.0	574630.0
105.0	566498.0
106.0	564298.0
107.0	563692.0
108.0	562659.0
109.0	560149.0
110.0	561729.0
111.0	561471.0
112.0	553453.0
113.0	553395.0
114.0	549756.0
115.0	545918.0
116.0	540368.0
117.0	536119.0
118.0	532248.0
119.0	529838.0
120.0	526602.0
121.0	519428.0
122.0	520268.0
123.0	516196.0
124.0	511775.0
125.0	508498.0
126.0	506811.0
127.0	503812.0
128.0	494932.0
129.0	490831.0
130.0	484912.0
131.0	482191.0
132.0	477451.0
133.0	473635.0
134.0	469367.0
135.0	464467.0
136.0	457336.0
137.0	452059.0
138.0	447715.0
139.0	446625.0
140.0	441471.0
141.0	434186.0
142.0	427301.0
143.0	420639.0
144.0	417791.0
145.0	413579.0
146.0	409023.0
147.0	403804.0
148.0	394054.0
149.0	286326.0
150.0	297061.0
151.0	491592.0
152.0	550243.0
153.0	498391.0
154.0	406275.0
155.0	383207.0
156.0	366035.0
157.0	354910.0
158.0	345114.0
159.0	334444.0
160.0	326359.0
161.0	319086.0
162.0	313086.0
163.0	307113.0
164.0	302399.0
165.0	297679.0
166.0	291407.0
167.0	286644.0
168.0	282063.0
169.0	276226.0
170.0	271001.0
171.0	266610.0
172.0	260154.0
173.0	257519.0
174.0	251769.0
175.0	249895.0
176.0	243751.0
177.0	238218.0
178.0	232899.0
179.0	231167.0
180.0	224644.0
181.0	221452.0
182.0	217243.0
183.0	213410.0
184.0	209500.0
185.0	206663.0
186.0	202317.0
187.0	198816.0
188.0	194391.0
189.0	190786.0
190.0	186980.0
191.0	185129.0
192.0	179671.0
193.0	176527.0
194.0	171890.0
195.0	169796.0
196.0	166034.0
197.0	162232.0
198.0	159469.0
199.0	156620.0
200.0	154377.0
201.0	150714.0
202.0	148012.0
203.0	144614.0
204.0	141928.0
205.0	139702.0
206.0	136824.0
207.0	134485.0
208.0	132445.0
209.0	129637.0
210.0	127684.0
211.0	126550.0
212.0	122778.0
213.0	120533.0
214.0	118423.0
215.0	115823.0
216.0	113738.0
217.0	111969.0
218.0	110599.0
219.0	107462.0
220.0	106141.0
221.0	104722.0
222.0	102232.0
223.0	99262.0
224.0	97768.0
225.0	95833.0
226.0	94699.0
227.0	92328.0
228.0	91161.0
229.0	88909.0
230.0	87913.0
231.0	86047.0
232.0	85148.0
233.0	82487.0
234.0	81854.0
235.0	79888.0
236.0	79338.0
237.0	78204.0
238.0	76700.0
239.0	74334.0
240.0	73254.0
241.0	73010.0
242.0	71577.0
243.0	69860.0
244.0	68847.0
245.0	69043.0
246.0	66945.0
247.0	65492.0
248.0	64578.0
249.0	64243.0
250.0	64371.0
251.0	61372.0
252.0	60810.0
253.0	59611.0
254.0	58466.0
255.0	57576.0
256.0	56427.0
257.0	56979.0
258.0	56454.0
259.0	55695.0
260.0	56357.0
261.0	54241.0
262.0	53208.0
263.0	51854.0
264.0	50357.0
265.0	50595.0
266.0	48628.0
267.0	48134.0
268.0	46887.0
269.0	46722.0
270.0	45250.0
271.0	44178.0
272.0	43797.0
273.0	42251.0
274.0	42452.0
275.0	41330.0
276.0	40963.0
277.0	40322.0
278.0	38802.0
279.0	38148.0
280.0	38043.0
281.0	36777.0
282.0	36317.0
283.0	35149.0
284.0	34612.0
285.0	34360.0
286.0	33656.0
287.0	33317.0
288.0	33013.0
289.0	32702.0
290.0	31261.0
291.0	30431.0
292.0	30039.0
293.0	29584.0
294.0	28927.0
295.0	28577.0
296.0	27990.0
297.0	28036.0
298.0	26807.0
299.0	26402.0
300.0	26190.0
301.0	25363.0
302.0	24941.0
303.0	24780.0
304.0	23734.0
305.0	23684.0
306.0	23300.0
307.0	23034.0
308.0	22692.0
309.0	22428.0
310.0	21881.0
311.0	21688.0
312.0	20976.0
313.0	20859.0
314.0	20265.0
315.0	19992.0
316.0	19795.0
317.0	19557.0
318.0	19871.0
319.0	18929.0
320.0	18842.0
321.0	18482.0
322.0	18156.0
323.0	17669.0
324.0	17522.0
