,source,target,PCC.cor,PCC_magnitude,PCC_direction,p_value
1,apul-mir-novel-15,FUN_025197,0.978580789954302,0.978580789954302,1,0.00375092828341026
2,apul-mir-novel-23,FUN_043328,0.965914639369325,0.965914639369325,1,0.00751541039444425
3,apul-mir-novel-15,FUN_013927,0.978580789954303,0.978580789954303,1,0.00375092828341024
4,apul-mir-novel-10,FUN_041670,-0.963033219379839,0.963033219379839,-1,0.0084845415358989
5,apul-mir-2023,FUN_035855,0.9658101093013,0.9658101093013,1,0.00754988858923516
6,apul-mir-novel-5,FUN_032449,0.995693532787135,0.995693532787135,1,0.00033902742814575
7,apul-mir-novel-21,FUN_000258,0.977388854104582,0.977388854104582,1,0.00406760929145233
8,apul-mir-novel-9,FUN_030107,0.965113242711184,0.965113242711184,1,0.00778106354057353
9,apul-mir-novel-9,FUN_041289,0.965113242711184,0.965113242711184,1,0.00778106354057353
10,apul-mir-novel-9,FUN_016608,0.994627225901417,0.994627225901417,1,0.000472369028023397
11,apul-mir-novel-12,FUN_013364,-0.971490463332523,0.971490463332523,-1,0.00575377810454247
12,apul-mir-novel-9,FUN_026122,0.965113242711184,0.965113242711184,1,0.00778106354057353
13,apul-mir-novel-9,FUN_024529,-0.973898923067543,0.973898923067543,-1,0.00504212756126728
14,apul-mir-novel-5,FUN_003478,-0.987158026110664,0.987158026110664,-1,0.00174358522915539
15,apul-mir-novel-15,FUN_041625,0.979681354691911,0.979681354691911,1,0.00346615436725054
16,apul-mir-novel-21,FUN_006047,0.977388854104582,0.977388854104582,1,0.00406760929145233
17,apul-mir-novel-34,FUN_004030,-0.960360362974489,0.960360362974489,-1,0.00941735834402992
18,apul-mir-novel-23,FUN_037708,0.97837155759896,0.97837155759896,1,0.00380590308574924
19,apul-mir-novel-9,FUN_026892,0.965113242711184,0.965113242711184,1,0.00778106354057356
20,apul-mir-novel-26,FUN_008327,-0.969079550705252,0.969079550705252,-1,0.00649647778506713
21,apul-mir-novel-19,FUN_003440,0.967855742230399,0.967855742230399,1,0.00688468077332657
22,apul-mir-novel-28,FUN_028212,0.961211818569935,0.961211818569935,1,0.00911674719626504
23,apul-mir-2022,FUN_012601,-0.987937302187941,0.987937302187941,-1,0.00158749787882643
24,apul-mir-novel-9,FUN_016637,0.965113242711184,0.965113242711184,1,0.00778106354057356
25,apul-mir-novel-9,FUN_039073,0.965113242711184,0.965113242711184,1,0.00778106354057353
26,apul-mir-novel-34,FUN_031571,0.989849332448064,0.989849332448064,1,0.00122578245722519
27,apul-mir-novel-10,FUN_012580,-0.971424618827498,0.971424618827498,-1,0.00577366509372755
28,apul-mir-novel-5,FUN_040689,0.98897179438378,0.98897179438378,1,0.00138794229797963
29,apul-mir-2028,FUN_003898,0.979630113873169,0.979630113873169,1,0.00347924745250208
30,apul-mir-2036,FUN_014804,0.959657908317892,0.959657908317892,1,0.00966775954318747
31,apul-mir-novel-29,FUN_022543,-0.960219481549203,0.960219481549203,-1,0.00946740491407129
32,apul-mir-novel-29,FUN_031944,-0.970032542846498,0.970032542846498,-1,0.00619935937556317
33,apul-mir-novel-16,FUN_036658,-0.980395448057802,0.980395448057802,-1,0.00328539797028087
34,apul-mir-novel-15,FUN_013801,0.973950013786862,0.973950013786862,1,0.00502736934165484
35,apul-mir-novel-15,FUN_013936,0.978580789954302,0.978580789954302,1,0.00375092828341029
36,apul-mir-novel-9,FUN_034898,0.963993725212303,0.963993725212303,1,0.00815720831608488
37,apul-mir-2023,FUN_002342,0.973893925144242,0.973893925144242,1,0.00504357204244837
38,apul-mir-novel-34,FUN_037296,0.970911358215383,0.970911358215383,1,0.00592945735113148
39,apul-mir-novel-9,FUN_002032,0.965113242711184,0.965113242711184,1,0.00778106354057353
40,apul-mir-novel-28,FUN_041829,0.96870312590872,0.96870312590872,1,0.00661509267158132
41,apul-mir-2050,FUN_027208,0.990139574386811,0.990139574386811,1,0.00117363744401445
42,apul-mir-novel-9,FUN_040522,0.961191758006318,0.961191758006318,1,0.00912379283291792
43,apul-mir-novel-15,FUN_013771,0.978580789954302,0.978580789954302,1,0.00375092828341026
44,apul-mir-novel-15,FUN_013777,0.978580789954302,0.978580789954302,1,0.00375092828341026
45,apul-mir-novel-17,FUN_018894,-0.969058804392155,0.969058804392155,-1,0.00650299672929437
46,apul-mir-novel-21,FUN_008423,0.977388854104582,0.977388854104582,1,0.00406760929145233
47,apul-mir-novel-9,FUN_037136,0.965113242711184,0.965113242711184,1,0.00778106354057353
48,apul-mir-novel-9,FUN_002626,-0.980027543260989,0.980027543260989,-1,0.00337812497848748
49,apul-mir-novel-15,FUN_022389,0.99711235936688,0.99711235936688,1,0.000186191723320705
50,apul-mir-novel-15,FUN_029089,0.978580789954302,0.978580789954302,1,0.00375092828341026
51,apul-mir-novel-15,FUN_040273,-0.971023628272827,0.971023628272827,-1,0.00589526287201513
52,apul-mir-novel-15,FUN_028533,0.978580789954302,0.978580789954302,1,0.00375092828341026
53,apul-mir-novel-6,FUN_021020,0.960566003787893,0.960566003787893,1,0.00934446304885304
54,apul-mir-novel-5,FUN_034095,0.979159544197398,0.979159544197398,1,0.00360024762062114
55,apul-mir-novel-15,FUN_018974,0.972275921067839,0.972275921067839,1,0.00551829871221388
56,apul-mir-novel-9,FUN_006649,0.960485624156678,0.960485624156678,1,0.0093729338037559
57,apul-mir-2050,FUN_012901,0.988405531088292,0.988405531088292,1,0.00149607509505869
58,apul-mir-novel-15,FUN_025954,0.993639608434193,0.993639608434193,1,0.0006083378812905
59,apul-mir-2025,FUN_031240,0.987112716818925,0.987112716818925,1,0.00175280902511889
60,apul-mir-novel-31,FUN_016389,0.995492213564925,0.995492213564925,1,0.000363065499834431
61,apul-mir-novel-28,FUN_013441,0.979485291299236,0.979485291299236,1,0.00351634071926723
62,apul-mir-novel-15,FUN_007609,0.978580789954302,0.978580789954302,1,0.00375092828341026
63,apul-mir-novel-28,FUN_004088,-0.966338509909935,0.966338509909935,-1,0.00737613387218483
64,apul-mir-novel-8a; apul-mir-novel-8b,FUN_043410,-0.983031019325006,0.983031019325006,-1,0.00264672589177186
65,apul-mir-novel-21,FUN_006081,0.977388854104582,0.977388854104582,1,0.00406760929145233
66,apul-mir-novel-15,FUN_019442,0.972405796451194,0.972405796451194,1,0.00547967560671656
67,apul-mir-100,FUN_028974,-0.976242455648011,0.976242455648011,-1,0.00438008401342708
68,apul-mir-novel-3,FUN_032813,-0.962521932705698,0.962521932705698,-1,0.00866050057254566
69,apul-mir-novel-23,FUN_022469,0.96824479400018,0.96824479400018,1,0.00676046735214234
70,apul-mir-novel-9,FUN_000484,0.965113242711184,0.965113242711184,1,0.00778106354057353
71,apul-mir-novel-5,FUN_017622,0.995693532787135,0.995693532787135,1,0.000339027428145737
72,apul-mir-novel-9,FUN_018376,0.991502576852876,0.991502576852876,1,0.000939096871218252
73,apul-mir-100,FUN_018376,-0.972117222602966,0.972117222602966,-1,0.00556561459709215
74,apul-mir-novel-7,FUN_038158,0.963064629680728,0.963064629680728,1,0.00847377040471592
75,apul-mir-novel-5,FUN_026831,0.997716478496002,0.997716478496002,1,0.000130946140340583
76,apul-mir-novel-21,FUN_006054,0.977388854104582,0.977388854104582,1,0.00406760929145233
77,apul-mir-novel-15,FUN_001948,0.979680269937281,0.979680269937281,1,0.00346643137529996
78,apul-mir-novel-15,FUN_000607,0.975751510133819,0.975751510133819,1,0.00451621830381497
79,apul-mir-novel-15,FUN_000634,0.978580789954303,0.978580789954303,1,0.00375092828341024
80,apul-mir-novel-15,FUN_003924,0.9785058578063,0.9785058578063,1,0.00377058596288974
81,apul-mir-novel-15,FUN_006513,0.986343585700007,0.986343585700007,1,0.00191182107517003
82,apul-mir-novel-15,FUN_007037,0.978255057697467,0.978255057697467,1,0.00383662722599413
83,apul-mir-novel-15,FUN_007038,0.978580789954302,0.978580789954302,1,0.00375092828341026
84,apul-mir-novel-15,FUN_008324,0.96755942484353,0.96755942484353,1,0.00697978447307705
85,apul-mir-novel-15,FUN_008023,0.985965668756982,0.985965668756982,1,0.00199161354692373
86,apul-mir-novel-15,FUN_008973,0.989250151196218,0.989250151196218,1,0.00133578284446748
