#Coverage (X)	Coverage
1.0	87.21591106189786
2.0	84.50987721502734
3.0	80.40933421513614
4.0	78.19466996521854
5.0	75.39295009011488
6.0	73.4208791723817
7.0	71.13728738859483
8.0	69.30682949288207
9.0	67.28959540418745
10.0	65.55480019178185
11.0	63.70687411757627
12.0	62.04379104496203
13.0	60.30695980773165
14.0	58.70443559535839
15.0	57.05959417072645
16.0	55.51083004300428
17.0	53.93309814201477
18.0	52.435831570457005
19.0	50.925032466232295
20.0	49.48076736569812
21.0	48.031878812221585
22.0	46.63847092232036
23.0	45.249535032742585
24.0	43.910717612297326
25.0	42.58004930741623
26.0	41.29608667501027
27.0	40.02533476257271
28.0	38.79656435849967
29.0	37.585176084679915
30.0	36.411319506227564
31.0	35.25596021234358
32.0	34.13791903669434
33.0	33.04116650420012
34.0	31.978366369001748
35.0	30.936554479853086
36.0	29.92922362516694
37.0	28.942334822436052
38.0	27.986292577180194
39.0	27.053715648259768
40.0	26.149901790404556
41.0	25.268540928003944
42.0	24.415453664956203
43.0	23.584647300883972
44.0	22.78277687608913
45.0	22.00067535906176
46.0	21.245607845111394
47.0	20.511509090950213
48.0	19.80224644402564
49.0	19.11452826977542
50.0	18.44965243032371
51.0	17.80440388561746
