ACR.140	ACR.145	ACR.150	ACR.173	ACR.178
lncRNA_007	5.10744404466147	3.48537003898307	4.34676674761798	3.48537003898307	6.64211996023834
lncRNA_018	3.48537003898307	3.48537003898307	3.48537003898307	3.48537003898307	7.01822377155903
lncRNA_019	4.4056744927193	4.23279944062484	6.57149611230229	5.24878083419283	7.15552549472986
lncRNA_022	4.81549362289307	4.53120527994274	7.82959885851742	6.25436826572596	8.35927910116722
lncRNA_023	4.71513316081332	4.53120527994274	7.62629513103797	6.23133587731047	7.97546136886983
lncRNA_024	7.73286421735708	6.12481417572739	8.75947267333019	6.36410992100787	10.8013243051965
lncRNA_026	7.63902715836929	5.83512444747765	6.99225611177787	5.59033278121381	10.0940678396748
lncRNA_027	7.63902715836929	5.83512444747765	6.99225611177787	5.59033278121381	10.0940678396748
lncRNA_028	7.661665221083	5.91357140902135	7.70683820425693	5.66312788819576	9.1235941724159
lncRNA_029	7.82595510499118	6.02329243325531	8.17636313933503	5.91974149823896	9.30928817118856
lncRNA_030	6.65110839208676	4.75328227059268	6.12841799635668	4.60538466927319	7.51094622714875
lncRNA_031	6.78188639500125	4.93521724817713	6.63337469745267	4.84134517714081	7.73125269005314
lncRNA_032	6.85293067380063	4.93521724817713	7.20960777772221	5.19861686286016	7.91257745568754
lncRNA_033	6.65110839208676	4.75328227059268	6.12841799635668	4.60538466927319	7.51094622714875
lncRNA_034	6.97610200345486	5.29195909153094	8.74916080358677	6.13515154704542	8.81232615919716
lncRNA_035	6.6164248664271	5.09123166081098	8.15045518275745	5.79761638079444	8.2491590361974
lncRNA_036	6.76091458737702	5.16196492348832	8.36836969962413	5.94861327658065	8.43722827344701
lncRNA_037	6.90157863979225	5.22871275171363	8.58877128983251	6.08440791223104	8.75083245841451
lncRNA_038	7.81590485235513	5.83512444747765	7.66346733115126	5.59033278121381	9.05838996137009
lncRNA_041	5.24603205712667	4.39586655394365	7.04978443449392	4.97340545035995	7.45456683574299
lncRNA_042	6.11480068310847	4.75328227059268	7.73504028269556	5.24878083419283	7.97238168684897
lncRNA_043	5.70623232701656	4.64865038997346	7.37142412704856	5.19861686286016	7.77081607995839
lncRNA_045	6.96699780528287	4.0168032552126	5.43093166947655	3.48537003898307	5.28544138980232
lncRNA_053	6.62808134070513	3.48537003898307	3.48537003898307	6.99837034143251	3.48537003898307
lncRNA_054	5.63611851352409	4.0168032552126	5.31512480170959	7.35357675698129	6.53638156133466
lncRNA_058	6.68495763998037	5.29195909153094	6.49010032543728	8.43495949017955	5.59048004955951
lncRNA_059	7.2775653717457	6.12481417572739	7.23952909269966	9.02250225633903	5.42804521580045
lncRNA_081	10.1700329200959	10.8458983732962	9.29649462566758	6.98485845937371	9.28842498742343
lncRNA_095	8.81478003673377	8.57051686484358	8.38623325617195	8.31135655223191	4.308886039908
lncRNA_097	11.2719639649708	12.3116034778691	10.8504162424747	11.2213588994932	8.48766265475566
lncRNA_113	4.47673252792325	9.149210744176	6.29233854956742	6.23133587731047	6.32716555688545
lncRNA_115	7.72751109751361	8.2369943162768	6.40367261649409	9.44606078161275	6.4128084376155
lncRNA_116	7.72751109751361	8.2369943162768	6.40367261649409	9.44606078161275	6.4128084376155
lncRNA_129	11.3894360270594	13.3945446867401	10.8252921685899	11.1540694087781	9.0956061833958
lncRNA_130	8.45630701605561	10.2283185033585	10.5750590899736	8.61995798207352	7.14457608058013
lncRNA_137	6.21204069211928	4.23279944062484	7.1790452738071	5.73208444140909	7.71659116023306
lncRNA_139	12.5681547805502	10.3196427074046	11.5397886012025	13.8526794365662	8.64663369717797
lncRNA_140	6.98514820418533	7.85099013899359	10.2170945915289	11.2876980824005	6.95685648410457
lncRNA_142	8.4787440325097	7.98858192708611	5.39351083427888	6.29931289342143	9.18862819500421
lncRNA_155	8.3455507207029	6.82667546165505	6.83076188026307	8.75255122943907	5.48451857464435
lncRNA_156	12.0096799566333	13.8836988380721	11.6468210049834	11.548015645419	10.3769478425759
lncRNA_164	9.64254186778997	5.75178026439263	7.22962488515572	4.51187768590202	6.58617503209332
lncRNA_165	9.64254186778997	5.75178026439263	7.22962488515572	4.51187768590202	6.58617503209332
lncRNA_166	8.06949336578894	4.23279944062484	3.48537003898307	3.48537003898307	4.1114512610343
lncRNA_170	8.71843894721666	5.98769760691571	4.53293641955336	7.21037334423576	5.87852637951992
lncRNA_182	8.19489379334074	9.89498580197163	5.09375006400732	5.79761638079444	4.1114512610343
lncRNA_183	8.19489379334074	9.89498580197163	5.09375006400732	5.79761638079444	4.1114512610343
lncRNA_184	8.19489379334074	9.89498580197163	5.09375006400732	5.79761638079444	4.1114512610343
lncRNA_185	8.19489379334074	9.89498580197163	5.09375006400732	5.79761638079444	4.1114512610343
lncRNA_186	8.19489379334074	9.89498580197163	5.09375006400732	5.79761638079444	4.1114512610343
lncRNA_190	5.89669259626035	3.48537003898307	6.34912062637029	3.95214478831678	4.46419529139374
lncRNA_191	7.45028666938348	7.74098980952647	8.98124721094777	9.25816687855079	6.11544067409349
lncRNA_192	7.45028666938348	7.74098980952647	8.98124721094777	9.25816687855079	6.11544067409349
lncRNA_193	7.45028666938348	7.74098980952647	8.98124721094777	9.25816687855079	6.11544067409349
lncRNA_204	5.48339285812461	8.44876276569454	5.14143611923981	7.0768504516154	6.665431437953
lncRNA_209	5.99186498576452	6.86558802131184	8.47654444301989	8.67530389342817	5.36892047718656
lncRNA_211	10.3717201974803	7.66632747200904	6.33045029769382	6.40568815402067	9.1235941724159
lncRNA_241	5.63611851352409	3.48537003898307	5.1872674518346	6.66652576416426	4.308886039908
lncRNA_243	9.05971315654118	8.22961597617337	7.70683820425693	4.7686480229957	7.30551271403351
lncRNA_250	9.56233898483771	8.57634251995449	9.00743604786676	7.89660777380911	6.34665846061157
lncRNA_251	9.53203178404185	8.52304329052693	9.00743604786676	7.83052832283538	6.22536202619819
lncRNA_253	8.11115197515839	4.53120527994274	8.36386895466026	5.09146779067661	8.80196903566909
lncRNA_254	6.58086379554232	4.39586655394365	7.01554759031032	4.69039756471309	7.20378284182362
lncRNA_255	10.6683969437515	6.02329243325531	10.9361929056578	6.27702305097184	11.7806905159621
lncRNA_256	7.94137206909342	4.23279944062484	8.1452171141531	4.60538466927319	8.81060513360308
lncRNA_257	6.87259077457738	4.23279944062484	7.29755304300805	4.28702526776194	7.63705848768486
lncRNA_258	7.0810318966989	4.23279944062484	7.52487794425026	4.28702526776194	7.74215134077568
lncRNA_259	6.37425983281086	4.0168032552126	6.70708101780724	4.14267239059549	7.13906965607645
lncRNA_260	8.95849000680387	4.64865038997346	9.31058356947781	5.3432996462187	9.83954264195784
lncRNA_261	8.33855625500416	3.48537003898307	7.57257934310466	5.66312788819576	6.64211996023834
lncRNA_262	6.78188639500125	4.0168032552126	7.34416803012934	4.14267239059549	7.48520060440939
lncRNA_263	10.3605548855395	5.83512444747765	10.6508269287491	6.18408411431906	11.1843337723851
lncRNA_264	8.24064459650587	4.23279944062484	8.67846170466274	4.40723312481976	8.89097986575557
lncRNA_265	8.97886188897632	5.22871275171363	9.25581164910813	4.7686480229957	9.78889543773814
lncRNA_266	6.88231943375782	4.53120527994274	7.09418813330764	4.28702526776194	7.79543649398693
lncRNA_267	6.9578348493079	4.23279944062484	7.91215439777103	4.40723312481976	7.86020993434099
lncRNA_268	7.41737145722128	4.53120527994274	7.95471712687428	4.14267239059549	8.39878123585917
lncRNA_269	5.75097949820661	3.48537003898307	6.03848137831107	3.48537003898307	6.72577268056219
lncRNA_270	7.09779154192507	4.23279944062484	7.16871042820109	3.95214478831678	7.48520060440939
lncRNA_271	7.79046700660523	4.0168032552126	8.27556667335532	4.51187768590202	8.40564104965263
lncRNA_272	6.99413715295746	4.0168032552126	7.29755304300805	4.28702526776194	7.46777596229349
lncRNA_273	9.38716712512684	5.09123166081098	9.51096946841688	5.24878083419283	10.1262316846223
lncRNA_274	7.67841226011704	4.23279944062484	7.9606958772729	4.40723312481976	8.27436870984742
lncRNA_275	5.14363780511568	3.48537003898307	5.86515967386277	3.48537003898307	6.00835201112794
lncRNA_278	7.53861496482426	4.64865038997346	7.36239638834988	4.14267239059549	8.08785279715827
lncRNA_279	6.09790216042657	4.23279944062484	5.94217845472174	3.95214478831678	6.7693927505515
lncRNA_280	7.39048283158077	4.84814005165701	7.57257934310466	4.69039756471309	8.15727485873909
lncRNA_281	6.92057969637134	4.64865038997346	7.07215949433806	4.60538466927319	7.69805097830527
lncRNA_282	9.20512674128765	5.16196492348832	10.0053735526715	5.47281774101208	10.2140844542815
lncRNA_283	7.51392942795025	4.0168032552126	7.79653848963611	4.14267239059549	7.53205284348592
lncRNA_284	9.52281400839478	5.61598343618366	9.72769351967865	4.90937388709973	10.1529502449914
lncRNA_286	7.56288223639932	5.35209817519391	7.89975834465238	5.51319862093916	7.89966348601567
lncRNA_287	9.90743231976418	6.02329243325531	9.42508697194897	6.68342646600452	10.0517356544909
lncRNA_288	4.02265264700569	7.4415646258825	4.09892327882257	6.76501824591375	5.95790902003938
lncRNA_289	7.5014252211104	5.16196492348832	6.85683664656162	4.84134517714081	7.79194504352145
lncRNA_290	6.77143940757914	3.48537003898307	5.94217845472174	3.48537003898307	6.51938280771462
lncRNA_291	7.41069654583342	5.09123166081098	7.76269867501956	4.84134517714081	8.3064945661136
lncRNA_292	6.42884567275165	4.53120527994274	6.66332176662898	4.51187768590202	7.14457608058013
lncRNA_293	6.84299730318758	4.23279944062484	6.90758877122101	4.51187768590202	7.51942624146548
lncRNA_294	5.97335913940633	4.0168032552126	6.86969613644923	4.51187768590202	7.46338645297103
lncRNA_295	5.97335913940633	4.0168032552126	6.86969613644923	4.51187768590202	7.46338645297103
lncRNA_296	6.65110839208676	3.48537003898307	6.55559076561948	3.48537003898307	6.64993343450045
lncRNA_300	7.27020265120224	4.23279944062484	7.78983405473646	3.95214478831678	8.00288548166448
lncRNA_306	5.07009180924703	7.20532963950997	5.50260323735089	4.14267239059549	3.48537003898307
lncRNA_315	10.9786697978835	13.3440477295326	13.9649546278401	12.7134102794376	9.24704318932868
lncRNA_316	10.9786697978835	13.3440477295326	13.9649546278401	12.7134102794376	9.24704318932868
lncRNA_327	5.14363780511568	10.8578960500031	7.14781315845306	6.68342646600452	6.665431437953
lncRNA_328	5.63611851352409	3.48537003898307	3.48537003898307	6.700126824009	3.80024750418183
