ACR.140	ACR.145	ACR.150	ACR.173	ACR.178
lncRNA_001	4.14154301814217	3.48537003898307	5.044023344027	3.48537003898307	5.68841844851836
lncRNA_002	4.32778713320546	4.0168032552126	5.43093166947655	3.95214478831678	6.02067501216523
lncRNA_003	4.32778713320546	5.79410525516595	5.27398251235139	6.23133587731047	6.24633113383307
lncRNA_004	5.03148988043547	4.53120527994274	6.40367261649409	4.60538466927319	7.15006130526371
lncRNA_005	6.51951632654853	4.39586655394365	4.23406229109	3.95214478831678	4.1114512610343
lncRNA_006	7.9039208901845	6.86558802131184	6.7633912153256	8.38474161997709	8.27436870984742
lncRNA_007	5.10744404466147	3.48537003898307	4.34676674761798	3.48537003898307	6.64211996023834
lncRNA_008	4.4056744927193	3.48537003898307	4.99203692506566	3.48537003898307	4.51009730797728
lncRNA_009	4.66093235359787	3.48537003898307	4.81961838006378	3.95214478831678	5.04735466273122
lncRNA_010	5.27831634349205	4.0168032552126	5.14143611923981	3.95214478831678	5.09897312970465
lncRNA_011	5.48339285812461	4.64865038997346	6.06152701452898	5.03396387844255	6.08067001594528
lncRNA_012	4.76654191743715	6.68137023314533	4.34676674761798	4.60538466927319	4.74575530602193
lncRNA_013	4.95010660285672	5.35209817519391	6.86969613644923	7.13909785871986	6.96934391117781
lncRNA_014	5.03148988043547	5.35209817519391	6.70708101780724	6.79637880005591	6.91226429323688
lncRNA_015	5.03148988043547	5.66282985661958	6.91999784624469	6.94353383563451	7.18253654134321
lncRNA_016	4.95010660285672	5.29195909153094	6.55559076561948	6.56062125662549	6.72577268056219
lncRNA_017	5.61188518842956	5.35209817519391	6.34912062637029	4.90937388709973	7.59757701325299
lncRNA_018	3.48537003898307	3.48537003898307	3.48537003898307	3.48537003898307	7.01822377155903
lncRNA_019	4.4056744927193	4.23279944062484	6.57149611230229	5.24878083419283	7.15552549472986
lncRNA_020	4.14154301814217	3.48537003898307	4.6867323207581	3.95214478831678	5.46597237594496
lncRNA_021	4.4056744927193	3.48537003898307	4.6129713242831	4.28702526776194	5.70405152483607
lncRNA_022	4.81549362289307	4.53120527994274	7.82959885851742	6.25436826572596	8.35927910116722
lncRNA_023	4.71513316081332	4.53120527994274	7.62629513103797	6.23133587731047	7.97546136886983
