"from","to","weight","correlation","width","color"
"Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g22310.t1",0.947470580577219,-0.947470580577219,4.7373529028861,"#666666"
"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g25291.t1",0.947885623670125,-0.947885623670125,4.73942811835062,"#666666"
"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g10347.t1",0.981685694822282,-0.981685694822282,4.90842847411141,"#666666"
"Cluster_5253","Pocillopora_meandrina_HIv1___TS.g821.t1",0.947557351451081,0.947557351451081,4.7377867572554,"#666666"
"Cluster_5253","Pocillopora_meandrina_HIv1___TS.g821.t1",0.947557351451081,0.947557351451081,4.7377867572554,"#666666"
"Cluster_5253","Pocillopora_meandrina_HIv1___TS.g821.t1",0.947557351451081,0.947557351451081,4.7377867572554,"#666666"
"Cluster_5253","Pocillopora_meandrina_HIv1___TS.g821.t1",0.947557351451081,0.947557351451081,4.7377867572554,"#666666"
"Cluster_5253","Pocillopora_meandrina_HIv1___TS.g821.t1",0.947557351451081,0.947557351451081,4.7377867572554,"#666666"
"Cluster_5253","Pocillopora_meandrina_HIv1___TS.g821.t1",0.947557351451081,0.947557351451081,4.7377867572554,"#666666"
"Cluster_5253","Pocillopora_meandrina_HIv1___TS.g821.t1",0.947557351451081,0.947557351451081,4.7377867572554,"#666666"
"Cluster_1793","Pocillopora_meandrina_HIv1___RNAseq.g26466.t1",0.945332798083424,-0.945332798083424,4.72666399041712,"#666666"
"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g14977.t1",0.893222380847292,-0.893222380847292,4.46611190423646,"#666666"
"Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g18208.t1",0.987781180181153,-0.987781180181153,4.93890590090577,"#666666"
"Cluster_5612","Pocillopora_meandrina_HIv1___RNAseq.g20733.t1",0.965837666525896,0.965837666525896,4.82918833262948,"#666666"
"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g627.t1b",0.981986205789269,-0.981986205789269,4.90993102894635,"#666666"
"Cluster_2973","Pocillopora_meandrina_HIv1___TS.g5059.t2",0.948228376602944,-0.948228376602944,4.74114188301472,"#666666"
"Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g15252.t1",0.906915771266696,-0.906915771266696,4.53457885633348,"#666666"
"Cluster_4572","Pocillopora_meandrina_HIv1___RNAseq.g22666.t1",0.944276647979206,0.944276647979206,4.72138323989603,"#666666"
"Cluster_1938","Pocillopora_meandrina_HIv1___TS.g23997.t1",0.97347675856656,-0.97347675856656,4.8673837928328,"#666666"
"Cluster_3661","Pocillopora_meandrina_HIv1___RNAseq.g29298.t1",0.93643215358513,-0.93643215358513,4.68216076792565,"#666666"
"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g1869.t1",0.941039814196232,-0.941039814196232,4.70519907098116,"#666666"
"Cluster_4823","Pocillopora_meandrina_HIv1___TS.g20484.t1",0.911291572874932,0.911291572874932,4.55645786437466,"#666666"
"Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g21083.t1",0.95644813963139,0.95644813963139,4.78224069815695,"#666666"
"Cluster_1296","Pocillopora_meandrina_HIv1___TS.g29797.t1a",0.932325817028199,-0.932325817028199,4.661629085141,"#666666"
"Cluster_360","Pocillopora_meandrina_HIv1___RNAseq.g13929.t1",0.907972271074224,-0.907972271074224,4.53986135537112,"#666666"
"Cluster_1952","Pocillopora_meandrina_HIv1___RNAseq.g10343.t1",0.906723839752342,0.906723839752342,4.53361919876171,"#666666"
"Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g14845.t1",0.950813862951001,0.950813862951001,4.75406931475501,"#666666"
"Cluster_1296","Pocillopora_meandrina_HIv1___RNAseq.g15866.t1",0.941449087059812,-0.941449087059812,4.70724543529906,"#666666"
"Cluster_3661","Pocillopora_meandrina_HIv1___RNAseq.g13578.t1",0.888771752750385,-0.888771752750385,4.44385876375193,"#666666"
"Cluster_2839","Pocillopora_meandrina_HIv1___RNAseq.g28481.t1",0.968528512591817,-0.968528512591817,4.84264256295909,"#666666"
"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g549.t1b",0.93082688656806,0.93082688656806,4.6541344328403,"#666666"
"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g7360.t1",0.983640847512444,0.983640847512444,4.91820423756222,"#666666"
"Cluster_3392","Pocillopora_meandrina_HIv1___RNAseq.g2388.t1",0.925501651855862,0.925501651855862,4.62750825927931,"#666666"
"Cluster_3392","Pocillopora_meandrina_HIv1___TS.g5141.t1",0.967616283342236,0.967616283342236,4.83808141671118,"#666666"
"Cluster_4572","Pocillopora_meandrina_HIv1___RNAseq.g28898.t1",0.885183202030469,0.885183202030469,4.42591601015234,"#666666"
"Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g29320.t1",0.896641214423057,-0.896641214423057,4.48320607211529,"#666666"
"Cluster_2973","Pocillopora_meandrina_HIv1___TS.g16575.t1",0.982768196936009,0.982768196936009,4.91384098468005,"#666666"
"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g21663.t3",0.98901770010242,0.98901770010242,4.9450885005121,"#666666"
"Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g1558.t1",0.954332450874319,0.954332450874319,4.7716622543716,"#666666"
"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g18290.t1",0.906573477308051,-0.906573477308051,4.53286738654026,"#666666"
"Cluster_1952","Pocillopora_meandrina_HIv1___RNAseq.g5133.t1",0.903756010587007,-0.903756010587007,4.51878005293504,"#666666"
"Cluster_4118","Pocillopora_meandrina_HIv1___TS.g12427.t1",0.974320381559136,0.974320381559136,4.87160190779568,"#666666"
"Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g22440.t1",0.926132370246854,0.926132370246854,4.63066185123427,"#666666"
"Cluster_5253","Pocillopora_meandrina_HIv1___TS.g6076.t1",0.984428566503814,0.984428566503814,4.92214283251907,"#666666"
"Cluster_4435","Pocillopora_meandrina_HIv1___TS.g2276.t1",0.907316772879209,-0.907316772879209,4.53658386439604,"#666666"
"Cluster_4438","Pocillopora_meandrina_HIv1___TS.g2276.t1",0.883078363299869,0.883078363299869,4.41539181649935,"#666666"
"Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g22816.t2",0.892591265912176,-0.892591265912176,4.46295632956088,"#666666"
"Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g22088.t1",0.920794623606383,-0.920794623606383,4.60397311803191,"#666666"
"Cluster_3661","Pocillopora_meandrina_HIv1___TS.g9480.t1",0.9816904077195,-0.9816904077195,4.9084520385975,"#666666"
"Cluster_4572","Pocillopora_meandrina_HIv1___RNAseq.g5368.t1",0.997797300050035,0.997797300050035,4.98898650025018,"#666666"
"Cluster_4754","Pocillopora_meandrina_HIv1___RNAseq.g16818.t2",0.949246788610651,0.949246788610651,4.74623394305326,"#666666"
"Cluster_4439","Pocillopora_meandrina_HIv1___TS.g18078.t3",0.952837587820548,-0.952837587820548,4.76418793910274,"#666666"
"Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g18023.t1",0.960310243284543,-0.960310243284543,4.80155121642271,"#666666"
"Cluster_5612","Pocillopora_meandrina_HIv1___RNAseq.g7261.t1",0.878762682144176,0.878762682144176,4.39381341072088,"#666666"
"Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g25846.t1",0.891484471128355,0.891484471128355,4.45742235564177,"#666666"
