CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
89	7274	783046	0.92	790320
90	7419	807461	0.91	814880
91	7326	780802	0.93	788128
92	7247	759754	0.94	767001
93	7297	768546	0.94	775843
94	7017	733521	0.95	740538
95	6911	716095	0.96	723006
96	6919	700205	0.98	707124
97	6390	680846	0.93	687236
98	6536	667703	0.97	674239
99	6704	674010	0.98	680714
100	6877	656680	1.04	663557
101	6277	645263	0.96	651540
102	6401	634384	1.00	640785
103	6319	614336	1.02	620655
104	6178	608734	1.00	614912
105	5902	598075	0.98	603977
106	5919	591217	0.99	597136
107	5973	591934	1.00	597907
108	5822	584880	0.99	590702
109	5866	560639	1.04	566505
110	5823	559456	1.03	565279
111	6282	595983	1.04	602265
112	5932	538027	1.09	543959
113	5844	524191	1.10	530035
114	5634	516264	1.08	521898
115	5532	506635	1.08	512167
116	5654	493494	1.13	499148
117	5815	486731	1.18	492546
118	5337	478659	1.10	483996
119	5627	472654	1.18	478281
120	5465	462063	1.17	467528
121	5197	452769	1.13	457966
122	5379	451861	1.18	457240
123	5176	447989	1.14	453165
124	5183	444342	1.15	449525
125	5544	464608	1.18	470152
126	4927	418021	1.16	422948
127	5103	410279	1.23	415382
128	4988	411813	1.20	416801
129	4977	406409	1.21	411386
130	5325	423048	1.24	428373
131	4935	394084	1.24	399019
132	4762	383267	1.23	388029
133	4926	375029	1.30	379955
134	4780	368710	1.28	373490
135	4736	361803	1.29	366539
136	4841	357453	1.34	362294
137	4871	355730	1.35	360601
138	4781	349829	1.35	354610
139	4912	354237	1.37	359149
140	5483	352709	1.53	358192
141	4849	331375	1.44	336224
142	5037	338514	1.47	343551
143	4765	328913	1.43	333678
144	4276	313836	1.34	318112
145	4251	309709	1.35	313960
146	4112	303777	1.34	307889
147	4451	310234	1.41	314685
148	3942	291516	1.33	295458
149	3995	284581	1.38	288576
150	3311	274079	1.19	277390
151	2897	217925	1.31	220822

