#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	2.262449325377204E-7
4.0	4.524898650754408E-7
5.0	1.2443471289574623E-6
6.0	1.8099594603017635E-6
7.0	2.0362043928394837E-6
8.0	6.1086131785184515E-6
9.0	1.2556593755843483E-5
10.0	2.8280616567215053E-5
11.0	8.444592106970415E-5
12.0	2.8914102378320666E-4
13.0	8.768687972830697E-4
14.0	0.002544520195018607
15.0	0.006576713943938995
16.0	0.014760389082460282
17.0	0.028842439295939343
18.0	0.04881070391925228
19.0	0.0716265438247181
20.0	0.09254339688892854
21.0	0.10707245052786903
22.0	0.11214395693563457
23.0	0.1078246583673238
24.0	0.09653554528478976
25.0	0.08818099866096937
26.0	0.0570251483685987
27.0	0.04859990020336026
28.0	0.03519624542009555
29.0	0.024930381606196483
30.0	0.017332511159248488
31.0	0.011850087392761315
32.0	0.008020382858462188
33.0	0.005373260586537726
34.0	0.003657305895705385
35.0	0.0025248934471209595
36.0	0.0017519841963389725
37.0	0.0012367679237174486
38.0	8.915747178980217E-4
39.0	6.831465737976468E-4
40.0	5.246054373218392E-4
41.0	3.9230871302040716E-4
42.0	2.919125242067937E-4
43.0	2.2686710610219914E-4
44.0	1.711542914647855E-4
45.0	1.2584874372410698E-4
46.0	9.92084029177904E-5
47.0	7.935541008760542E-5
48.0	6.374450974250272E-5
49.0	4.886890542814761E-5
50.0	4.360871074664561E-5
51.0	2.364259545019178E-5
52.0	1.3631257185397655E-5
53.0	1.1595052792558172E-5
54.0	7.296399074341484E-6
55.0	6.391419344190602E-6
56.0	4.355214951351118E-6
57.0	3.3371127549313755E-6
58.0	2.205888092242774E-6
59.0	1.9796431597050537E-6
60.0	2.6583779573182144E-6
61.0	4.524898650754408E-7
62.0	7.352960307475913E-7
63.0	5.090510982098709E-7
64.0	2.828061656721505E-7
65.0	1.696836994032903E-7
66.0	1.131224662688602E-7
67.0	3.6199189206035257E-6
68.0	3.393673988065806E-7
69.0	1.131224662688602E-7
70.0	2.828061656721505E-7
71.0	1.131224662688602E-7
72.0	2.828061656721505E-7
73.0	2.262449325377204E-7
74.0	0.0
75.0	1.131224662688602E-6
76.0	1.131224662688602E-7
77.0	1.131224662688602E-7
78.0	5.65612331344301E-8
79.0	2.262449325377204E-7
80.0	6.787347976131612E-7
81.0	1.696836994032903E-7
82.0	5.65612331344301E-8
83.0	2.262449325377204E-7
84.0	1.696836994032903E-7
85.0	5.65612331344301E-8
86.0	1.131224662688602E-7
87.0	5.65612331344301E-8
88.0	1.131224662688602E-7
89.0	1.131224662688602E-7
90.0	1.131224662688602E-7
91.0	5.65612331344301E-8
92.0	1.696836994032903E-7
93.0	0.0
94.0	0.0
95.0	0.0
96.0	1.131224662688602E-7
97.0	5.65612331344301E-8
98.0	0.0
99.0	5.65612331344301E-8
100.0	5.147072215233139E-6
