#Insert size (bp)	insert size
20.0	427.0
21.0	706.0
22.0	1437.0
23.0	2288.0
24.0	3079.0
25.0	4392.0
26.0	6639.0
27.0	9230.0
28.0	12225.0
29.0	15875.0
30.0	19874.0
31.0	24594.0
32.0	29969.0
33.0	36289.0
34.0	42967.0
35.0	50945.0
36.0	58441.0
37.0	67963.0
38.0	78322.0
39.0	88925.0
40.0	100332.0
41.0	112929.0
42.0	127058.0
43.0	142435.0
44.0	158392.0
45.0	174534.0
46.0	191684.0
47.0	209800.0
48.0	228395.0
49.0	248303.0
50.0	268897.0
51.0	288366.0
52.0	308192.0
53.0	330035.0
54.0	350614.0
55.0	378135.0
56.0	404716.0
57.0	428629.0
58.0	451276.0
59.0	472125.0
60.0	495080.0
61.0	514191.0
62.0	539029.0
63.0	558945.0
64.0	576498.0
65.0	599395.0
66.0	616341.0
67.0	635677.0
68.0	654474.0
69.0	670161.0
70.0	691260.0
71.0	706408.0
72.0	722201.0
73.0	735365.0
74.0	751607.0
75.0	761626.0
76.0	769398.0
77.0	781842.0
78.0	789720.0
79.0	798636.0
80.0	807862.0
81.0	813456.0
82.0	814141.0
83.0	824269.0
84.0	828898.0
85.0	830732.0
86.0	837015.0
87.0	840090.0
88.0	842149.0
89.0	845758.0
90.0	841320.0
91.0	837951.0
92.0	834627.0
93.0	829071.0
94.0	828207.0
95.0	827635.0
96.0	822521.0
97.0	818766.0
98.0	814338.0
99.0	814359.0
100.0	805717.0
101.0	798286.0
102.0	789226.0
103.0	784213.0
104.0	775642.0
105.0	764540.0
106.0	758889.0
107.0	752951.0
108.0	742683.0
109.0	735703.0
110.0	725079.0
111.0	718590.0
112.0	710303.0
113.0	700409.0
114.0	691232.0
115.0	682373.0
116.0	672607.0
117.0	662149.0
118.0	653219.0
119.0	644944.0
120.0	638779.0
121.0	629532.0
122.0	620125.0
123.0	610282.0
124.0	602741.0
125.0	594461.0
126.0	586305.0
127.0	579066.0
128.0	570280.0
129.0	562803.0
130.0	552792.0
131.0	546210.0
132.0	533592.0
133.0	525932.0
134.0	516154.0
135.0	508189.0
136.0	498815.0
137.0	492754.0
138.0	483844.0
139.0	474715.0
140.0	465524.0
141.0	454398.0
142.0	441871.0
143.0	434794.0
144.0	427368.0
145.0	421254.0
146.0	416573.0
147.0	406349.0
148.0	392434.0
149.0	293126.0
150.0	298848.0
151.0	459363.0
152.0	514391.0
153.0	466243.0
154.0	383059.0
155.0	356592.0
156.0	335680.0
157.0	322966.0
158.0	312477.0
159.0	302348.0
160.0	293286.0
161.0	285185.0
162.0	277746.0
163.0	270431.0
164.0	264678.0
165.0	257540.0
166.0	250623.0
167.0	244030.0
168.0	238090.0
169.0	232059.0
170.0	226599.0
171.0	220572.0
172.0	215456.0
173.0	210444.0
174.0	204049.0
175.0	199588.0
176.0	194414.0
177.0	189598.0
178.0	184828.0
179.0	180123.0
180.0	175948.0
181.0	170368.0
182.0	166412.0
183.0	162102.0
184.0	158695.0
185.0	154797.0
186.0	149726.0
187.0	146553.0
188.0	142012.0
189.0	138585.0
190.0	134869.0
191.0	132142.0
192.0	128435.0
193.0	125123.0
194.0	121884.0
195.0	118493.0
196.0	115493.0
197.0	113537.0
198.0	109738.0
199.0	107089.0
200.0	104888.0
201.0	101475.0
202.0	98784.0
203.0	96738.0
204.0	94135.0
205.0	91840.0
206.0	89833.0
207.0	87419.0
208.0	85043.0
209.0	82786.0
210.0	80428.0
211.0	78464.0
212.0	76960.0
213.0	74641.0
214.0	72904.0
215.0	70973.0
216.0	69030.0
217.0	67374.0
218.0	65848.0
219.0	63992.0
220.0	62226.0
221.0	60949.0
222.0	59246.0
223.0	58169.0
224.0	56668.0
225.0	54946.0
226.0	53883.0
227.0	52116.0
228.0	50915.0
229.0	49676.0
230.0	48066.0
231.0	47499.0
232.0	45674.0
233.0	44909.0
234.0	43915.0
235.0	42962.0
236.0	41578.0
237.0	41010.0
238.0	39722.0
239.0	38649.0
240.0	37700.0
241.0	36648.0
242.0	35857.0
243.0	35123.0
244.0	34216.0
245.0	33785.0
246.0	33029.0
247.0	32142.0
248.0	31173.0
249.0	30534.0
250.0	29851.0
251.0	29447.0
252.0	28273.0
253.0	27678.0
254.0	27077.0
255.0	26827.0
256.0	26167.0
257.0	25508.0
258.0	24738.0
259.0	24406.0
260.0	23775.0
261.0	23065.0
262.0	22565.0
263.0	22130.0
264.0	21827.0
265.0	21205.0
266.0	20897.0
267.0	20186.0
268.0	19777.0
269.0	19337.0
270.0	18971.0
271.0	18537.0
272.0	18088.0
273.0	17282.0
274.0	17314.0
275.0	16769.0
276.0	16137.0
