#Coverage (X)	Coverage
1.0	86.34820098238166
2.0	84.72138107716493
3.0	80.70952929263242
4.0	79.45711517688646
5.0	77.02363780347562
6.0	75.94060261004786
7.0	74.11588871943924
8.0	73.11995296700822
9.0	71.59741265435628
10.0	70.64203907593435
11.0	69.29574156735295
12.0	68.36560619109387
13.0	67.13262486963126
14.0	66.21703912758342
15.0	65.06382148677213
16.0	64.160754203157
17.0	63.06299836267954
18.0	62.170804468344535
19.0	61.11944037461329
20.0	60.23835195841061
21.0	59.223227981299075
22.0	58.35243751210798
23.0	57.372242110608155
24.0	56.5110190661948
25.0	55.55504588064672
26.0	54.70408493428037
27.0	53.773978502740846
28.0	52.93785743442492
29.0	52.03130695919166
30.0	51.206345540776766
31.0	50.32353079776846
32.0	49.512056290925806
33.0	48.65141957624431
34.0	47.8544253956147
35.0	47.01576887608509
36.0	46.23248546389545
37.0	45.41480589960515
38.0	44.647102978519456
39.0	43.851606487965796
40.0	43.099574344265214
41.0	42.325042859296
42.0	41.59045614950138
43.0	40.8346202978845
44.0	40.116722210521296
45.0	39.382024767258294
46.0	38.680898684362646
47.0	37.96535680339021
48.0	37.280845786161606
49.0	36.58499454646962
50.0	35.917113465589665
51.0	35.241376416056
