POC.47	POC.48	POC.50	POC.53	POC.57
lncRNA_001	6.74863383217777	4.44851416604603	6.78414905194831	5.27367205533155	5.61642470301999
lncRNA_003	3.6257260070707	3.6257260070707	8.32680465095505	3.6257260070707	5.08474600712195
lncRNA_009	11.0267782406139	11.5296484299607	10.577586178555	10.7117413266929	10.1072158958226
lncRNA_010	4.85998805513208	4.6269313781473	4.24470062577246	5.97802140599743	5.93356591415795
lncRNA_011	8.8606810766607	6.331729969755	11.5830558219611	5.20393021605105	8.592703568818
lncRNA_012	10.2617397100269	10.087136998762	10.0867140449714	10.5047015020541	11.2004386087208
lncRNA_013	6.18434276689797	4.77456254880876	5.49682378195918	5.27367205533155	6.32240252390036
lncRNA_015	3.6257260070707	4.21141176267645	5.01220115290766	5.16741470556993	4.06340795046397
lncRNA_016	5.68929566548905	6.35051660039338	6.84402973317795	6.03500181699447	5.68635901246763
lncRNA_017	5.4837536053476	7.32997972082051	4.33867403998861	5.43194522773466	4.49140508973245
lncRNA_020	5.81001485604471	4.5426386732009	4.68229254912748	5.33950688088235	5.68635901246763
lncRNA_021	6.9634116254503	5.98957611158991	7.2853575724752	6.22548247092839	5.84623220788537
lncRNA_022	3.6257260070707	4.7037295359241	3.6257260070707	3.6257260070707	5.54241553614165
lncRNA_023	5.03775404672769	5.77906560488303	4.62422892788014	6.69947336555852	6.09274122640914
lncRNA_024	3.6257260070707	6.40538820282932	6.37221588774241	5.48989921749366	6.11753159648461
lncRNA_025	3.6257260070707	3.6257260070707	5.71567672436322	5.95847557672456	3.6257260070707
lncRNA_026	3.6257260070707	5.94000072179906	5.86339193567221	5.43194522773466	3.6257260070707
lncRNA_027	6.14005499850423	7.88556536947019	7.24175091332117	6.52877236357306	6.8736433326752
lncRNA_028	6.09427276077858	5.59539782084739	6.81440761343477	5.16741470556993	6.42425623271665
lncRNA_035	5.40696911468873	6.36905057375849	6.11701322204061	7.4750161308482	4.49140508973245
lncRNA_036	5.75105767590603	3.6257260070707	3.6257260070707	3.6257260070707	3.6257260070707
lncRNA_037	5.2369997123938	5.16645993869364	5.44253645584067	5.30704586824488	6.72349252004192
lncRNA_038	10.0370250579543	6.10604306984236	9.17918942862314	9.40574744749062	10.4949079094099
lncRNA_039	6.4051966485459	5.16645993869364	4.24470062577246	4.51953141844693	4.2423733955749
lncRNA_040	6.20595770907228	5.77906560488303	6.16565586741848	3.6257260070707	4.7588209750288
lncRNA_041	4.46212918726909	3.6257260070707	3.6257260070707	5.33950688088235	3.6257260070707
lncRNA_043	3.6257260070707	4.6269313781473	5.57405560826767	4.71214776583014	6.60793632589199
lncRNA_044	3.6257260070707	5.69050737965663	5.41446695489616	4.82091916242344	5.28944211872561
lncRNA_045	6.28915218810988	5.2567673794011	4.83727571042075	4.71214776583014	6.62503993549411
lncRNA_046	3.6257260070707	4.77456254880876	4.49462544798382	3.99547154506705	5.8759890712225
lncRNA_047	4.46212918726909	5.01582691923953	5.49682378195918	4.44376390734423	3.6257260070707
lncRNA_048	5.03775404672769	5.34059798453961	5.4699784001255	5.72191810296077	6.16579201027792
lncRNA_050	3.6257260070707	5.01582691923953	3.6257260070707	3.6257260070707	5.50370914136587
lncRNA_051	3.6257260070707	4.5426386732009	4.83727571042075	5.33950688088235	4.37816669831213
lncRNA_052	6.79147744633714	5.45629713293347	5.80211840617338	5.97802140599743	6.69143736417888
lncRNA_053	5.28182694568762	6.27377941906341	5.90271276720413	5.85618752797827	6.32240252390036
lncRNA_055	6.4051966485459	6.92362822095067	7.21943631509643	6.40684589653341	7.19124892295962
lncRNA_056	7.67382766434648	7.03090312743325	8.49329104957346	7.62017581831616	5.71994711066404
lncRNA_057	7.56381973606536	6.40538820282932	7.41525212689478	6.42093499499466	7.48815198591006
lncRNA_061	6.67418924595795	7.62324494988497	8.13058275404377	8.38380125545175	7.74933131921436
lncRNA_062	6.45975596915876	5.94000072179906	7.11040584918183	7.0439557879964	6.40447761725109
lncRNA_063	5.28182694568762	5.72070489850068	5.26340885147139	4.76808830624964	5.68635901246763
lncRNA_064	7.00028432967316	7.76726531464754	6.73222507217794	6.55447346618711	6.04175174550643
lncRNA_065	4.04829682179543	6.23373921411372	4.83727571042075	5.05018811372517	5.50370914136587
lncRNA_066	7.32429653385677	5.86198804174708	6.55182901427111	7.22123363952941	3.6257260070707
lncRNA_068	4.22123325114961	4.77456254880876	5.44253645584067	5.12968856167094	5.3354432866068
lncRNA_071	5.68929566548905	4.84049726778929	6.25801851682904	5.30704586824488	5.19165897096265
lncRNA_072	7.71115406528851	5.2567673794011	5.23074196269192	6.84129045996093	4.83290381433313
lncRNA_073	8.33955753461978	7.17279378501547	3.98491002808782	3.6257260070707	3.6257260070707
lncRNA_074	9.02634363216474	8.95319606982779	7.90326491693606	3.6257260070707	8.54922782350242
lncRNA_075	6.24818704736816	4.96060319802039	5.01220115290766	6.76670849623956	3.6257260070707
lncRNA_076	6.51225007963546	5.77906560488303	4.7883661184615	4.26271156393339	4.06340795046397
lncRNA_078	5.78086939098512	4.44851416604603	6.18149061368673	6.39261177729943	5.96144456142701
lncRNA_079	4.35254845024755	5.29942422967465	5.01220115290766	4.58868475089952	6.42425623271665
lncRNA_080	4.79310471405068	3.6257260070707	4.49462544798382	4.58868475089952	4.59011413136583
lncRNA_081	6.26882266174603	5.16645993869364	4.5619779121862	9.1293545069757	6.09274122640914
lncRNA_082	5.97251589734754	7.11988514724089	5.29519020007849	7.57133870213544	5.81578671215082
lncRNA_083	7.03622125214465	5.06835311464471	4.13239402041877	6.42093499499466	4.2423733955749
lncRNA_084	7.74753264398607	5.11848148411225	4.5619779121862	7.18912774707032	4.06340795046397
lncRNA_087	5.0909848495987	5.52778210724941	5.12678987999739	7.42774292685657	8.36086737158748
lncRNA_088	5.03775404672769	4.04128012332645	3.6257260070707	5.12968856167094	4.90180624509638
lncRNA_093	4.22123325114961	5.34059798453961	5.19712938511602	4.14721373230857	3.6257260070707
lncRNA_094	5.14177448389749	5.11848148411225	5.4699784001255	4.91879554386065	4.67842982370338
lncRNA_095	4.22123325114961	4.77456254880876	4.33867403998861	4.44376390734423	6.11753159648461
lncRNA_097	3.6257260070707	3.6257260070707	3.6257260070707	3.6257260070707	6.78548796194882
lncRNA_098	3.6257260070707	3.6257260070707	5.05174285784368	4.65257606857052	3.6257260070707
lncRNA_099	5.52042685260325	5.96501865959281	4.88387951766485	4.76808830624964	4.83290381433313
lncRNA_100	4.85998805513208	5.80729343709267	5.05174285784368	4.76808830624964	3.6257260070707
lncRNA_101	5.14177448389749	6.4407953037925	7.29960144533058	6.43488211310995	7.13316408953246
lncRNA_102	5.03775404672769	6.76661015576275	3.6257260070707	4.26271156393339	5.68635901246763
lncRNA_103	5.62441775839135	5.98957611158991	4.49462544798382	4.82091916242344	3.6257260070707
lncRNA_104	5.83852569211784	4.6269313781473	4.62422892788014	5.20393021605105	5.61642470301999
lncRNA_107	6.51225007963546	6.97231245228281	6.30196177704176	5.89805492886982	5.84623220788537
lncRNA_109	6.32892999693191	5.80729343709267	3.6257260070707	3.6257260070707	3.6257260070707
lncRNA_110	9.01448407288474	9.57135748005805	7.06934531749101	6.88220085373694	8.63905776660782
lncRNA_111	7.32429653385677	7.26333502405338	6.901470161611	7.48824034833659	6.9018449353064
lncRNA_112	3.6257260070707	4.5426386732009	5.6468280616929	4.14721373230857	5.71994711066404
lncRNA_113	7.68887514239477	5.11848148411225	7.38219948894944	7.20527126110096	6.70755648826588
lncRNA_114	10.5879391817942	6.75269955561333	8.354228095126	6.39261177729943	7.95690055785244
lncRNA_115	6.0468849821753	5.52778210724941	5.16250388044359	5.74527930866948	3.6257260070707
lncRNA_116	3.6257260070707	5.59539782084739	5.71567672436322	5.48989921749366	5.24157634601308
lncRNA_117	4.92267804032488	5.80729343709267	6.55182901427111	5.59828950461175	6.09274122640914
lncRNA_118	7.09416295286363	4.84049726778929	7.78211037539981	5.72191810296077	5.75268448345784
lncRNA_120	5.97251589734754	6.4232049620503	6.18149061368673	6.28863418929372	7.07260255166051
lncRNA_121	4.04829682179543	5.01582691923953	4.49462544798382	4.51953141844693	4.7588209750288
lncRNA_123	3.6257260070707	5.49255432840151	3.6257260070707	3.6257260070707	5.93356591415795
lncRNA_124	4.92267804032488	7.32064773455365	4.73683641079381	5.79077787674589	5.71994711066404
lncRNA_125	4.55771386737661	4.34064034581995	3.6257260070707	3.99547154506705	4.67842982370338
lncRNA_126	3.6257260070707	5.01582691923953	5.01220115290766	5.54526508742741	3.6257260070707
lncRNA_128	5.81001485604471	5.94000072179906	5.05174285784368	7.42774292685657	5.19165897096265
lncRNA_130	4.72123378178283	4.84049726778929	4.5619779121862	5.12968856167094	6.30109617946749
lncRNA_137	4.04829682179543	5.45629713293347	4.92843317949241	5.33950688088235	5.78461700843861
lncRNA_138	3.6257260070707	4.7037295359241	5.38573617486654	4.44376390734423	4.96635326307305
lncRNA_139	5.89375850880432	6.27377941906341	6.38584701830699	6.65279033804045	5.84623220788537
lncRNA_140	6.65881403173292	6.31268337967596	6.99230047402799	6.34900732571561	6.78548796194882
lncRNA_141	9.97873357686249	10.3649840303752	10.125973739603	10.0171596936645	10.283228810406
lncRNA_144	4.64328911512325	5.2567673794011	5.41446695489616	4.14721373230857	5.50370914136587
lncRNA_145	10.4306997153025	8.1446080085682	9.99072553813064	8.85473519737137	9.2702339687252
lncRNA_146	4.64328911512325	5.62789533663871	4.88387951766485	4.82091916242344	5.78461700843861
lncRNA_147	9.85123925904039	7.6826017090604	9.65031634451959	7.58984849150392	8.92746559550741
lncRNA_148	5.83852569211784	4.90231372200409	5.62303074252565	5.64918301141431	6.78548796194882
lncRNA_150	6.34839571755546	3.6257260070707	5.44253645584067	4.96442916003759	5.61642470301999
lncRNA_151	8.45382763805511	10.0455044693494	9.97537417116907	10.5430471983904	7.98331187472036
lncRNA_152	7.25502727743902	8.44318728894193	6.22791988261348	7.89758329280554	7.16829901334535
lncRNA_153	5.78086939098512	5.41893972720976	5.57405560826767	4.76808830624964	4.59011413136583
lncRNA_156	12.9737863287648	10.9549195448951	12.6550106661522	11.3329248429681	12.2131984347575
lncRNA_157	4.72123378178283	6.06065817250911	5.69313436134266	6.07168852996706	5.08474600712195
lncRNA_158	4.92267804032488	5.16645993869364	4.49462544798382	4.44376390734423	4.96635326307305
lncRNA_174	7.83124963404827	7.253554659926	8.14243436143552	7.51432726311942	8.30965536475187
lncRNA_177	6.30918499148288	6.27377941906341	6.18149061368673	6.60449665934513	7.0222202838782
lncRNA_178	3.6257260070707	3.6257260070707	4.92843317949241	4.14721373230857	3.6257260070707
lncRNA_179	8.36782139653003	5.65958408601049	8.19648528943861	7.40699392879832	7.34230380510977
lncRNA_180	6.70444269381414	6.96029760231	6.34454280673786	7.76286639039646	8.05975061365848
lncRNA_181	3.6257260070707	6.17138896861118	3.6257260070707	6.03500181699447	3.6257260070707
lncRNA_182	3.6257260070707	4.5426386732009	3.6257260070707	4.76808830624964	3.6257260070707
lncRNA_187	3.6257260070707	3.6257260070707	3.6257260070707	5.0081657419109	5.93356591415795
lncRNA_188	3.6257260070707	4.21141176267645	4.49462544798382	4.35931393750581	3.6257260070707
lncRNA_189	5.03775404672769	4.77456254880876	4.49462544798382	5.30704586824488	4.59011413136583
lncRNA_190	4.35254845024755	5.2567673794011	4.49462544798382	5.43194522773466	4.7588209750288
lncRNA_191	4.64328911512325	4.5426386732009	4.92843317949241	5.62399066924202	3.6257260070707
lncRNA_192	6.34839571755546	5.8349253535689	6.51524826276632	5.95847557672456	5.71994711066404
lncRNA_193	5.32501142291175	5.38040298302546	5.41446695489616	5.0081657419109	6.53734617455691
lncRNA_194	3.6257260070707	4.34064034581995	4.97114801500398	4.44376390734423	3.6257260070707
lncRNA_196	5.8664311827924	6.14995469379624	5.44253645584067	4.58868475089952	5.68635901246763
lncRNA_197	7.85810335099974	6.78038448268013	8.31289434960316	7.60812189645293	7.30075461166355
lncRNA_198	9.05846297431388	9.40790449524439	9.93286322793005	9.45854057343627	4.2423733955749
lncRNA_199	3.6257260070707	3.6257260070707	3.6257260070707	5.46126280190916	3.6257260070707
lncRNA_200	8.03907662034545	8.34580884482583	7.01845029270323	7.81618849904882	8.42963315097273
lncRNA_201	6.16237922411905	6.36905057375849	6.34454280673786	6.07168852996706	6.69143736417888
lncRNA_206	4.98177679498181	3.6257260070707	5.97802202118381	4.58868475089952	3.6257260070707
lncRNA_207	9.3168440108282	11.0811499871638	9.42182583204586	10.484318630378	10.94711931356
lncRNA_210	3.6257260070707	4.5426386732009	5.29519020007849	3.99547154506705	6.34338389299078
lncRNA_211	3.6257260070707	3.6257260070707	4.92843317949241	3.99547154506705	5.28944211872561
lncRNA_212	4.79310471405068	5.88850632725156	4.68229254912748	3.99547154506705	4.2423733955749
lncRNA_213	4.92267804032488	4.21141176267645	5.12678987999739	5.89805492886982	3.6257260070707
lncRNA_218	9.35024656739357	9.30342902176167	9.36067220125022	8.435741780352	8.5969797983545
lncRNA_219	6.09427276077858	6.4232049620503	5.97802202118381	6.79915717075772	6.11753159648461
lncRNA_220	7.02434326968925	7.34846244254983	6.51524826276632	7.09690428430863	6.59062074885011
lncRNA_223	6.32892999693191	6.52554927399043	5.95959023431021	6.36369579804319	6.40447761725109
lncRNA_224	5.14177448389749	4.34064034581995	4.83727571042075	5.33950688088235	4.83290381433313
lncRNA_226	4.46212918726909	3.6257260070707	4.42085978048352	7.13956745289247	5.24157634601308
lncRNA_228	4.79310471405068	3.6257260070707	3.6257260070707	6.84129045996093	3.6257260070707
lncRNA_229	4.64328911512325	4.5426386732009	4.42085978048352	4.58868475089952	3.6257260070707
lncRNA_230	7.69634001422868	9.16508871003241	7.61040481105548	7.97460794536871	8.55802864130962
lncRNA_231	6.18434276689797	6.35051660039338	5.82286229903416	6.05347013004047	6.09274122640914
lncRNA_232	4.04829682179543	5.38040298302546	3.6257260070707	5.33950688088235	3.6257260070707
lncRNA_235	5.03775404672769	4.44851416604603	5.01220115290766	4.58868475089952	4.7588209750288
lncRNA_240	5.4837536053476	5.21249640703301	4.7883661184615	4.96442916003759	5.65186994702669
lncRNA_242	5.28182694568762	4.90231372200409	5.23074196269192	5.51788930771392	4.7588209750288
lncRNA_246	3.6257260070707	3.6257260070707	3.6257260070707	4.14721373230857	4.83290381433313
lncRNA_248	9.32166345036895	9.03776559435493	8.65632988672628	8.89237378110711	9.52693598152796
lncRNA_249	5.9205329530837	6.65126332354134	5.44253645584067	6.28863418929372	4.90180624509638
lncRNA_251	5.40696911468873	4.6269313781473	3.6257260070707	4.26271156393339	3.6257260070707
lncRNA_252	3.6257260070707	5.52778210724941	3.6257260070707	5.57205606389581	4.06340795046397
lncRNA_253	7.57196412286958	7.1090627752439	5.29519020007849	5.79077787674589	6.80056898915185
lncRNA_254	3.6257260070707	4.6269313781473	3.6257260070707	6.08966410398552	5.08474600712195
lncRNA_255	12.5672743543323	11.7295190326881	12.1956022865154	11.8213891563775	12.2550234907878
lncRNA_256	6.16237922411905	6.14995469379624	5.82286229903416	5.97802140599743	4.90180624509638
lncRNA_257	4.04829682179543	4.77456254880876	4.7883661184615	5.89805492886982	5.50370914136587
lncRNA_258	4.98177679498181	6.57402862295728	7.2781818785831	5.91850204188157	4.67842982370338
lncRNA_259	11.5188218459454	11.1436429852293	10.4799595547209	11.0335176066024	11.3982107541247
lncRNA_263	6.24818704736816	7.253554659926	6.66727029451925	7.50134331801385	7.20258647258647
lncRNA_264	8.33479242718516	7.34846244254983	9.24103425214937	10.2445787211937	9.78838951981767
lncRNA_272	5.75105767590603	5.34059798453961	5.99620299549696	6.27311707513203	6.46298563748787
lncRNA_273	6.42362298125254	6.91119060489407	6.47767950593907	4.82091916242344	6.38441196919875
lncRNA_274	5.97251589734754	7.11988514724089	4.33867403998861	6.85162984396651	4.49140508973245
lncRNA_275	7.94206116280222	6.75269955561333	6.50283783316823	6.20922821601222	8.07824119277311
lncRNA_279	3.6257260070707	3.6257260070707	4.97114801500398	3.6257260070707	3.6257260070707
lncRNA_280	7.52238728315003	7.04233598885124	5.05174285784368	5.43194522773466	6.99634115841953
lncRNA_284	5.44596123484854	5.59539782084739	5.32614007918109	6.17612679994301	5.02717046776224
lncRNA_287	4.64328911512325	4.5426386732009	3.6257260070707	3.6257260070707	5.71994711066404
lncRNA_290	4.64328911512325	4.21141176267645	3.6257260070707	3.6257260070707	4.96635326307305
lncRNA_291	4.92267804032488	5.34059798453961	3.6257260070707	3.6257260070707	4.59011413136583
lncRNA_292	3.6257260070707	5.38040298302546	4.33867403998861	3.6257260070707	5.81578671215082
lncRNA_294	4.55771386737661	4.44851416604603	4.7883661184615	3.6257260070707	3.6257260070707
lncRNA_296	4.64328911512325	3.6257260070707	5.32614007918109	4.14721373230857	4.90180624509638
lncRNA_297	4.22123325114961	4.44851416604603	5.23074196269192	4.82091916242344	6.27945414764218
lncRNA_298	5.83852569211784	5.41893972720976	5.71567672436322	5.51788930771392	6.8736433326752
lncRNA_299	7.75469884199288	7.64579306748291	7.80219610253638	7.35737336073431	9.15901335988168
lncRNA_300	5.0909848495987	4.84049726778929	5.82286229903416	5.23932331877665	5.78461700843861
lncRNA_301	11.1292604988761	9.73571399283608	10.4437687112058	9.88032624422522	9.57754586848623
lncRNA_302	4.04829682179543	5.45629713293347	5.67019019158987	3.6257260070707	3.6257260070707
lncRNA_303	3.6257260070707	4.5426386732009	3.6257260070707	5.54526508742741	4.67842982370338
lncRNA_304	3.6257260070707	4.84049726778929	5.01220115290766	5.40190848088606	3.6257260070707
lncRNA_305	3.6257260070707	4.44851416604603	3.6257260070707	5.48989921749366	4.49140508973245
lncRNA_306	11.5738706306639	11.0948197139701	11.0662503589517	11.26381467942	11.5989818576639
lncRNA_307	5.68929566548905	5.01582691923953	5.23074196269192	4.51953141844693	5.68635901246763
lncRNA_308	3.6257260070707	5.06835311464471	5.26340885147139	5.97802140599743	4.2423733955749
lncRNA_309	3.6257260070707	3.6257260070707	5.82286229903416	3.6257260070707	3.6257260070707
lncRNA_310	4.98177679498181	5.59539782084739	5.75961580674311	5.97802140599743	3.6257260070707
lncRNA_311	3.6257260070707	4.77456254880876	4.49462544798382	4.91879554386065	4.90180624509638
