POC.47	POC.48	POC.50	POC.53	POC.57
lncRNA_001	84.2620491947284	4.12495278785229	86.9076109449753	17.9352584258114	27.4764190438935
lncRNA_003	0	0	296.870246236818	0	13.7382095219468
lncRNA_009	2061.75368472671	2931.81019396601	1503.57857873829	1652.48949223272	1078.44944747282
lncRNA_010	9.59947395889311	6.18742918177843	2.30728170650377	40.7619509677533	38.9249269788491
lncRNA_011	440.509193891428	57.749339029932	3043.30457087847	16.3047803871013	361.772850744598
lncRNA_012	1203.1340695146	1063.20658106893	1062.88777279607	1428.29876191008	2328.62651396997
lncRNA_013	50.1305862297751	8.24990557570457	23.8419109672056	17.9352584258114	57.2425396747781
lncRNA_015	0	2.06247639392614	12.3055024346868	15.4895413677463	1.14485079349556
lncRNA_016	29.8650300943341	58.7805772268951	91.5221743579828	43.2076680258185	29.7661206308846
lncRNA_017	23.4653807884054	137.154680196088	3.07637560867169	22.0114535225868	4.57940317398225
lncRNA_020	34.1314629649533	5.15619098481536	6.9218451195113	19.5657364645216	29.7661206308846
lncRNA_021	101.327780677205	41.2495278785228	132.284151172883	52.1752972387242	35.4903745983624
lncRNA_022	0	7.2186673787415	0	0	25.1867174569024
lncRNA_023	12.7992986118575	32.9996223028183	6.15275121734338	80.7086629161515	45.7940317398225
lncRNA_024	0	61.8742918177843	59.989324369098	23.6419315612969	46.9388825333181
lncRNA_025	0	0	30.7637560867169	39.9467119483982	0
lncRNA_026	0	39.1870514845967	36.1474134018924	22.0114535225868	0
lncRNA_027	47.9973697944655	212.435068574393	127.669587759875	69.2953166451806	93.8777650666361
lncRNA_028	45.864153359156	26.8121931210399	89.214892651479	15.4895413677463	62.966793642256
lncRNA_035	21.3321643530958	59.8118154238581	46.9147280322433	154.080174658107	4.57940317398225
lncRNA_036	31.9982465296437	0	0	0	0
lncRNA_037	17.0657314824766	15.4685729544461	22.3037231628698	18.7504974451665	82.4292571316805
lncRNA_038	1026.07710538391	46.4057188633382	555.28579736524	653.821693522763	1418.470133141
lncRNA_039	61.8632766239778	15.4685729544461	2.30728170650377	4.8914341161304	2.28970158699113
