#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	6.854564914032103E-8
4.0	2.0563694742096312E-7
5.0	7.540021405435313E-7
6.0	1.4394586319467418E-6
7.0	1.7136412285080258E-6
8.0	3.427282457016052E-6
9.0	6.511836668330499E-6
10.0	9.116571335662698E-6
11.0	1.6245318846256087E-5
12.0	6.045726254176315E-5
13.0	2.0289512145535025E-4
14.0	6.8751286087742E-4
15.0	0.0021633006868685316
16.0	0.005869838118482252
17.0	0.013504658156678628
18.0	0.026327492741358482
19.0	0.04411611687800889
20.0	0.06451859225332718
21.0	0.08371109983002051
22.0	0.09786372000802258
23.0	0.10484111872531414
24.0	0.10401946202906913
25.0	0.10473288514532159
26.0	0.07429450418807063
27.0	0.0684134931287785
28.0	0.053955776266452836
29.0	0.0410683716802828
30.0	0.030500346224073806
31.0	0.022285629994150315
32.0	0.015964555867377328
33.0	0.011289262776463452
34.0	0.008037868455141465
35.0	0.005678115937836774
36.0	0.004033979997557033
37.0	0.002901400236811509
38.0	0.0021387613444762968
39.0	0.0016263140715032567
40.0	0.0012630221310595555
41.0	9.252291720960534E-4
42.0	6.934077867034876E-4
43.0	5.160801923774772E-4
44.0	3.9023038055584767E-4
45.0	3.020121301122545E-4
46.0	2.3607121563926564E-4
47.0	2.0824168208829528E-4
48.0	1.8150887892357008E-4
49.0	1.3647438743837918E-4
50.0	9.836300651636069E-5
51.0	6.313054285823567E-5
52.0	3.0160085621741253E-5
53.0	2.796662484925098E-5
54.0	1.782186877648347E-5
55.0	1.5011497161730306E-5
56.0	8.70529744082077E-6
57.0	4.66110414154183E-6
58.0	5.1409236855240775E-6
59.0	3.838556351857978E-6
60.0	3.5643737552966935E-6
61.0	1.1652760353854577E-6
62.0	8.225477896838524E-7
63.0	8.225477896838524E-7
64.0	4.798195439822473E-7
65.0	4.112738948419262E-7
66.0	2.7418259656128414E-7
67.0	3.4958281061563726E-6
68.0	2.0563694742096312E-7
69.0	1.3709129828064207E-7
70.0	4.798195439822473E-7
71.0	2.0563694742096312E-7
72.0	4.798195439822473E-7
73.0	2.0563694742096312E-7
74.0	2.0563694742096312E-7
75.0	1.3023673336660997E-6
76.0	2.0563694742096312E-7
77.0	4.798195439822473E-7
78.0	2.0563694742096312E-7
79.0	2.0563694742096312E-7
80.0	7.540021405435313E-7
81.0	0.0
82.0	0.0
83.0	2.0563694742096312E-7
84.0	1.3709129828064207E-7
85.0	1.3709129828064207E-7
86.0	2.7418259656128414E-7
87.0	1.3709129828064207E-7
88.0	6.854564914032103E-8
89.0	1.3709129828064207E-7
90.0	0.0
91.0	6.854564914032103E-8
92.0	2.0563694742096312E-7
93.0	2.0563694742096312E-7
94.0	6.854564914032103E-8
95.0	1.3709129828064207E-7
96.0	6.854564914032103E-8
97.0	0.0
98.0	6.854564914032103E-8
99.0	6.854564914032103E-8
100.0	7.814204001996597E-6
