#Insert size (bp)	insert size
20.0	3658.0
21.0	5280.0
22.0	8506.0
23.0	11565.0
24.0	13303.0
25.0	17713.0
26.0	24500.0
27.0	32666.0
28.0	41032.0
29.0	50455.0
30.0	59961.0
31.0	72279.0
32.0	83538.0
33.0	96598.0
34.0	110050.0
35.0	124629.0
36.0	139851.0
37.0	156249.0
38.0	174186.0
39.0	191164.0
40.0	210140.0
41.0	229373.0
42.0	251420.0
43.0	277105.0
44.0	302038.0
45.0	324676.0
46.0	349449.0
47.0	374661.0
48.0	399533.0
49.0	427222.0
50.0	453988.0
51.0	478187.0
52.0	504361.0
53.0	529192.0
54.0	555665.0
55.0	589675.0
56.0	620708.0
57.0	648162.0
58.0	673447.0
59.0	698651.0
60.0	721388.0
61.0	740053.0
62.0	764633.0
63.0	780737.0
64.0	800229.0
65.0	819096.0
66.0	833569.0
67.0	847945.0
68.0	864578.0
69.0	876741.0
70.0	892367.0
71.0	904680.0
72.0	912800.0
73.0	921366.0
74.0	932102.0
75.0	933941.0
76.0	932668.0
77.0	938275.0
78.0	938548.0
79.0	939640.0
80.0	938024.0
81.0	938336.0
82.0	929714.0
83.0	932669.0
84.0	925081.0
85.0	922237.0
86.0	916497.0
87.0	910527.0
88.0	903923.0
89.0	903164.0
90.0	890900.0
91.0	879028.0
92.0	868051.0
93.0	855018.0
94.0	844959.0
95.0	838089.0
96.0	824859.0
97.0	815888.0
98.0	803648.0
99.0	793997.0
100.0	778977.0
101.0	765663.0
102.0	749417.0
103.0	734084.0
104.0	722419.0
105.0	704921.0
106.0	693289.0
107.0	681955.0
108.0	669651.0
109.0	654512.0
110.0	642489.0
111.0	630632.0
112.0	614649.0
113.0	602243.0
114.0	588770.0
115.0	573378.0
116.0	563078.0
117.0	547621.0
118.0	535400.0
119.0	525721.0
120.0	512981.0
121.0	500723.0
122.0	488808.0
123.0	474925.0
124.0	464996.0
125.0	456538.0
126.0	447009.0
127.0	436252.0
128.0	426274.0
129.0	415626.0
130.0	404697.0
131.0	394551.0
132.0	383489.0
133.0	373184.0
134.0	363169.0
135.0	356104.0
136.0	345747.0
137.0	337146.0
138.0	327703.0
139.0	319699.0
140.0	311305.0
141.0	299485.0
142.0	288588.0
143.0	280273.0
144.0	273785.0
145.0	267376.0
146.0	261130.0
147.0	251303.0
148.0	239182.0
149.0	171199.0
150.0	171647.0
151.0	270051.0
152.0	310508.0
153.0	277956.0
154.0	224292.0
155.0	204607.0
156.0	190269.0
157.0	179961.0
158.0	171309.0
159.0	164115.0
160.0	157629.0
161.0	151464.0
162.0	146428.0
163.0	140670.0
164.0	136061.0
165.0	131794.0
166.0	126762.0
167.0	123376.0
168.0	117770.0
169.0	113696.0
170.0	110397.0
171.0	105796.0
172.0	102180.0
173.0	98706.0
174.0	94814.0
175.0	91314.0
176.0	88376.0
177.0	85116.0
178.0	82146.0
179.0	79432.0
180.0	76058.0
181.0	73726.0
182.0	71150.0
183.0	68852.0
184.0	65672.0
185.0	63966.0
186.0	61245.0
187.0	59300.0
188.0	57289.0
189.0	54850.0
190.0	53159.0
191.0	51014.0
192.0	49164.0
193.0	47565.0
194.0	46049.0
195.0	44474.0
196.0	42799.0
197.0	41420.0
198.0	39430.0
199.0	37974.0
200.0	36785.0
201.0	35767.0
202.0	34574.0
203.0	33230.0
204.0	32099.0
205.0	30916.0
206.0	29613.0
207.0	28602.0
208.0	27392.0
209.0	26877.0
210.0	25551.0
211.0	24852.0
212.0	23693.0
213.0	23095.0
214.0	22469.0
215.0	21468.0
216.0	20823.0
217.0	19982.0
218.0	18988.0
219.0	18523.0
220.0	17716.0
221.0	17184.0
222.0	16657.0
223.0	16132.0
224.0	15606.0
225.0	15021.0
226.0	14543.0
227.0	14066.0
228.0	13584.0
229.0	13060.0
230.0	12777.0
231.0	12219.0
232.0	11852.0
233.0	11304.0
234.0	11067.0
