#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	2.9376918496383553E-7
5.0	4.4065377744575327E-7
6.0	7.344229624095888E-7
7.0	2.056384294746849E-6
8.0	3.084576442120273E-6
9.0	5.067518440626164E-6
10.0	4.700306959421369E-6
11.0	5.2144030331080804E-6
12.0	1.711205502414342E-5
13.0	5.721154877170698E-5
14.0	2.2106131168528624E-4
15.0	9.525465822452368E-4
16.0	0.0032865427567829106
17.0	0.009225747811493015
18.0	0.021014411434906767
19.0	0.039309621851492046
20.0	0.0624267596700737
21.0	0.08521406813623722
22.0	0.10299415428698841
23.0	0.11189477305302271
24.0	0.11098423546422727
25.0	0.11122674192641492
26.0	0.07778112021828225
27.0	0.07028427750259766
28.0	0.05398434739028676
29.0	0.04023719805301535
30.0	0.029109294768881504
31.0	0.02065131272229147
32.0	0.014397554312781339
33.0	0.009945555756950651
34.0	0.006859730795794282
35.0	0.004760456200042713
36.0	0.0033438277478508582
37.0	0.0023542662483001776
38.0	0.0017380119405422919
39.0	0.001341350098544873
40.0	0.001057495623573567
41.0	8.044134707272227E-4
42.0	5.717482762358649E-4
43.0	4.399927967795846E-4
44.0	3.3754079352344704E-4
45.0	2.527883836613805E-4
46.0	2.0644629473333544E-4
47.0	1.739113574985906E-4
48.0	1.5444914899473655E-4
49.0	1.1427621295093202E-4
50.0	8.813075548915066E-5
51.0	4.957354996264725E-5
52.0	2.6292342054263283E-5
53.0	2.239990035349246E-5
54.0	1.593697828428808E-5
55.0	1.1897651991035339E-5
56.0	6.389479772963422E-6
57.0	3.892441700770821E-6
58.0	5.2144030331080804E-6
59.0	2.6439226646745197E-6
60.0	2.1298265909878077E-6
61.0	5.140960736867122E-7
62.0	7.344229624095888E-7
63.0	8.078652586505478E-7
64.0	2.9376918496383553E-7
65.0	3.672114812047944E-7
66.0	2.9376918496383553E-7
67.0	2.7908072571564377E-6
68.0	7.344229624095888E-8
69.0	4.406537774457533E-7
70.0	5.140960736867122E-7
71.0	7.344229624095888E-8
72.0	5.875383699276711E-7
73.0	0.0
74.0	2.2032688872287666E-7
75.0	1.4688459248191776E-6
76.0	0.0
77.0	1.4688459248191776E-7
78.0	7.344229624095888E-8
79.0	0.0
80.0	1.4688459248191776E-7
81.0	7.344229624095888E-8
82.0	3.672114812047944E-7
83.0	7.344229624095888E-8
84.0	7.344229624095888E-8
85.0	0.0
86.0	1.4688459248191776E-7
87.0	0.0
88.0	2.2032688872287666E-7
89.0	1.4688459248191776E-7
90.0	0.0
91.0	0.0
92.0	4.406537774457533E-7
93.0	7.344229624095888E-8
94.0	0.0
95.0	1.4688459248191776E-7
96.0	1.4688459248191776E-7
97.0	7.344229624095888E-8
98.0	0.0
99.0	2.2032688872287666E-7
100.0	5.801941403035752E-6
