#Insert size (bp)	insert size
20.0	3313.0
21.0	3774.0
22.0	5247.0
23.0	6747.0
24.0	6226.0
25.0	7054.0
26.0	9199.0
27.0	12054.0
28.0	14872.0
29.0	18301.0
30.0	21415.0
31.0	26073.0
32.0	29824.0
33.0	35029.0
34.0	39251.0
35.0	44027.0
36.0	49631.0
37.0	55729.0
38.0	61610.0
39.0	68068.0
40.0	74252.0
41.0	81976.0
42.0	91620.0
43.0	100701.0
44.0	110132.0
45.0	119539.0
46.0	128621.0
47.0	139673.0
48.0	150424.0
49.0	162758.0
50.0	174113.0
51.0	186021.0
52.0	196974.0
53.0	209235.0
54.0	222144.0
55.0	239656.0
56.0	253786.0
57.0	268048.0
58.0	282975.0
59.0	296705.0
60.0	309305.0
61.0	322726.0
62.0	338042.0
63.0	349933.0
64.0	363101.0
65.0	376525.0
66.0	388541.0
67.0	401165.0
68.0	414749.0
69.0	427698.0
70.0	441894.0
71.0	454742.0
72.0	466249.0
73.0	476322.0
74.0	489404.0
75.0	496771.0
76.0	505594.0
77.0	515643.0
78.0	523998.0
79.0	532575.0
80.0	541082.0
81.0	548113.0
82.0	552658.0
83.0	562496.0
84.0	567773.0
85.0	572444.0
86.0	581032.0
87.0	585791.0
88.0	589265.0
89.0	596463.0
90.0	598197.0
91.0	600457.0
92.0	601181.0
93.0	601117.0
94.0	601858.0
95.0	605963.0
96.0	605270.0
97.0	605247.0
98.0	606465.0
99.0	608238.0
100.0	604146.0
101.0	602360.0
102.0	599725.0
103.0	595751.0
104.0	593864.0
105.0	587114.0
106.0	584628.0
107.0	583493.0
108.0	578919.0
109.0	576190.0
110.0	571908.0
111.0	567803.0
112.0	561836.0
113.0	556555.0
114.0	550869.0
115.0	545949.0
116.0	539835.0
117.0	532901.0
118.0	526909.0
119.0	522815.0
120.0	516412.0
121.0	509439.0
122.0	503598.0
123.0	496496.0
124.0	490267.0
125.0	486908.0
126.0	479073.0
127.0	473440.0
128.0	468812.0
129.0	462788.0
130.0	454102.0
131.0	447868.0
132.0	440217.0
133.0	433562.0
134.0	427714.0
135.0	420700.0
136.0	414156.0
137.0	407280.0
138.0	400986.0
139.0	394372.0
140.0	388365.0
141.0	378013.0
142.0	367646.0
143.0	362015.0
144.0	356570.0
145.0	351983.0
146.0	348631.0
147.0	339091.0
148.0	328194.0
149.0	244144.0
150.0	242955.0
151.0	375294.0
152.0	433230.0
153.0	397871.0
154.0	330767.0
155.0	303881.0
156.0	286062.0
157.0	274110.0
158.0	262840.0
159.0	255449.0
160.0	247970.0
161.0	241520.0
162.0	235622.0
163.0	228270.0
164.0	223486.0
165.0	217114.0
166.0	211451.0
167.0	206858.0
168.0	201006.0
169.0	196222.0
170.0	190740.0
171.0	186245.0
172.0	182095.0
173.0	177177.0
174.0	172420.0
175.0	168147.0
176.0	163591.0
177.0	158700.0
178.0	154253.0
179.0	150801.0
180.0	146154.0
181.0	142906.0
182.0	139323.0
183.0	135952.0
184.0	131833.0
185.0	128735.0
186.0	124383.0
187.0	121376.0
188.0	118071.0
189.0	114964.0
190.0	111677.0
191.0	109366.0
192.0	105760.0
193.0	102954.0
194.0	101383.0
195.0	97650.0
196.0	95686.0
197.0	92477.0
198.0	90093.0
199.0	87627.0
200.0	85303.0
201.0	82433.0
202.0	80911.0
203.0	78715.0
204.0	76369.0
205.0	74291.0
206.0	72702.0
207.0	70522.0
208.0	68469.0
209.0	67170.0
210.0	64460.0
211.0	63001.0
212.0	61305.0
213.0	59855.0
214.0	58359.0
215.0	56642.0
216.0	55270.0
217.0	53661.0
218.0	52406.0
219.0	51262.0
220.0	49585.0
221.0	48526.0
222.0	47037.0
223.0	45422.0
224.0	44642.0
225.0	43152.0
226.0	42018.0
227.0	40908.0
228.0	39475.0
229.0	38514.0
230.0	37665.0
231.0	36550.0
232.0	35747.0
233.0	35052.0
234.0	34279.0
235.0	33168.0
236.0	32014.0
237.0	31302.0
238.0	30403.0
239.0	29878.0
240.0	29134.0
241.0	28147.0
242.0	27463.0
243.0	26679.0
244.0	26299.0
245.0	25519.0
246.0	24835.0
247.0	24594.0
248.0	23569.0
249.0	22733.0
250.0	22476.0
251.0	21790.0
252.0	21473.0
253.0	20739.0
254.0	20236.0
255.0	19713.0
256.0	19310.0
257.0	18563.0
258.0	18304.0
259.0	17908.0
260.0	17395.0
261.0	16854.0
262.0	16306.0
263.0	16121.0
264.0	15653.0
265.0	15461.0
266.0	15140.0
267.0	14393.0
268.0	14369.0
269.0	13810.0
270.0	13553.0
271.0	13056.0
272.0	12670.0
273.0	12311.0
274.0	12051.0
275.0	11739.0
276.0	11569.0
277.0	11319.0
278.0	10932.0
279.0	10760.0
280.0	10248.0
281.0	10051.0
282.0	9926.0
283.0	9532.0
284.0	9445.0
