#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	1.0558737783144432E-7
4.0	5.279368891572216E-7
5.0	1.2142548450616097E-6
6.0	1.6893980453031091E-6
7.0	2.217334934460331E-6
8.0	6.388036358802381E-6
9.0	1.367356542917204E-5
10.0	3.2573706061000575E-5
11.0	9.439511578131122E-5
12.0	2.9770361179575725E-4
13.0	8.750553937780949E-4
14.0	0.0023388660063443233
15.0	0.00579579675654581
16.0	0.012722909472866632
17.0	0.024806276198208202
18.0	0.04268385586942812
19.0	0.06483819948602176
20.0	0.08757739158842377
21.0	0.10560928721234436
22.0	0.11423683185495168
23.0	0.11152893796308644
24.0	0.10010190237834513
25.0	0.0914155983599746
26.0	0.05951226656082588
27.0	0.05100488035419075
28.0	0.03745316275903619
29.0	0.026581411194310445
30.0	0.018541196340890537
31.0	0.012769420712801382
32.0	0.008781543833174477
33.0	0.006064886188949246
34.0	0.004257547042608414
35.0	0.0029907096833867446
36.0	0.0021575724786077333
37.0	0.0015284300877990722
38.0	0.0010489578050664836
39.0	7.07224256715014E-4
40.0	4.859131127803068E-4
41.0	3.216719465634951E-4
42.0	2.275407992267625E-4
43.0	1.572723992799363E-4
44.0	1.0643207685409588E-4
45.0	7.871539017334175E-5
46.0	6.12406791422377E-5
47.0	4.698638313499272E-5
48.0	3.737793175233129E-5
49.0	2.5129795923883746E-5
50.0	2.6027288635451023E-5
51.0	1.076991253880732E-5
52.0	4.487463557836384E-6
53.0	4.751432002414994E-6
54.0	3.6427645351848297E-6
55.0	2.1117475566288866E-6
56.0	1.4782232896402205E-6
57.0	9.502864004829989E-7
58.0	1.5310169785559427E-6
59.0	6.33524266988666E-7
60.0	1.5838106674716648E-6
61.0	3.16762133494333E-7
62.0	4.223495113257773E-7
63.0	4.7514320024149944E-7
64.0	3.16762133494333E-7
65.0	1.0558737783144432E-7
66.0	1.0558737783144432E-7
67.0	2.6396844457861085E-6
68.0	1.583810667471665E-7
69.0	0.0
70.0	1.583810667471665E-7
71.0	1.0558737783144432E-7
72.0	3.6955582241005513E-7
73.0	2.1117475566288864E-7
74.0	2.639684445786108E-7
75.0	1.1614611561458876E-6
76.0	1.0558737783144432E-7
77.0	2.1117475566288864E-7
78.0	1.583810667471665E-7
79.0	1.0558737783144432E-7
80.0	4.7514320024149944E-7
81.0	1.0558737783144432E-7
82.0	5.279368891572216E-8
83.0	5.279368891572216E-8
84.0	1.0558737783144432E-7
85.0	1.0558737783144432E-7
86.0	1.583810667471665E-7
87.0	1.583810667471665E-7
88.0	5.279368891572216E-8
89.0	0.0
90.0	2.1117475566288864E-7
91.0	0.0
92.0	0.0
93.0	0.0
94.0	1.583810667471665E-7
95.0	5.279368891572216E-8
96.0	0.0
97.0	5.279368891572216E-8
98.0	0.0
99.0	5.279368891572216E-8
100.0	3.959526668679162E-6
