#Insert size (bp)	insert size
20.0	472.0
21.0	691.0
22.0	1298.0
23.0	2038.0
24.0	2646.0
25.0	3671.0
26.0	5612.0
27.0	7446.0
28.0	9669.0
29.0	12030.0
30.0	14611.0
31.0	18092.0
32.0	22037.0
33.0	26074.0
34.0	30973.0
35.0	36036.0
36.0	41792.0
37.0	47852.0
38.0	55647.0
39.0	62576.0
40.0	69638.0
41.0	79125.0
42.0	89056.0
43.0	99769.0
44.0	110852.0
45.0	121630.0
46.0	133086.0
47.0	146465.0
48.0	158679.0
49.0	172724.0
50.0	186326.0
51.0	201472.0
52.0	214987.0
53.0	230681.0
54.0	245296.0
55.0	264239.0
56.0	281900.0
57.0	296275.0
58.0	314798.0
59.0	330051.0
60.0	348126.0
61.0	362239.0
62.0	380824.0
63.0	393854.0
64.0	410382.0
65.0	425263.0
66.0	439265.0
67.0	453042.0
68.0	469700.0
69.0	483254.0
70.0	498968.0
71.0	511127.0
72.0	524177.0
73.0	535625.0
74.0	551251.0
75.0	559188.0
76.0	566722.0
77.0	578787.0
78.0	587461.0
79.0	596438.0
80.0	605790.0
81.0	613384.0
82.0	619687.0
83.0	629852.0
84.0	634480.0
85.0	642224.0
86.0	648222.0
87.0	654339.0
88.0	659724.0
89.0	666726.0
90.0	667796.0
91.0	668200.0
92.0	672712.0
93.0	673535.0
94.0	676940.0
95.0	677760.0
96.0	677649.0
97.0	678267.0
98.0	676494.0
99.0	678219.0
100.0	676104.0
101.0	676443.0
102.0	674964.0
103.0	673566.0
104.0	673817.0
105.0	666912.0
106.0	665266.0
107.0	663272.0
108.0	661619.0
109.0	659109.0
110.0	659950.0
111.0	658641.0
112.0	649319.0
113.0	648446.0
114.0	642996.0
115.0	641540.0
116.0	633095.0
117.0	629215.0
118.0	623771.0
119.0	620997.0
120.0	615663.0
121.0	610487.0
122.0	607063.0
123.0	601166.0
124.0	598737.0
125.0	593257.0
126.0	590461.0
127.0	584478.0
128.0	577909.0
129.0	570546.0
130.0	566510.0
131.0	560899.0
132.0	554631.0
133.0	550178.0
134.0	544287.0
135.0	538678.0
136.0	532510.0
137.0	525572.0
138.0	520769.0
139.0	515264.0
140.0	511666.0
141.0	503861.0
142.0	492542.0
143.0	486107.0
144.0	482700.0
145.0	477847.0
146.0	474703.0
147.0	467705.0
148.0	454776.0
149.0	326026.0
150.0	336159.0
151.0	562086.0
152.0	634078.0
153.0	575344.0
154.0	466055.0
155.0	438649.0
156.0	418701.0
157.0	405021.0
158.0	393099.0
159.0	382083.0
160.0	372049.0
161.0	364105.0
162.0	355732.0
163.0	348766.0
164.0	344128.0
165.0	337006.0
166.0	331492.0
167.0	326067.0
168.0	319626.0
169.0	310844.0
170.0	306473.0
171.0	300647.0
172.0	294999.0
173.0	289766.0
174.0	284276.0
175.0	280908.0
176.0	274586.0
177.0	267897.0
178.0	261765.0
179.0	258840.0
180.0	251898.0
181.0	248068.0
182.0	243327.0
183.0	237445.0
184.0	232638.0
185.0	229142.0
186.0	224963.0
187.0	220454.0
188.0	215142.0
189.0	211212.0
190.0	206712.0
191.0	204036.0
192.0	199881.0
193.0	194914.0
194.0	191223.0
195.0	186993.0
196.0	181710.0
197.0	179153.0
198.0	175019.0
199.0	172010.0
200.0	169073.0
201.0	165508.0
202.0	162273.0
203.0	158463.0
204.0	155056.0
205.0	152329.0
206.0	149841.0
207.0	146065.0
208.0	143662.0
209.0	140995.0
210.0	138558.0
211.0	136186.0
212.0	133119.0
213.0	129499.0
214.0	127554.0
215.0	125203.0
216.0	122236.0
217.0	120913.0
218.0	118713.0
219.0	116140.0
220.0	113671.0
221.0	112328.0
222.0	109524.0
223.0	106394.0
224.0	104291.0
225.0	101878.0
226.0	101229.0
227.0	98359.0
228.0	96224.0
229.0	94368.0
230.0	93483.0
231.0	90776.0
232.0	90363.0
233.0	87471.0
234.0	86205.0
235.0	85247.0
236.0	84175.0
237.0	82122.0
238.0	80830.0
239.0	78544.0
240.0	77914.0
241.0	76853.0
242.0	74462.0
243.0	73504.0
244.0	72104.0
245.0	71705.0
246.0	69903.0
247.0	68881.0
248.0	67213.0
249.0	66617.0
250.0	65951.0
251.0	63762.0
252.0	63097.0
253.0	62294.0
254.0	60791.0
255.0	60112.0
256.0	58858.0
257.0	59433.0
258.0	57842.0
259.0	56995.0
260.0	57382.0
261.0	55553.0
262.0	54536.0
263.0	53656.0
264.0	51553.0
265.0	51367.0
266.0	50007.0
267.0	49001.0
268.0	48346.0
269.0	48005.0
270.0	46434.0
271.0	45423.0
272.0	44683.0
273.0	43906.0
274.0	43435.0
275.0	42186.0
276.0	42202.0
277.0	41075.0
278.0	40283.0
279.0	39431.0
280.0	38790.0
281.0	37805.0
282.0	36686.0
283.0	36235.0
284.0	35595.0
285.0	35012.0
286.0	34757.0
287.0	34055.0
288.0	33435.0
289.0	32698.0
290.0	32012.0
291.0	31158.0
292.0	30921.0
293.0	30296.0
294.0	29821.0
295.0	28923.0
296.0	28664.0
297.0	28349.0
298.0	27620.0
299.0	27265.0
300.0	26734.0
301.0	25818.0
302.0	25533.0
303.0	24692.0
304.0	24318.0
305.0	23804.0
306.0	23331.0
307.0	23173.0
308.0	22869.0
309.0	22973.0
310.0	22024.0
311.0	21863.0
312.0	21643.0
313.0	20927.0
314.0	20755.0
315.0	20169.0
316.0	19883.0
317.0	19314.0
318.0	19964.0
