tr|A0A2B4RZH6|A0A2B4RZH6_STYPI	Pocillopora_meandrina_HIv1___RNAseq.g8807.t1	84.030	1052	98	5	1	982	1	1052	0.0	1773
tr|A0A3M6T9B7|A0A3M6T9B7_POCDA	Pocillopora_meandrina_HIv1___RNAseq.g8807.t1	94.492	1053	55	2	165	1217	5	1054	0.0	2016
tr|A0A6P8IWP8|A0A6P8IWP8_ACTTE	Pocillopora_meandrina_HIv1___RNAseq.g8807.t1	64.589	1059	361	7	1	1052	1	1052	0.0	1429
tr|A0A7M5X8U0|A0A7M5X8U0_9CNID	Pocillopora_meandrina_HIv1___RNAseq.g8807.t1	47.266	1079	522	16	2	1060	1	1052	0.0	999
tr|A0A913XIF9|A0A913XIF9_EXADI	Pocillopora_meandrina_HIv1___RNAseq.g8807.t1	64.745	1058	363	6	1	1053	1	1053	0.0	1436
tr|A0AAD9VBE9|A0AAD9VBE9_ACRCE	Pocillopora_meandrina_HIv1___RNAseq.g8807.t1	60.626	1054	219	12	1	860	1	1052	0.0	1224
tr|A0AAU9VML6|A0AAU9VML6_9CNID	Pocillopora_meandrina_HIv1___RNAseq.g8807.t1	98.482	1054	16	0	1	1054	1	1054	0.0	2162
tr|A7S7H2|A7S7H2_NEMVE	Pocillopora_meandrina_HIv1___RNAseq.g8807.t1	61.706	1055	392	7	1	1047	1	1051	0.0	1333
tr|A0A3M6T9L7|A0A3M6T9L7_POCDA	Pocillopora_meandrina_HIv1___RNAseq.g13822.t1	98.159	869	16	0	1	869	1	869	0.0	1785
tr|A0A6P8H6I1|A0A6P8H6I1_ACTTE	Pocillopora_meandrina_HIv1___RNAseq.g13822.t1	51.931	751	312	17	6	727	139	869	0.0	752
tr|A0A6P8IPB7|A0A6P8IPB7_ACTTE	Pocillopora_meandrina_HIv1___RNAseq.g13822.t1	51.322	832	356	17	1	803	1	812	0.0	826
tr|A0A6S7JXZ3|A0A6S7JXZ3_PARCT	Pocillopora_meandrina_HIv1___RNAseq.g13822.t1	47.011	870	400	19	13	841	9	858	0.0	743
tr|A0A7M5X161|A0A7M5X161_9CNID	Pocillopora_meandrina_HIv1___RNAseq.g13822.t1	40.592	845	431	15	18	792	11	854	0.0	622
tr|A0A7M5X1L0|A0A7M5X1L0_9CNID	Pocillopora_meandrina_HIv1___RNAseq.g13822.t1	40.496	847	431	16	18	794	11	854	0.0	617
tr|A0A913YD70|A0A913YD70_EXADI	Pocillopora_meandrina_HIv1___RNAseq.g13822.t1	52.787	574	228	11	2	550	196	751	0.0	572
tr|A0AAU9X394|A0AAU9X394_9CNID	Pocillopora_meandrina_HIv1___RNAseq.g13822.t1	97.929	869	18	0	1	869	1	869	0.0	1776
tr|T2ME73|T2ME73_HYDVU	Pocillopora_meandrina_HIv1___RNAseq.g13822.t1	39.627	858	408	18	1	756	5	854	0.0	574
tr|A0ABM4CIG1|A0ABM4CIG1_HYDVU	Pocillopora_meandrina_HIv1___RNAseq.g13822.t1	39.860	858	412	17	364	1122	2	854	0.0	577
tr|T2M320|T2M320_HYDVU	Pocillopora_meandrina_HIv1___RNAseq.g17818.t1	55.191	183	80	2	8	189	9	190	1.00e-69	210
tr|A0A2B4RYW7|A0A2B4RYW7_STYPI	Pocillopora_meandrina_HIv1___RNAseq.g24666.t1	62.963	270	27	3	1	199	1	268	5.20e-109	313
tr|A0A6P8HE33|A0A6P8HE33_ACTTE	Pocillopora_meandrina_HIv1___RNAseq.g24666.t1	58.462	260	108	0	3	262	2	261	9.89e-118	338
tr|A0A6S7GJ09|A0A6S7GJ09_PARCT	Pocillopora_meandrina_HIv1___RNAseq.g24666.t1	51.111	135	64	1	1	135	1	133	1.53e-42	142
tr|A0A913WZJ6|A0A913WZJ6_EXADI	Pocillopora_meandrina_HIv1___RNAseq.g24666.t1	58.846	260	107	0	3	262	2	261	3.50e-115	331
tr|A0AAD9V3T6|A0AAD9V3T6_ACRCE	Pocillopora_meandrina_HIv1___RNAseq.g24666.t1	54.545	154	48	1	1	132	45	198	8.96e-53	168
tr|A0AAU9X9S1|A0AAU9X9S1_9CNID	Pocillopora_meandrina_HIv1___RNAseq.g24666.t1	98.507	268	4	0	1	268	1	268	0.0	546
tr|A0ABM4C6I8|A0ABM4C6I8_HYDVU	Pocillopora_meandrina_HIv1___RNAseq.g24666.t1	45.318	267	124	6	1	256	1	256	2.29e-76	232
tr|A7RQ94|A7RQ94_NEMVE	Pocillopora_meandrina_HIv1___RNAseq.g24666.t1	66.023	259	88	0	1	259	1	259	3.60e-132	374
tr|A0A2B4RAA2|A0A2B4RAA2_STYPI	Pocillopora_meandrina_HIv1___RNAseq.g18860.t1	92.929	198	14	0	33	230	51	248	1.98e-134	391
tr|A0A2B4RF23|A0A2B4RF23_STYPI	Pocillopora_meandrina_HIv1___RNAseq.g18051.t1	92.275	233	18	0	1	233	1	233	1.35e-161	446
tr|A0A2B4S5V0|A0A2B4S5V0_STYPI	Pocillopora_meandrina_HIv1___RNAseq.g7373.t1	94.295	298	17	0	1	298	1	298	0.0	577
tr|A0A2B4SR58|A0A2B4SR58_STYPI	Pocillopora_meandrina_HIv1___RNAseq.g16792.t1	86.885	244	30	1	1	244	1	242	5.75e-161	445
tr|A0A3M6UQC0|A0A3M6UQC0_POCDA	Pocillopora_meandrina_HIv1___RNAseq.g18860.t1	99.134	462	4	0	1	462	1	462	0.0	936
tr|A0A3M6UUQ1|A0A3M6UUQ1_POCDA	Pocillopora_meandrina_HIv1___RNAseq.g7373.t1	98.322	298	5	0	1	298	1	298	0.0	604
tr|A0A3M6V4C8|A0A3M6V4C8_POCDA	Pocillopora_meandrina_HIv1___RNAseq.g18051.t1	99.571	233	1	0	1	233	1	233	3.26e-173	475
tr|A0A6P8IEZ0|A0A6P8IEZ0_ACTTE	Pocillopora_meandrina_HIv1___RNAseq.g18860.t1	74.020	204	53	0	1	204	1	204	3.82e-118	343
tr|A0A6P8IPQ4|A0A6P8IPQ4_ACTTE	Pocillopora_meandrina_HIv1___RNAseq.g7373.t1	70.270	296	88	0	1	296	1	296	2.32e-156	438
