sample140	sample145	sample150	sample173	sample178
Cluster_1	3.07189026558136	6.91556015507441	3.02709040863234	2.90420599299162	3.6278450140324
Cluster_2	5.91978141295625	5.6318550162067	7.55737706609481	5.54745922506326	7.96804218847449
Cluster_3	5.36698609855695	5.12486539782643	2.16875555820577	5.68886995549062	3.22151140028523
Cluster_4	4.37582585998405	5.01272999083147	3.212648123063	4.83710246859441	5.8119343279134
Cluster_5	3.26635187139948	7.7058039094071	4.45983193592566	4.56438897548382	6.04967936418763
Cluster_6	9.71573080044925	8.56203824469087	6.18265579657104	8.24718344182312	8.37933555166122
Cluster_7	8.20764049001497	7.4895824471907	6.18265579657104	3.19816143196275	9.687802318679
Cluster_8	8.84957406247974	10.0562916723887	9.29771665574686	9.85294454213336	5.1681852588007
Cluster_9	11.5039453038281	10.7423743500439	10.2722107822845	11.2484001432698	7.90916519769292
Cluster_10	3.56503184712613	5.90463437175829	4.2798760114204	4.83710246859441	4.94761816900861
Cluster_11	2.16875555820577	8.13211930878985	3.212648123063	6.3711447811148	7.88645129985662
Cluster_12	6.41294803489724	3.94153109081561	2.16875555820577	2.16875555820577	2.16875555820577
Cluster_13	2.16875555820577	3.23355439124224	2.16875555820577	3.19816143196275	8.51383200798784
Cluster_14	7.38579019424891	6.07964359831112	6.14959755032202	2.16875555820577	5.93575189186926
Cluster_15	7.701986530077	4.75686236289858	6.90039330476453	2.16875555820577	6.938828929609
Cluster_16	4.44056817525888	4.31739344015861	4.71437649474793	3.75068714354714	5.99385117980908
Cluster_17	3.07189026558136	2.79269232515894	5.04288479604952	6.78527717772478	2.16875555820577
Cluster_18	4.72417197881494	5.29380958593379	5.11412179622604	5.01103305253839	5.35863917710594
Cluster_19	4.30772534725651	5.26161063153489	7.36265963378812	7.23787273163503	2.92123421446204
Cluster_20	3.07189026558136	5.72870974684936	8.66390717444454	6.54767089222451	2.92123421446204
Cluster_21	7.43217842404082	2.79269232515894	3.212648123063	2.16875555820577	7.44322185469824
Cluster_22	6.91619458803011	7.39750455329752	6.98693945353704	4.89754810167276	7.03843069531134
Cluster_23	4.30772534725651	5.52790230889492	4.71437649474793	8.82752950854112	5.84391141299069
Cluster_24	4.50229140105495	6.28396103925994	8.96536332117144	3.41711888899962	3.44489765339414
Cluster_25	5.15914664922368	7.11564533338457	4.71437649474793	5.75462312576836	5.48627013710744
Cluster_26	3.42670763288385	6.34606666485756	3.36595849551085	2.16875555820577	9.26041233058959
Cluster_27	3.07189026558136	6.85288211067611	2.78009690050578	3.19816143196275	2.16875555820577
Cluster_28	6.4882056849843	11.5159881320672	4.51475072617336	10.1739414708363	6.86321201123981
Cluster_29	4.61778975281968	2.16875555820577	6.65219528270278	2.90420599299162	4.35891161332444
Cluster_30	6.6410730910252	5.79725282797193	5.36752585201265	3.88652164765346	5.8119343279134
Cluster_31	3.07189026558136	3.38962077932769	8.8470979449891	5.50978677026465	2.16875555820577
Cluster_32	7.20164761132771	8.36304021380032	4.80415252025433	6.91959464032229	7.26678118327064
Cluster_33	4.23586214401217	2.79269232515894	6.11575760328551	3.88652164765346	8.21285231883973
Cluster_34	7.590530313532	5.92517327873339	4.21390864903682	2.16875555820577	9.16300548888365
Cluster_35	6.9696262879251	2.16875555820577	8.33455147195031	7.82152309630949	4.68501043252508
Cluster_36	6.53153628508587	5.70510793555914	4.51475072617336	2.16875555820577	2.92123421446204
Cluster_37	2.16875555820577	2.16875555820577	2.16875555820577	7.40992824712229	2.16875555820577
Cluster_38	8.27702806524105	5.19490719017733	5.30833348962283	3.19816143196275	6.30017452246383
Cluster_39	5.73365692160334	9.01693939033929	6.3664250042544	5.21349253114178	2.16875555820577
Cluster_40	3.42670763288385	6.75342553515395	2.16875555820577	4.11948364762587	3.22151140028523
Cluster_41	2.16875555820577	3.23355439124224	7.41212551447606	3.19816143196275	2.16875555820577
Cluster_42	7.06107170578799	5.16032497002666	10.1885632329086	6.60199817209975	6.75018956013912
Cluster_43	6.60096922973579	3.04451980813479	8.10898493743141	9.34460131981868	8.41150503257557
Cluster_44	7.11895933277609	4.84754122781685	6.52929725682385	5.54745922506326	4.75553405994282
