"","GO.ID","Term","Annotated","Significant","Expected","Fisher","type","miRNA"
"1","GO:0001822","kidney development",6,2,0.14,0.0062,"Biological.Process","Cluster_1296"
"2","GO:0004725","protein tyrosine phosphatase activity",2,1,0.03,0.032,"Molecular.Function","Cluster_1296"
"3","GO:0005231","excitatory extracellular ligand-gated monoatomic io...",2,1,0.03,0.032,"Molecular.Function","Cluster_1296"
"4","GO:0002175","protein localization to paranode region of axon",1,1,0.01,0.0092,"Biological.Process","Cluster_757"
"5","GO:0000012","single strand break repair",1,1,0.01,0.0092,"Biological.Process","Cluster_757"
"6","GO:0000987","cis-regulatory region sequence-specific DNA binding",12,2,0.14,0.0074,"Molecular.Function","Cluster_757"
"7","GO:0004844","uracil DNA N-glycosylase activity",2,1,0.02,0.0237,"Molecular.Function","Cluster_757"
"8","GO:0004842","ubiquitin-protein transferase activity",4,1,0.05,0.047,"Molecular.Function","Cluster_757"
"9","GO:0003924","GTPase activity",4,1,0.05,0.047,"Molecular.Function","Cluster_757"
"10","GO:0001822","kidney development",6,1,0.03,0.028,"Biological.Process","Cluster_4823"
"11","GO:0004177","aminopeptidase activity",3,1,0.01,0.012,"Molecular.Function","Cluster_4823"
"12","GO:0004842","ubiquitin-protein transferase activity",4,1,0.02,0.016,"Molecular.Function","Cluster_4823"
"13","GO:0003964","RNA-directed DNA polymerase activity",4,1,0.02,0.024,"Molecular.Function","Cluster_925"
"14","GO:0001764","neuron migration",1,1,0.01,0.014,"Biological.Process","Cluster_4438"
"15","GO:0003333","amino acid transmembrane transport",2,1,0.03,0.028,"Biological.Process","Cluster_4438"
"16","GO:0001504","neurotransmitter uptake",3,1,0.04,0.041,"Biological.Process","Cluster_4438"
"17","GO:0004518","nuclease activity",4,1,0.02,0.016,"Molecular.Function","Cluster_4438"
"18","GO:0001409","guanine nucleotide transmembrane transporter activi...",7,1,0.03,0.028,"Molecular.Function","Cluster_4438"
"19","GO:0006631","fatty acid metabolic process",8,7,0.74,1.4e-07,"Biological.Process","Cluster_1015"
"20","GO:0003677","DNA binding",34,7,2.5,0.0079,"Molecular.Function","Cluster_1015"
"21","GO:0005262","calcium channel activity",3,2,0.22,0.0151,"Molecular.Function","Cluster_1015"
"22","GO:0003779","actin binding",5,2,0.37,0.0458,"Molecular.Function","Cluster_1015"
"23","GO:0005267","potassium channel activity",4,1,0.02,0.024,"Molecular.Function","Cluster_2837"
"24","GO:0003779","actin binding",5,1,0.03,0.03,"Molecular.Function","Cluster_2837"
"25","GO:0003700","DNA-binding transcription factor activity",6,1,0.04,0.035,"Molecular.Function","Cluster_2837"
"26","GO:0006869","lipid transport",1,1,0.02,0.018,"Biological.Process","Cluster_4040"
"27","GO:0004566","beta-glucuronidase activity",1,1,0.01,0.014,"Molecular.Function","Cluster_4040"
"28","GO:0000245","spliceosomal complex assembly",4,2,0.15,0.0069,"Biological.Process","Cluster_4439"
"29","GO:0001937","negative regulation of endothelial cell proliferati...",1,1,0.04,0.0369,"Biological.Process","Cluster_4439"
"30","GO:0005112","Notch binding",1,1,0.01,0.0099,"Molecular.Function","Cluster_4439"
"31","GO:0005302","L-tyrosine transmembrane transporter activity",3,1,0.03,0.0296,"Molecular.Function","Cluster_4439"
"32","GO:0005262","calcium channel activity",3,1,0.03,0.0296,"Molecular.Function","Cluster_4439"
"33","GO:0001822","kidney development",6,2,0.25,0.021,"Biological.Process","Cluster_360"
"34","GO:0000165","MAPK cascade",6,2,0.25,0.021,"Biological.Process","Cluster_360"
"35","GO:0001764","neuron migration",1,1,0.04,0.041,"Biological.Process","Cluster_360"
"36","GO:0004854","xanthine dehydrogenase activity",1,1,0.03,0.034,"Molecular.Function","Cluster_360"
"37","GO:0003977","UDP-N-acetylglucosamine diphosphorylase activity",1,1,0.03,0.034,"Molecular.Function","Cluster_360"
"38","GO:0000210","NAD+ diphosphatase activity",1,1,0.03,0.034,"Molecular.Function","Cluster_360"
"39","GO:0005524","ATP binding",11,2,0.37,0.049,"Molecular.Function","Cluster_360"
"40","GO:0004745","all-trans-retinol dehydrogenase (NAD+) activity",1,1,0,0.004,"Molecular.Function","Cluster_5612"
"41","GO:0005262","calcium channel activity",3,1,0.01,0.012,"Molecular.Function","Cluster_5612"
"42","GO:0001817","regulation of cytokine production",1,1,0.03,0.028,"Biological.Process","Cluster_390"
"43","GO:0003943","N-acetylgalactosamine-4-sulfatase activity",3,2,0.1,0.0032,"Molecular.Function","Cluster_390"
"44","GO:0004715","non-membrane spanning protein tyrosine kinase activ...",1,1,0.03,0.0338,"Molecular.Function","Cluster_390"
"45","GO:0003333","amino acid transmembrane transport",2,2,0.18,0.0081,"Biological.Process","Cluster_1938"
"46","GO:0004503","tyrosinase activity",4,2,0.39,0.049,"Molecular.Function","Cluster_1938"
"47","GO:0001868","regulation of complement activation, lectin pathway",1,1,0.01,0.0092,"Biological.Process","Cluster_2973"
"48","GO:0005112","Notch binding",1,1,0.01,0.012,"Molecular.Function","Cluster_2973"
"49","GO:0004100","chitin synthase activity",2,1,0.02,0.024,"Molecular.Function","Cluster_2973"
"50","GO:0005267","potassium channel activity",4,1,0.05,0.047,"Molecular.Function","Cluster_2973"
"51","GO:0000338","protein deneddylation",1,1,0.03,0.032,"Biological.Process","Cluster_21"
"52","GO:0001653","peptide receptor activity",21,4,0.79,0.00079,"Molecular.Function","Cluster_21"
"53","GO:0005178","integrin binding",8,2,0.3,0.03308,"Molecular.Function","Cluster_21"
"54","GO:0004321","fatty-acyl-CoA synthase activity",1,1,0.04,0.03777,"Molecular.Function","Cluster_21"
"55","GO:0005319","lipid transporter activity",1,1,0.04,0.03777,"Molecular.Function","Cluster_21"
"56","GO:0003941","L-serine ammonia-lyase activity",1,1,0.04,0.03777,"Molecular.Function","Cluster_21"
"57","GO:0004222","metalloendopeptidase activity",22,3,0.83,0.04464,"Molecular.Function","Cluster_21"
"58","GO:0006033","chitin localization",1,1,0.02,0.018,"Biological.Process","Cluster_1952"
"59","GO:0005283","amino acid:sodium symporter activity",2,1,0,0.004,"Molecular.Function","Cluster_1952"
"60","GO:0001504","neurotransmitter uptake",3,1,0.01,0.014,"Biological.Process","Cluster_4435"
"61","GO:0004983","neuropeptide Y receptor activity",3,1,0.02,0.018,"Molecular.Function","Cluster_4435"
"62","GO:0000287","magnesium ion binding",3,1,0.02,0.018,"Molecular.Function","Cluster_4435"
"63","GO:0001409","guanine nucleotide transmembrane transporter activi...",7,1,0.04,0.041,"Molecular.Function","Cluster_4435"
"64","GO:0001702","gastrulation with mouth forming second",2,1,0.05,0.046,"Biological.Process","Cluster_1068"
"65","GO:0001825","blastocyst formation",2,1,0.05,0.046,"Biological.Process","Cluster_1068"
"66","GO:0004972","NMDA glutamate receptor activity",1,1,0.04,0.042,"Molecular.Function","Cluster_1068"
"67","GO:0001817","regulation of cytokine production",1,1,0.02,0.018,"Biological.Process","Cluster_4572"
"68","GO:0000086","G2/M transition of mitotic cell cycle",1,1,0.02,0.018,"Biological.Process","Cluster_4572"
"69","GO:0005178","integrin binding",8,2,0.1,0.0032,"Molecular.Function","Cluster_4572"
"70","GO:0005502","11-cis retinal binding",2,1,0.02,0.0237,"Molecular.Function","Cluster_4572"
"71","GO:0002227","innate immune response in mucosa",1,1,0.02,0.018,"Biological.Process","Cluster_3661"
"72","GO:0000296","spermine transport",2,1,0.04,0.037,"Biological.Process","Cluster_3661"
"73","GO:0000987","cis-regulatory region sequence-specific DNA binding",12,2,0.17,0.01,"Molecular.Function","Cluster_3661"
"74","GO:0005249","voltage-gated potassium channel activity",2,1,0.03,0.028,"Molecular.Function","Cluster_3661"
"75","GO:0005007","fibroblast growth factor receptor activity",2,1,0.03,0.028,"Molecular.Function","Cluster_3661"
"76","GO:0001764","neuron migration",1,1,0.02,0.018,"Biological.Process","Cluster_4437"
"77","GO:0000255","allantoin metabolic process",2,1,0.04,0.037,"Biological.Process","Cluster_4437"
"78","GO:0005262","calcium channel activity",3,1,0.04,0.041,"Molecular.Function","Cluster_4437"
"79","GO:0006811","monoatomic ion transport",3,1,0.03,0.028,"Biological.Process","Cluster_4754"
"80","GO:0008146","sulfotransferase activity",5,1,0.02,0.02,"Molecular.Function","Cluster_4754"
"81","GO:0004674","protein serine/threonine kinase activity",6,1,0.02,0.024,"Molecular.Function","Cluster_4754"
"82","GO:0002227","innate immune response in mucosa",1,1,0.01,0.0092,"Biological.Process","Cluster_1953"
"83","GO:0006513","protein monoubiquitination",1,1,0.01,0.0092,"Biological.Process","Cluster_1953"
"84","GO:0001609","G protein-coupled adenosine receptor activity",5,1,0.04,0.039,"Molecular.Function","Cluster_1953"
"85","GO:0001817","regulation of cytokine production",1,1,0.03,0.028,"Biological.Process","Cluster_1793"
"86","GO:0001523","retinoid metabolic process",1,1,0.03,0.028,"Biological.Process","Cluster_1793"
"87","GO:0001540","amyloid-beta binding",4,1,0.04,0.039,"Molecular.Function","Cluster_1793"
"88","GO:0004937","alpha1-adrenergic receptor activity",1,1,0,0.004,"Molecular.Function","Cluster_4039"
"89","GO:0003993","acid phosphatase activity",1,1,0,0.004,"Molecular.Function","Cluster_4039"
"90","GO:0005520","insulin-like growth factor binding",1,1,0,0.004,"Molecular.Function","Cluster_1116"
"91","GO:0007417","central nervous system development",1,1,0,0.0046,"Biological.Process","Cluster_5253"
"92","GO:0005044","scavenger receptor activity",4,2,0.02,0.00014,"Molecular.Function","Cluster_5253"
"93","GO:0004508","steroid 17-alpha-monooxygenase activity",8,1,0.05,0.04705,"Molecular.Function","Cluster_5253"
"94","GO:0030317","flagellated sperm motility",1,1,0.01,0.0092,"Biological.Process","Cluster_36"
"95","GO:0004065","arylsulfatase activity",1,1,0,0.002,"Molecular.Function","Cluster_36"
"96","GO:0007344","pronuclear fusion",1,1,0.01,0.0092,"Biological.Process","Cluster_5740"
"97","GO:0003677","DNA binding",34,3,0.2,0.00028,"Molecular.Function","Cluster_4118"
"98","GO:0001701","in utero embryonic development",6,1,0.03,0.028,"Biological.Process","Cluster_1080"
"99","GO:0009034","tryptophanase activity",1,1,0.01,0.006,"Molecular.Function","Cluster_1080"
"100","GO:0005351","carbohydrate:proton symporter activity",1,1,0.01,0.006,"Molecular.Function","Cluster_1080"
"101","GO:0004503","tyrosinase activity",4,1,0.02,0.024,"Molecular.Function","Cluster_1080"
"102","GO:0004062","aryl sulfotransferase activity",4,1,0.02,0.016,"Molecular.Function","Cluster_2793"
"103","GO:0000002","mitochondrial genome maintenance",3,1,0.03,0.028,"Biological.Process","Cluster_2859"
"104","GO:0005509","calcium ion binding",21,1,0.04,0.042,"Molecular.Function","Cluster_1289"
